#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR72449--MA0599.1.KLF5	chrX	104857315	104857324	+	0.000	0.000	Merged-chrX-104857124-25
NR31545--MA0039.3.KLF4	chr18	53406961	53406971	-	0.000	0.000	Merged-chr18-53407055-10
NR61687--MA0599.1.KLF5	chr7	99546496	99546505	+	0.000	0.000	Merged-chr7-99546388-26
NR67540--MA1107.1.KLF9	chr8	127447347	127447359	-	0.000	0.000	Merged-chr8-127447217-34
NR1561--MA0740.1.KLF14	chr1	87847398	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR68724--MA1107.1.KLF9	chr9	51162038	51162050	-	0.000	0.000	Merged-chr9-51161990-29
NR69045--MA0599.1.KLF5	chr9	61236138	61236147	+	0.000	0.000	Merged-chr9-61236183-14
NR71487--MA0741.1.KLF16	chr9	123229918	123229928	+	0.000	0.000	Merged-chr9-123229915-16
NR40057--MA0493.1.Klf1	chr2	174018093	174018103	+	0.000	0.000	Merged-chr2-174018150-40
NR54384--MA0741.1.KLF16	chr5	150232893	150232903	+	0.000	0.000	Merged-chr5-150232910-1
NR609--MA0599.1.KLF5	chr1	42952944	42952953	+	0.000	0.000	Merged-chr1-42953184-68
NR57953--MA1107.1.KLF9	chr6	134451032	134451044	-	0.000	0.000	Merged-chr6-134450954-21
NR18014--MA0599.1.KLF5	chr13	95063712	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR71488--MA1107.1.KLF9	chr9	123229917	123229929	+	0.000	0.000	Merged-chr9-123229915-16
NR464--MA0741.1.KLF16	chr1	38395435	38395445	+	0.000	0.000	Merged-chr1-38395375-19
NR54335--MA0493.1.Klf1	chr5	149459384	149459394	+	0.000	0.000	Merged-chr5-149459249-24
NR31274--MA0741.1.KLF16	chr18	35830184	35830194	+	0.000	0.000	Merged-chr18-35830192-19
NR39659--MA0741.1.KLF16	chr2	167713149	167713159	-	0.000	0.000	Merged-chr2-167713112-41
NR67266--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR39299--MA0599.1.KLF5	chr2	160367182	160367191	-	0.000	0.000	Merged-chr2-160367322-62
NR68931--MA0740.1.KLF14	chr9	58112455	58112468	+	0.000	0.000	Merged-chr9-58112486-25
NR13599--MA0599.1.KLF5	chr12	17736626	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR58071--MA0741.1.KLF16	chr6	136944786	136944796	+	0.000	0.000	Merged-chr6-136944749-25
NR66698--MA0599.1.KLF5	chr8	111624115	111624124	+	0.000	0.000	Merged-chr8-111624206-14
NR35812--MA0493.1.Klf1	chr2	33169550	33169560	-	0.000	0.000	Merged-chr2-33169532-13
NR18020--MA0741.1.KLF16	chr13	95063711	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR54385--MA0599.1.KLF5	chr5	150259744	150259753	+	0.000	0.000	Merged-chr5-150259783-65
NR27407--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR18022--MA1107.1.KLF9	chr13	95063710	95063722	-	0.000	0.000	Merged-chr13-95063599-48
NR33883--MA0493.1.Klf1	chr19	40509069	40509079	-	0.000	0.000	Merged-chr19-40509084-1
NR27239--MA0657.1.KLF13	chr16	96208431	96208448	-	0.000	0.000	Merged-chr16-96208613-13
NR13601--MA0741.1.KLF16	chr12	17736623	17736633	-	0.000	0.000	Merged-chr12-17736753-13
NR34521--MA0741.1.KLF16	chr19	57430073	57430083	-	0.000	0.000	Merged-chr19-57430178-33
NR31395--MA0599.1.KLF5	chr18	41753031	41753040	-	0.000	0.000	Merged-chr18-41752958-32
NR42259--MA1107.1.KLF9	chr3	101066402	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR12688--MA0742.1.Klf12	chr11	113206435	113206449	-	0.000	0.000	Merged-chr11-113206318-17
NR44798--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR25384--MA0599.1.KLF5	chr16	15887227	15887236	-	0.000	0.000	Merged-chr16-15887242-95
NR33681--MA1107.1.KLF9	chr19	32523946	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR28383--MA0741.1.KLF16	chr17	28643872	28643882	-	0.000	0.000	Merged-chr17-28644039-8
NR24382--MA0039.3.KLF4	chr15	93443909	93443919	+	0.000	0.000	Merged-chr15-93443797-12
NR55550--MA0741.1.KLF16	chr6	54760013	54760023	-	0.000	0.000	Merged-chr6-54760187-57
NR347--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR2984--MA1107.1.KLF9	chr1	151236858	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR9686--MA0039.3.KLF4	chr11	29883308	29883318	-	0.000	0.000	Merged-chr11-29883287-9
NR39756--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR53251--MA0741.1.KLF16	chr5	134540095	134540105	-	0.000	0.000	Merged-chr5-134540113-16
NR72941--MA1107.1.KLF9	chrX	166329052	166329064	-	0.000	0.000	Merged-chrX-166329162-24
NR25589--MA1107.1.KLF9	chr16	21845995	21846007	+	0.000	0.000	Merged-chr16-21846082-27
NR41179--MA0493.1.Klf1	chr3	61002323	61002333	-	0.000	0.000	Merged-chr3-61002220-1
NR39755--MA1107.1.KLF9	chr2	168741367	168741379	+	0.000	0.000	Merged-chr2-168741453-11
NR61346--MA0039.3.KLF4	chr7	84149057	84149067	+	0.000	0.000	Merged-chr7-84149073-24
NR43479--MA1107.1.KLF9	chr3	135579487	135579499	-	0.000	0.000	Merged-chr3-135579457-44
NR57533--MA1107.1.KLF9	chr6	125434029	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR51371--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR5803--MA0599.1.KLF5	chr10	42849028	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR10184--MA0741.1.KLF16	chr11	53617433	53617443	+	0.000	0.000	Merged-chr11-53617453-3
NR63777--MA1107.1.KLF9	chr7	142457679	142457691	-	0.000	0.000	Merged-chr7-142457551-10
NR18298--MA0741.1.KLF16	chr13	101569400	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR13980--MA0599.1.KLF5	chr12	36205810	36205819	+	0.000	0.000	Merged-chr12-36205909-15
NR68932--MA0657.1.KLF13	chr9	58112454	58112471	+	0.000	0.000	Merged-chr9-58112486-25
NR13603--MA1107.1.KLF9	chr12	17736622	17736634	-	0.000	0.000	Merged-chr12-17736753-13
NR15330--MA0039.3.KLF4	chr12	102703862	102703872	-	0.000	0.000	Merged-chr12-102703809-1
NR17855--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR28523--MA1107.1.KLF9	chr17	31693550	31693562	-	0.000	0.000	Merged-chr17-31693537-59
NR7759--MA0599.1.KLF5	chr10	93360918	93360927	-	0.000	0.000	Merged-chr10-93360796-29
NR12464--MA0740.1.KLF14	chr11	106057115	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR50927--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR66913--MA0493.1.Klf1	chr8	117299356	117299366	-	0.000	0.000	Merged-chr8-117299202-13
NR18297--MA0599.1.KLF5	chr13	101569401	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR50921--MA0493.1.Klf1	chr5	74471084	74471094	-	0.000	0.000	Merged-chr5-74471085-11
NR16350--MA0599.1.KLF5	chr13	24547215	24547224	-	0.000	0.000	Merged-chr13-24547194-39
NR39658--MA0599.1.KLF5	chr2	167713150	167713159	-	0.000	0.000	Merged-chr2-167713112-41
NR1564--MA0493.1.Klf1	chr1	87847401	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR25374--MA0039.3.KLF4	chr16	14380126	14380136	-	0.000	0.000	Merged-chr16-14380008-54
NR55161--MA1107.1.KLF9	chr6	43619505	43619517	+	0.000	0.000	Merged-chr6-43619418-19
NR35651--MA1107.1.KLF9	chr2	31179674	31179686	+	0.000	0.000	Merged-chr2-31179684-2
NR12368--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR56270--MA0599.1.KLF5	chr6	89286969	89286978	-	0.000	0.000	Merged-chr6-89286978-37
NR11250--MA0599.1.KLF5	chr11	78690764	78690773	+	0.000	0.000	Merged-chr11-78690691-3
NR25725--MA0599.1.KLF5	chr16	30722532	30722541	-	0.000	0.000	Merged-chr16-30722513-29
NR14842--MA0599.1.KLF5	chr12	85486977	85486986	-	0.000	0.000	Merged-chr12-85486872-12
NR7222--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR52522--MA0657.1.KLF13	chr5	122548894	122548911	-	0.000	0.000	Merged-chr5-122548864-15
NR55156--MA0740.1.KLF14	chr6	43619501	43619514	+	0.000	0.000	Merged-chr6-43619418-19
NR52242--MA0599.1.KLF5	chr5	115693543	115693552	-	0.000	0.000	Merged-chr5-115693567-32
NR61608--MA0599.1.KLF5	chr7	97842828	97842837	+	0.000	0.000	Merged-chr7-97843006-38
NR69761--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR7224--MA0742.1.Klf12	chr10	81253304	81253318	-	0.000	0.000	Merged-chr10-81253220-18
NR61844--MA1107.1.KLF9	chr7	102347590	102347602	+	0.000	0.000	Merged-chr7-102347477-20
NR45365--MA0599.1.KLF5	chr4	47011207	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR10593--MA0039.3.KLF4	chr11	63944116	63944126	-	0.000	0.000	Merged-chr11-63944014-11
NR26157--MA0599.1.KLF5	chr16	45690488	45690497	+	0.000	0.000	Merged-chr16-45690365-24
NR41225--MA0599.1.KLF5	chr3	65352870	65352879	-	0.000	0.000	Merged-chr3-65352895-35
NR11254--MA0741.1.KLF16	chr11	78690764	78690774	+	0.000	0.000	Merged-chr11-78690691-3
NR33915--MA1107.1.KLF9	chr19	41031263	41031275	-	0.000	0.000	Merged-chr19-41031181-46
NR68354--MA1107.1.KLF9	chr9	41160881	41160893	-	0.000	0.000	Merged-chr9-41160864-12
NR25609--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR784--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR2694--MA1107.1.KLF9	chr1	136618967	136618979	-	0.000	0.000	Merged-chr1-136618798-23
NR69758--MA0493.1.Klf1	chr9	80313763	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR10183--MA0599.1.KLF5	chr11	53617433	53617442	+	0.000	0.000	Merged-chr11-53617453-3
NR2341--MA0493.1.Klf1	chr1	128713043	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR60544--MA1107.1.KLF9	chr7	49303818	49303830	-	0.000	0.000	Merged-chr7-49303959-15
NR72504--MA0493.1.Klf1	chrX	134162638	134162648	-	0.000	0.000	Merged-chrX-134162858-35
NR50873--MA0599.1.KLF5	chr5	73223255	73223264	-	0.000	0.000	Merged-chr5-73223278-33
NR2658--MA0039.3.KLF4	chr1	136018743	136018753	-	0.000	0.000	Merged-chr1-136018899-6
NR26687--MA0741.1.KLF16	chr16	76283383	76283393	-	0.000	0.000	Merged-chr16-76283420-1
NR7800--MA0599.1.KLF5	chr10	94087495	94087504	+	0.000	0.000	Merged-chr10-94087553-20
NR45261--MA0741.1.KLF16	chr4	45766155	45766165	-	0.000	0.000	Merged-chr4-45766216-17
NR43376--MA0741.1.KLF16	chr3	132928122	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR64658--MA0493.1.Klf1	chr8	36249397	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR36751--MA0741.1.KLF16	chr2	75114515	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR49061--MA1107.1.KLF9	chr4	155154768	155154780	-	0.000	0.000	Merged-chr4-155154662-3
NR32615--MA1107.1.KLF9	chr18	82532268	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR24388--MA0741.1.KLF16	chr15	93443920	93443930	+	0.000	0.000	Merged-chr15-93443797-12
NR55786--MA0741.1.KLF16	chr6	67318018	67318028	-	0.000	0.000	Merged-chr6-67318064-30
NR16475--MA1107.1.KLF9	chr13	30186541	30186553	+	0.000	0.000	Merged-chr13-30186492-12
NR49496--MA0493.1.Klf1	chr5	20083294	20083304	+	0.000	0.000	Merged-chr5-20083207-6
NR68933--MA0599.1.KLF5	chr9	58112456	58112465	+	0.000	0.000	Merged-chr9-58112486-25
NR43638--MA0599.1.KLF5	chr3	138864389	138864398	+	0.000	0.000	Merged-chr3-138864342-22
NR25626--MA1107.1.KLF9	chr16	23375103	23375115	+	0.000	0.000	Merged-chr16-23375120-32
NR67801--MA0741.1.KLF16	chr9	15533871	15533881	+	0.000	0.000	Merged-chr9-15533893-20
NR14743--MA1107.1.KLF9	chr12	81845218	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR33270--MA0039.3.KLF4	chr19	9066376	9066386	-	0.000	0.000	Merged-chr19-9066188-87
NR42774--MA0741.1.KLF16	chr3	115897933	115897943	+	0.000	0.000	Merged-chr3-115897908-5
NR50739--MA0599.1.KLF5	chr5	65889195	65889204	+	0.000	0.000	Merged-chr5-65889163-36
NR55157--MA0039.3.KLF4	chr6	43619503	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR36200--MA1107.1.KLF9	chr2	52542692	52542704	+	0.000	0.000	Merged-chr2-52542865-9
NR2342--MA0741.1.KLF16	chr1	128713044	128713054	+	0.000	0.000	Merged-chr1-128713010-21
NR68350--MA0741.1.KLF16	chr9	41160880	41160890	-	0.000	0.000	Merged-chr9-41160864-12
NR52241--MA0742.1.Klf12	chr5	115693539	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR6163--MA1107.1.KLF9	chr10	60746509	60746521	+	0.000	0.000	Merged-chr10-60746399-1
NR41587--MA1107.1.KLF9	chr3	86104010	86104022	-	0.000	0.000	Merged-chr3-86103938-30
NR31573--MA0742.1.Klf12	chr18	54822920	54822934	+	0.000	0.000	Merged-chr18-54822886-30
NR60554--MA0741.1.KLF16	chr7	49450946	49450956	-	0.000	0.000	Merged-chr7-49451105-18
NR68939--MA0741.1.KLF16	chr9	58112635	58112645	-	0.000	0.000	Merged-chr9-58112486-25
NR12687--MA0740.1.KLF14	chr11	113206436	113206449	-	0.000	0.000	Merged-chr11-113206318-17
NR25556--MA0740.1.KLF14	chr16	20804929	20804942	+	0.000	0.000	Merged-chr16-20804779-46
NR5835--MA0493.1.Klf1	chr10	43706325	43706335	-	0.000	0.000	Merged-chr10-43706280-54
NR18041--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR9711--MA0741.1.KLF16	chr11	31169351	31169361	+	0.000	0.000	Merged-chr11-31169541-9
NR14646--MA0599.1.KLF5	chr12	77193442	77193451	-	0.000	0.000	Merged-chr12-77193438-26
NR43626--MA0741.1.KLF16	chr3	138649838	138649848	-	0.000	0.000	Merged-chr3-138649925-12
NR30383--MA0599.1.KLF5	chr17	83148769	83148778	+	0.000	0.000	Merged-chr17-83148588-10
NR61658--MA0599.1.KLF5	chr7	98995318	98995327	-	0.000	0.000	Merged-chr7-98995432-21
NR18835--MA0740.1.KLF14	chr13	114086371	114086384	+	0.000	0.000	Merged-chr13-114086496-8
NR54749--MA0493.1.Klf1	chr6	28878189	28878199	-	0.000	0.000	Merged-chr6-28878211-33
NR13555--MA1107.1.KLF9	chr12	16384269	16384281	+	0.000	0.000	Merged-chr12-16384404-18
NR2041--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR11626--MA0741.1.KLF16	chr11	88595868	88595878	+	0.000	0.000	Merged-chr11-88595910-28
NR1727--MA0599.1.KLF5	chr1	93115249	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR58376--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR1708--MA1107.1.KLF9	chr1	92640406	92640418	+	0.000	0.000	Merged-chr1-92640529-29
NR44521--MA1107.1.KLF9	chr4	11017792	11017804	+	0.000	0.000	Merged-chr4-11017688-10
NR40973--MA0599.1.KLF5	chr3	51701527	51701536	+	0.000	0.000	Merged-chr3-51701450-64
NR49493--MA0742.1.Klf12	chr5	20083294	20083308	+	0.000	0.000	Merged-chr5-20083207-6
NR45001--MA0741.1.KLF16	chr4	41295619	41295629	+	0.000	0.000	Merged-chr4-41295781-15
NR45364--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR51372--MA0741.1.KLF16	chr5	96219746	96219756	+	0.000	0.000	Merged-chr5-96219655-31
NR24062--MA0741.1.KLF16	chr15	84372963	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR53695--MA0493.1.Klf1	chr5	140148961	140148971	+	0.000	0.000	Merged-chr5-140149143-22
NR24381--MA0599.1.KLF5	chr15	93443920	93443929	+	0.000	0.000	Merged-chr15-93443797-12
NR35266--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR21186--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR42766--MA0741.1.KLF16	chr3	115897890	115897900	+	0.000	0.000	Merged-chr3-115897908-5
NR70915--MA0039.3.KLF4	chr9	112185874	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR9451--MA1107.1.KLF9	chr11	20035542	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR66205--MA0741.1.KLF16	chr8	95349078	95349088	-	0.000	0.000	Merged-chr8-95348986-27
NR49497--MA0741.1.KLF16	chr5	20083295	20083305	+	0.000	0.000	Merged-chr5-20083207-6
NR45266--MA0741.1.KLF16	chr4	45766160	45766170	-	0.000	0.000	Merged-chr4-45766216-17
NR974--MA0599.1.KLF5	chr1	64088020	64088029	+	0.000	0.000	Merged-chr1-64088195-22
NR20107--MA0599.1.KLF5	chr14	47105053	47105062	-	0.000	0.000	Merged-chr14-47104934-63
NR52239--MA0740.1.KLF14	chr5	115693540	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR33989--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR43627--MA0742.1.Klf12	chr3	138815440	138815454	-	0.000	0.000	Merged-chr3-138815364-14
NR67759--MA0599.1.KLF5	chr9	14548192	14548201	+	0.000	0.000	Merged-chr9-14548192-17
NR3267--MA0599.1.KLF5	chr1	156473590	156473599	+	0.000	0.000	Merged-chr1-156473479-2
NR14739--MA0740.1.KLF14	chr12	81845217	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR54980--MA0741.1.KLF16	chr6	34988510	34988520	-	0.000	0.000	Merged-chr6-34988361-14
NR18042--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR24088--MA0741.1.KLF16	chr15	85042838	85042848	+	0.000	0.000	Merged-chr15-85042702-72
NR51949--MA0039.3.KLF4	chr5	112130131	112130141	+	0.000	0.000	Merged-chr5-112130163-21
NR31272--MA0599.1.KLF5	chr18	35830184	35830193	+	0.000	0.000	Merged-chr18-35830192-19
NR64656--MA0742.1.Klf12	chr8	36249393	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR57947--MA1107.1.KLF9	chr6	134450906	134450918	-	0.000	0.000	Merged-chr6-134450954-21
NR67482--MA0741.1.KLF16	chr8	126539619	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR61842--MA0741.1.KLF16	chr7	102347589	102347599	+	0.000	0.000	Merged-chr7-102347477-20
NR68727--MA1107.1.KLF9	chr9	51162044	51162056	-	0.000	0.000	Merged-chr9-51161990-29
NR31575--MA0039.3.KLF4	chr18	54822922	54822932	+	0.000	0.000	Merged-chr18-54822886-30
NR6186--MA0039.3.KLF4	chr10	61233351	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR60049--MA0741.1.KLF16	chr7	35172282	35172292	+	0.000	0.000	Merged-chr7-35172078-26
NR67776--MA1107.1.KLF9	chr9	15014185	15014197	-	0.000	0.000	Merged-chr9-15014101-6
NR44894--MA0493.1.Klf1	chr4	34551670	34551680	-	0.000	0.000	Merged-chr4-34551500-9
NR14759--MA0742.1.Klf12	chr12	82166460	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR1086--MA0039.3.KLF4	chr1	69683244	69683254	-	0.000	0.000	Merged-chr1-69683222-14
NR68477--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR69061--MA0493.1.Klf1	chr9	61715237	61715247	-	0.000	0.000	Merged-chr9-61715160-12
NR57169--MA0493.1.Klf1	chr6	118593644	118593654	-	0.000	0.000	Merged-chr6-118593680-90
NR54379--MA0599.1.KLF5	chr5	150232888	150232897	+	0.000	0.000	Merged-chr5-150232910-1
NR73126--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR56326--MA0599.1.KLF5	chr6	90629686	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR45367--MA0741.1.KLF16	chr4	47011206	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR22891--MA0493.1.Klf1	chr15	52886979	52886989	+	0.000	0.000	Merged-chr15-52887057-9
NR72502--MA0740.1.KLF14	chrX	134162635	134162648	-	0.000	0.000	Merged-chrX-134162858-35
NR47743--MA0740.1.KLF14	chr4	133095383	133095396	-	0.000	0.000	Merged-chr4-133095471-9
NR27410--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR30675--MA0741.1.KLF16	chr17	88379043	88379053	+	0.000	0.000	Merged-chr17-88379029-1
NR33680--MA0493.1.Klf1	chr19	32523948	32523958	-	0.000	0.000	Merged-chr19-32523975-16
NR39301--MA1107.1.KLF9	chr2	160367185	160367197	-	0.000	0.000	Merged-chr2-160367322-62
NR21116--MA1107.1.KLF9	chr14	76165435	76165447	-	0.000	0.000	Merged-chr14-76165391-21
NR67800--MA0599.1.KLF5	chr9	15533871	15533880	+	0.000	0.000	Merged-chr9-15533893-20
NR24055--MA0742.1.Klf12	chr15	84372960	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR45000--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR61158--MA0599.1.KLF5	chr7	80192615	80192624	-	0.000	0.000	Merged-chr7-80192617-45
NR6402--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR7408--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR1566--MA1107.1.KLF9	chr1	87847399	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR39754--MA0493.1.Klf1	chr2	168741367	168741377	+	0.000	0.000	Merged-chr2-168741453-11
NR27240--MA0599.1.KLF5	chr16	96208437	96208446	-	0.000	0.000	Merged-chr16-96208613-13
NR57532--MA0493.1.Klf1	chr6	125434031	125434041	-	0.000	0.000	Merged-chr6-125433874-28
NR43850--MA0599.1.KLF5	chr3	146045219	146045228	-	0.000	0.000	Merged-chr3-146045142-29
NR61800--MA0741.1.KLF16	chr7	101970558	101970568	+	0.000	0.000	Merged-chr7-101970646-136
NR16979--MA0493.1.Klf1	chr13	52929747	52929757	+	0.000	0.000	Merged-chr13-52929606-61
NR67263--MA0599.1.KLF5	chr8	122769452	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR9740--MA0599.1.KLF5	chr11	32020327	32020336	-	0.000	0.000	Merged-chr11-32020422-50
NR24087--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR39978--MA0493.1.Klf1	chr2	173063390	173063400	+	0.000	0.000	Merged-chr2-173063390-29
NR36198--MA0741.1.KLF16	chr2	52542693	52542703	+	0.000	0.000	Merged-chr2-52542865-9
NR30838--MA0742.1.Klf12	chr18	5819883	5819897	+	0.000	0.000	Merged-chr18-5820020-28
NR46262--MA0741.1.KLF16	chr4	89137609	89137619	+	0.000	0.000	Merged-chr4-89137676-98
NR63207--MA1107.1.KLF9	chr7	132824636	132824648	+	0.000	0.000	Merged-chr7-132824609-20
NR21111--MA0741.1.KLF16	chr14	76165438	76165448	-	0.000	0.000	Merged-chr14-76165391-21
NR41562--MA1107.1.KLF9	chr3	84477657	84477669	+	0.000	0.000	Merged-chr3-84477603-8
NR57979--MA0039.3.KLF4	chr6	134981446	134981456	-	0.000	0.000	Merged-chr6-134981456-22
NR65633--MA1107.1.KLF9	chr8	77383805	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR68004--MA0599.1.KLF5	chr9	22132315	22132324	-	0.000	0.000	Merged-chr9-22132302-2
NR14715--MA0599.1.KLF5	chr12	80885790	80885799	-	0.000	0.000	Merged-chr12-80885869-36
NR3298--MA0039.3.KLF4	chr1	156674356	156674366	+	0.000	0.000	Merged-chr1-156674255-139
NR67486--MA1107.1.KLF9	chr8	126539622	126539634	-	0.000	0.000	Merged-chr8-126539798-23
NR12691--MA0741.1.KLF16	chr11	113206438	113206448	-	0.000	0.000	Merged-chr11-113206318-17
NR42298--MA0039.3.KLF4	chr3	101598153	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR42772--MA0741.1.KLF16	chr3	115897931	115897941	+	0.000	0.000	Merged-chr3-115897908-5
NR72628--MA0599.1.KLF5	chrX	145505243	145505252	-	0.000	0.000	Merged-chrX-145505228-74
NR60040--MA0657.1.KLF13	chr7	35119096	35119113	-	0.000	0.000	Merged-chr7-35119008-87
NR65096--MA1107.1.KLF9	chr8	64788878	64788890	+	0.000	0.000	Merged-chr8-64788923-42
NR2343--MA1107.1.KLF9	chr1	128713043	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR68349--MA0599.1.KLF5	chr9	41160889	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR48760--MA0740.1.KLF14	chr4	149854339	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR36305--MA0741.1.KLF16	chr2	59534542	59534552	+	0.000	0.000	Merged-chr2-59534510-22
NR41231--MA1107.1.KLF9	chr3	65352912	65352924	+	0.000	0.000	Merged-chr3-65352895-35
NR72506--MA1107.1.KLF9	chrX	134162636	134162648	-	0.000	0.000	Merged-chrX-134162858-35
NR5841--MA1107.1.KLF9	chr10	43706323	43706335	-	0.000	0.000	Merged-chr10-43706280-54
NR66809--MA0493.1.Klf1	chr8	115531466	115531476	+	0.000	0.000	Merged-chr8-115531430-21
NR72505--MA0741.1.KLF16	chrX	134162637	134162647	-	0.000	0.000	Merged-chrX-134162858-35
NR42785--MA0741.1.KLF16	chr3	116200270	116200280	+	0.000	0.000	Merged-chr3-116200281-40
NR5281--MA0039.3.KLF4	chr10	14097857	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR27091--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR50929--MA0493.1.Klf1	chr5	74704611	74704621	+	0.000	0.000	Merged-chr5-74704453-70
