#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.1_up.bed
NR66706--MA0599.1.KLF5	chrX	143030585	143030594	+	0.000	0.000	Merged-chrX-143030752-27
NR42621--MA0493.1.Klf1	chr4	88079172	88079182	-	0.000	0.000	Merged-chr4-88079193-33
NR64356--MA0742.1.Klf12	chr9	104002482	104002496	+	0.000	0.000	Merged-chr9-104002686-98
NR64866--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR17686--MA0741.1.KLF16	chr13	108100622	108100632	+	0.000	0.000	Merged-chr13-108100820-31
NR17201--MA0599.1.KLF5	chr13	96465482	96465491	+	0.000	0.000	Merged-chr13-96465577-16
NR62591--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR1696--MA1107.1.KLF9	chr1	119504859	119504871	-	0.000	0.000	Merged-chr1-119504796-62
NR64777--MA0599.1.KLF5	chr9	112186615	112186624	+	0.000	0.000	Merged-chr9-112186441-37
NR53875--MA1107.1.KLF9	chr6	145256892	145256904	+	0.000	0.000	Merged-chr6-145256997-16
NR39516--MA0039.3.KLF4	chr3	104961672	104961682	-	0.000	0.000	Merged-chr3-104961785-36
NR44821--MA0740.1.KLF14	chr4	144901710	144901723	+	0.000	0.000	Merged-chr4-144901724-37
NR59080--MA1107.1.KLF9	chr8	40584799	40584811	+	0.000	0.000	Merged-chr8-40584789-43
NR7736--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR1911--MA1107.1.KLF9	chr1	128713110	128713122	-	0.000	0.000	Merged-chr1-128713010-21
NR4621--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR45065--MA0657.1.KLF13	chr4	148683790	148683807	+	0.000	0.000	Merged-chr4-148683681-71
NR14715--MA0599.1.KLF5	chr12	109438214	109438223	+	0.000	0.000	Merged-chr12-109438029-53
NR59501--MA1107.1.KLF9	chr8	68726069	68726081	+	0.000	0.000	Merged-chr8-68726108-23
NR58878--MA0599.1.KLF5	chr8	27201025	27201034	+	0.000	0.000	Merged-chr8-27201067-26
NR42671--MA0599.1.KLF5	chr4	89350504	89350513	+	0.000	0.000	Merged-chr4-89350457-2
NR30639--MA1107.1.KLF9	chr18	89626889	89626901	+	0.000	0.000	Merged-chr18-89627032-39
NR62705--MA0599.1.KLF5	chr9	53706275	53706284	-	0.000	0.000	Merged-chr9-53706205-55
NR16073--MA0742.1.Klf12	chr13	46779983	46779997	+	0.000	0.000	Merged-chr13-46780080-38
NR51127--MA1107.1.KLF9	chr6	51330454	51330466	+	0.000	0.000	Merged-chr6-51330461-17
NR3343--MA0741.1.KLF16	chr1	172482148	172482158	-	0.000	0.000	Merged-chr1-172481994-61
NR43342--MA0740.1.KLF14	chr4	120287784	120287797	-	0.000	0.000	Merged-chr4-120287807-68
NR36815--MA0741.1.KLF16	chr2	165890682	165890692	+	0.000	0.000	Merged-chr2-165890606-34
NR26598--MA0742.1.Klf12	chr17	29155791	29155805	+	0.000	0.000	Merged-chr17-29155963-15
NR60641--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR47515--MA1107.1.KLF9	chr5	103459367	103459379	+	0.000	0.000	Merged-chr5-103459309-20
NR50265--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR51348--MA0741.1.KLF16	chr6	61271208	61271218	+	0.000	0.000	Merged-chr6-61271177-5
NR58976--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR58681--MA0599.1.KLF5	chr8	19979880	19979889	+	0.000	0.000	Merged-chr8-19979731-1
NR29966--MA0741.1.KLF16	chr18	67255713	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR32565--MA0741.1.KLF16	chr2	6622318	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR17142--MA0741.1.KLF16	chr13	95063705	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR56488--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR16013--MA0599.1.KLF5	chr13	43789138	43789147	-	0.000	0.000	Merged-chr13-43789112-65
NR2180--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR50680--MA0741.1.KLF16	chr6	30617394	30617404	+	0.000	0.000	Merged-chr6-30617295-15
NR63364--MA1107.1.KLF9	chr9	69073444	69073456	-	0.000	0.000	Merged-chr9-69073494-25
NR1900--MA0741.1.KLF16	chr1	128618086	128618096	+	0.000	0.000	Merged-chr1-128617938-22
NR44832--MA0741.1.KLF16	chr4	144996132	144996142	-	0.000	0.000	Merged-chr4-144996009-47
NR32540--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR57363--MA0599.1.KLF5	chr7	123189954	123189963	+	0.000	0.000	Merged-chr7-123189982-13
NR66529--MA0741.1.KLF16	chrX	113298148	113298158	-	0.000	0.000	Merged-chrX-113298172-75
NR339--MA1107.1.KLF9	chr1	36920565	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR59286--MA0039.3.KLF4	chr8	57402496	57402506	-	0.000	0.000	Merged-chr8-57402577-20
NR49929--MA0599.1.KLF5	chr5	144358278	144358287	-	0.000	0.000	Merged-chr5-144358177-56
NR63686--MA0039.3.KLF4	chr9	80313810	80313820	-	0.000	0.000	Merged-chr9-80313733-27
NR22830--MA0599.1.KLF5	chr15	97252758	97252767	+	0.000	0.000	Merged-chr15-97252790-15
NR39133--MA0599.1.KLF5	chr3	96338272	96338281	+	0.000	0.000	Merged-chr3-96338308-3
NR66376--MA0742.1.Klf12	chrX	100777162	100777176	+	0.000	0.000	Merged-chrX-100777014-69
NR4492--MA0740.1.KLF14	chr10	7212241	7212254	-	0.000	0.000	Merged-chr10-7212223-140
NR18600--MA0741.1.KLF16	chr14	27174413	27174423	-	0.000	0.000	Merged-chr14-27174454-2
NR40128--MA1107.1.KLF9	chr3	126660886	126660898	+	0.000	0.000	Merged-chr3-126660767-126
NR24122--MA0742.1.Klf12	chr16	25587922	25587936	-	0.000	0.000	Merged-chr16-25587871-42
NR50297--MA1107.1.KLF9	chr5	149647678	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR20971--MA0039.3.KLF4	chr15	31440121	31440131	+	0.000	0.000	Merged-chr15-31440136-19
NR54956--MA0039.3.KLF4	chr7	28423307	28423317	+	0.000	0.000	Merged-chr7-28423189-12
NR16143--MA0599.1.KLF5	chr13	51598243	51598252	-	0.000	0.000	Merged-chr13-51598262-24
NR18738--MA1107.1.KLF9	chr14	32716938	32716950	+	0.000	0.000	Merged-chr14-32716978-71
NR8264--MA0741.1.KLF16	chr10	128933733	128933743	-	0.000	0.000	Merged-chr10-128933885-33
NR15071--MA0599.1.KLF5	chr12	116077568	116077577	-	0.000	0.000	Merged-chr12-116077743-55
NR66532--MA0599.1.KLF5	chrX	113298192	113298201	-	0.000	0.000	Merged-chrX-113298172-75
NR47236--MA0741.1.KLF16	chr5	92967509	92967519	+	0.000	0.000	Merged-chr5-92967427-8
NR24333--MA0740.1.KLF14	chr16	35984018	35984031	-	0.000	0.000	Merged-chr16-35984000-4
NR52679--MA0493.1.Klf1	chr6	121110180	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR53878--MA0741.1.KLF16	chr6	145284480	145284490	-	0.000	0.000	Merged-chr6-145284477-26
NR55379--MA0039.3.KLF4	chr7	44590777	44590787	+	0.000	0.000	Merged-chr7-44590867-32
NR2903--MA1107.1.KLF9	chr1	162477004	162477016	+	0.000	0.000	Merged-chr1-162477062-12
NR66342--MA0742.1.Klf12	chrX	99042495	99042509	+	0.000	0.000	Merged-chrX-99042663-22
NR31729--MA0039.3.KLF4	chr19	40821550	40821560	+	0.000	0.000	Merged-chr19-40821418-1
NR21605--MA1107.1.KLF9	chr15	73423331	73423343	-	0.000	0.000	Merged-chr15-73423381-101
NR51836--MA0599.1.KLF5	chr6	88724580	88724589	+	0.000	0.000	Merged-chr6-88724613-50
NR57076--MA0741.1.KLF16	chr7	115217063	115217073	-	0.000	0.000	Merged-chr7-115217038-43
NR38280--MA0493.1.Klf1	chr3	52832551	52832561	+	0.000	0.000	Merged-chr3-52832411-30
NR27851--MA0741.1.KLF16	chr17	64628989	64628999	-	0.000	0.000	Merged-chr17-64628994-21
NR64357--MA0599.1.KLF5	chr9	104002483	104002492	+	0.000	0.000	Merged-chr9-104002686-98
NR55192--MA0493.1.Klf1	chr7	34630507	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR10132--MA0741.1.KLF16	chr11	75154327	75154337	+	0.000	0.000	Merged-chr11-75154404-32
NR30634--MA0742.1.Klf12	chr18	89626889	89626903	+	0.000	0.000	Merged-chr18-89627032-39
NR18722--MA0741.1.KLF16	chr14	31934163	31934173	-	0.000	0.000	Merged-chr14-31934172-18
NR13802--MA0742.1.Klf12	chr12	80885786	80885800	-	0.000	0.000	Merged-chr12-80885869-36
NR19130--MA0740.1.KLF14	chr14	54165072	54165085	-	0.000	0.000	Merged-chr14-54165125-24
NR22359--MA0742.1.Klf12	chr15	84663174	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR1907--MA0039.3.KLF4	chr1	128713045	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR42732--MA0740.1.KLF14	chr4	98436892	98436905	-	0.000	0.000	Merged-chr4-98436733-103
NR63684--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR18680--MA1107.1.KLF9	chr14	31398261	31398273	-	0.000	0.000	Merged-chr14-31398460-1
NR1809--MA1107.1.KLF9	chr1	127320105	127320117	-	0.000	0.000	Merged-chr1-127320105-13
NR166--MA0599.1.KLF5	chr1	20912783	20912792	-	0.000	0.000	Merged-chr1-20912686-65
NR44824--MA0741.1.KLF16	chr4	144901711	144901721	+	0.000	0.000	Merged-chr4-144901724-37
NR36231--MA0599.1.KLF5	chr2	153292589	153292598	+	0.000	0.000	Merged-chr2-153292567-49
NR58643--MA0741.1.KLF16	chr8	13974782	13974792	+	0.000	0.000	Merged-chr8-13974729-61
NR11275--MA1107.1.KLF9	chr11	99132671	99132683	-	0.000	0.000	Merged-chr11-99132520-18
NR12272--MA0599.1.KLF5	chr11	116688047	116688056	-	0.000	0.000	Merged-chr11-116688042-60
NR64267--MA0740.1.KLF14	chr9	101251856	101251869	+	0.000	0.000	Merged-chr9-101251656-72
NR30326--MA0039.3.KLF4	chr18	76892434	76892444	-	0.000	0.000	Merged-chr18-76892539-35
NR50442--MA0599.1.KLF5	chr6	6217149	6217158	+	0.000	0.000	Merged-chr6-6217012-81
NR61765--MA0741.1.KLF16	chr9	13565843	13565853	-	0.000	0.000	Merged-chr9-13565719-20
NR30638--MA0741.1.KLF16	chr18	89626890	89626900	+	0.000	0.000	Merged-chr18-89627032-39
NR36682--MA1107.1.KLF9	chr2	163203499	163203511	+	0.000	0.000	Merged-chr2-163203461-118
NR13264--MA0741.1.KLF16	chr12	52383032	52383042	+	0.000	0.000	Merged-chr12-52383146-23
NR44398--MA0039.3.KLF4	chr4	137714170	137714180	-	0.000	0.000	Merged-chr4-137714339-14
NR11450--MA0742.1.Klf12	chr11	102074472	102074486	+	0.000	0.000	Merged-chr11-102074455-23
NR19871--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR62200--MA0599.1.KLF5	chr9	32395066	32395075	-	0.000	0.000	Merged-chr9-32394945-22
NR17326--MA0039.3.KLF4	chr13	99781070	99781080	+	0.000	0.000	Merged-chr13-99781144-21
NR12576--MA0493.1.Klf1	chr11	120581252	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR66522--MA0039.3.KLF4	chrX	113181119	113181129	-	0.000	0.000	Merged-chrX-113181070-1
NR30274--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR52840--MA1107.1.KLF9	chr6	125678723	125678735	-	0.000	0.000	Merged-chr6-125678786-19
NR33731--MA0493.1.Klf1	chr2	46371147	46371157	+	0.000	0.000	Merged-chr2-46371309-56
NR36209--MA0599.1.KLF5	chr2	152904422	152904431	-	0.000	0.000	Merged-chr2-152904288-57
NR24334--MA0657.1.KLF13	chr16	35984015	35984032	-	0.000	0.000	Merged-chr16-35984000-4
NR14722--MA0741.1.KLF16	chr12	109446236	109446246	-	0.000	0.000	Merged-chr12-109446341-43
NR1957--MA1107.1.KLF9	chr1	131006362	131006374	+	0.000	0.000	Merged-chr1-131006286-18
NR57703--MA1107.1.KLF9	chr7	130826935	130826947	+	0.000	0.000	Merged-chr7-130826804-1
NR63388--MA0493.1.Klf1	chr9	69467509	69467519	+	0.000	0.000	Merged-chr9-69467550-22
NR19753--MA0493.1.Klf1	chr14	76177400	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR56507--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR37451--MA0599.1.KLF5	chr2	174556036	174556045	-	0.000	0.000	Merged-chr2-174555978-36
NR55254--MA0742.1.Klf12	chr7	37490864	37490878	+	0.000	0.000	Merged-chr7-37490614-68
NR12280--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR19874--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR13497--MA0740.1.KLF14	chr12	69853616	69853629	+	0.000	0.000	Merged-chr12-69853558-20
NR20602--MA0741.1.KLF16	chr14	123001573	123001583	+	0.000	0.000	Merged-chr14-123001594-21
NR63191--MA0493.1.Klf1	chr9	65003981	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR14662--MA0493.1.Klf1	chr12	108453563	108453573	+	0.000	0.000	Merged-chr12-108453818-55
NR1899--MA0741.1.KLF16	chr1	128618084	128618094	+	0.000	0.000	Merged-chr1-128617938-22
NR8387--MA0742.1.Klf12	chr11	4247199	4247213	-	0.000	0.000	Merged-chr11-4247226-50
NR41263--MA0039.3.KLF4	chr3	154683891	154683901	-	0.000	0.000	Merged-chr3-154683777-15
NR46024--MA0493.1.Klf1	chr5	28269733	28269743	-	0.000	0.000	Merged-chr5-28269924-54
NR50141--MA0741.1.KLF16	chr5	148267067	148267077	-	0.000	0.000	Merged-chr5-148266957-7
NR1612--MA0039.3.KLF4	chr1	106373364	106373374	-	0.000	0.000	Merged-chr1-106373403-9
NR19374--MA0740.1.KLF14	chr14	62878862	62878875	+	0.000	0.000	Merged-chr14-62878901-5
NR45115--MA0740.1.KLF14	chr4	149896410	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR50683--MA1107.1.KLF9	chr6	30617377	30617389	-	0.000	0.000	Merged-chr6-30617295-15
NR25577--MA0599.1.KLF5	chr17	3209727	3209736	+	0.000	0.000	Merged-chr17-3209784-17
NR36503--MA0742.1.Klf12	chr2	158179198	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR9777--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR32542--MA0039.3.KLF4	chr2	5003274	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR63890--MA0599.1.KLF5	chr9	87026077	87026086	+	0.000	0.000	Merged-chr9-87025935-38
NR46056--MA0599.1.KLF5	chr5	30240774	30240783	-	0.000	0.000	Merged-chr5-30240775-35
NR61678--MA1107.1.KLF9	chr8	128552382	128552394	+	0.000	0.000	Merged-chr8-128552310-6
NR21222--MA0599.1.KLF5	chr15	51730330	51730339	-	0.000	0.000	Merged-chr15-51730224-2
NR15305--MA0599.1.KLF5	chr12	119238287	119238296	-	0.000	0.000	Merged-chr12-119238441-107
NR55207--MA0599.1.KLF5	chr7	35176843	35176852	+	0.000	0.000	Merged-chr7-35176982-35
NR20445--MA0493.1.Klf1	chr14	120313644	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR29904--MA1107.1.KLF9	chr18	65819309	65819321	+	0.000	0.000	Merged-chr18-65819211-50
NR45302--MA0599.1.KLF5	chr4	152117721	152117730	-	0.000	0.000	Merged-chr4-152117699-6
NR15784--MA0599.1.KLF5	chr13	34130144	34130153	+	0.000	0.000	Merged-chr13-34130177-64
NR47789--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR13161--MA0599.1.KLF5	chr12	35770599	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR16753--MA0599.1.KLF5	chr13	74260419	74260428	+	0.000	0.000	Merged-chr13-74260220-67
NR43346--MA0742.1.Klf12	chr4	120288020	120288034	+	0.000	0.000	Merged-chr4-120287807-68
NR5360--MA0599.1.KLF5	chr10	60225389	60225398	-	0.000	0.000	Merged-chr10-60225461-7
NR7616--MA0599.1.KLF5	chr10	118787590	118787599	+	0.000	0.000	Merged-chr10-118787587-44
NR50677--MA0741.1.KLF16	chr6	30617391	30617401	+	0.000	0.000	Merged-chr6-30617295-15
NR32539--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR7489--MA0039.3.KLF4	chr10	117651085	117651095	-	0.000	0.000	Merged-chr10-117651194-26
NR3834--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR48360--MA1107.1.KLF9	chr5	118817871	118817883	-	0.000	0.000	Merged-chr5-118817732-16
NR64179--MA0599.1.KLF5	chr9	98616512	98616521	+	0.000	0.000	Merged-chr9-98616546-17
NR53018--MA0493.1.Klf1	chr6	129049281	129049291	-	0.000	0.000	Merged-chr6-129049251-27
NR60993--MA0741.1.KLF16	chr8	119569910	119569920	-	0.000	0.000	Merged-chr8-119570093-35
NR36688--MA0493.1.Klf1	chr2	163603906	163603916	+	0.000	0.000	Merged-chr2-163604093-28
NR27630--MA0039.3.KLF4	chr17	56425191	56425201	-	0.000	0.000	Merged-chr17-56425045-2
NR56554--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR19878--MA0039.3.KLF4	chr14	84443462	84443472	-	0.000	0.000	Merged-chr14-84443299-57
NR58962--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR41743--MA1107.1.KLF9	chr4	35130607	35130619	+	0.000	0.000	Merged-chr4-35130648-17
NR19733--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR66359--MA0599.1.KLF5	chrX	99136010	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR24119--MA0039.3.KLF4	chr16	25485348	25485358	-	0.000	0.000	Merged-chr16-25485313-47
NR8597--MA0039.3.KLF4	chr11	11519457	11519467	+	0.000	0.000	Merged-chr11-11519616-36
NR22731--MA0741.1.KLF16	chr15	94404404	94404414	+	0.000	0.000	Merged-chr15-94404282-43
NR50124--MA1107.1.KLF9	chr5	148266867	148266879	-	0.000	0.000	Merged-chr5-148266957-7
NR62219--MA0599.1.KLF5	chr9	32740970	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR1691--MA0742.1.Klf12	chr1	119504863	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR14727--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR4172--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR8602--MA1107.1.KLF9	chr11	11519489	11519501	+	0.000	0.000	Merged-chr11-11519616-36
NR13044--MA1107.1.KLF9	chr12	30557510	30557522	+	0.000	0.000	Merged-chr12-30557589-12
NR34728--MA0493.1.Klf1	chr2	101817084	101817094	+	0.000	0.000	Merged-chr2-101816960-10
NR66377--MA0599.1.KLF5	chrX	100777163	100777172	+	0.000	0.000	Merged-chrX-100777014-69
NR21142--MA0599.1.KLF5	chr15	38710158	38710167	-	0.000	0.000	Merged-chr15-38710125-56
NR8267--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR27163--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR56105--MA0599.1.KLF5	chr7	79759958	79759967	+	0.000	0.000	Merged-chr7-79759916-34
NR45428--MA0599.1.KLF5	chr4	155050224	155050233	+	0.000	0.000	Merged-chr4-155050218-26
NR3736--MA0599.1.KLF5	chr1	181352593	181352602	-	0.000	0.000	Merged-chr1-181352639-14
NR29964--MA0599.1.KLF5	chr18	67255714	67255723	-	0.000	0.000	Merged-chr18-67255745-40
NR40878--MA0493.1.Klf1	chr3	146063221	146063231	-	0.000	0.000	Merged-chr3-146063322-20
NR59285--MA0599.1.KLF5	chr8	57402507	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR42663--MA0740.1.KLF14	chr4	89169049	89169062	-	0.000	0.000	Merged-chr4-89169046-30
NR1695--MA0741.1.KLF16	chr1	119504866	119504876	-	0.000	0.000	Merged-chr1-119504796-62
NR9143--MA0741.1.KLF16	chr11	49266336	49266346	+	0.000	0.000	Merged-chr11-49266442-28
NR27532--MA0039.3.KLF4	chr17	50525136	50525146	+	0.000	0.000	Merged-chr17-50525188-50
NR8266--MA0039.3.KLF4	chr10	128940594	128940604	-	0.000	0.000	Merged-chr10-128940717-41
NR30633--MA0740.1.KLF14	chr18	89626889	89626902	+	0.000	0.000	Merged-chr18-89627032-39
NR54073--MA0599.1.KLF5	chr7	3292995	3293004	+	0.000	0.000	Merged-chr7-3292987-7
NR32234--MA0039.3.KLF4	chr19	56682122	56682132	+	0.000	0.000	Merged-chr19-56681979-1
NR25039--MA0741.1.KLF16	chr16	89849245	89849255	-	0.000	0.000	Merged-chr16-89849155-62
NR28167--MA0742.1.Klf12	chr17	74865010	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR8844--MA1107.1.KLF9	chr11	26657814	26657826	+	0.000	0.000	Merged-chr11-26657743-22
NR26032--MA0599.1.KLF5	chr17	15831016	15831025	+	0.000	0.000	Merged-chr17-15830979-29
NR4475--MA0742.1.Klf12	chr10	5448584	5448598	-	0.000	0.000	Merged-chr10-5448562-35
NR22358--MA0740.1.KLF14	chr15	84663175	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR66354--MA0740.1.KLF14	chrX	99135988	99136001	+	0.000	0.000	Merged-chrX-99136067-62
NR53178--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR54072--MA0741.1.KLF16	chr7	3292944	3292954	+	0.000	0.000	Merged-chr7-3292987-7
NR56001--MA1107.1.KLF9	chr7	74296314	74296326	+	0.000	0.000	Merged-chr7-74296401-18
NR5815--MA0741.1.KLF16	chr10	76961985	76961995	+	0.000	0.000	Merged-chr10-76962071-59
NR31728--MA0599.1.KLF5	chr19	40821549	40821558	+	0.000	0.000	Merged-chr19-40821418-1
NR22343--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR5813--MA0599.1.KLF5	chr10	76961985	76961994	+	0.000	0.000	Merged-chr10-76962071-59
NR28179--MA0039.3.KLF4	chr17	74869697	74869707	-	0.000	0.000	Merged-chr17-74869887-51
NR50138--MA1107.1.KLF9	chr5	148266895	148266907	-	0.000	0.000	Merged-chr5-148266957-7
NR33921--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR50348--MA0039.3.KLF4	chr5	150595501	150595511	-	0.000	0.000	Merged-chr5-150595349-1
NR46034--MA0741.1.KLF16	chr5	29195949	29195959	-	0.000	0.000	Merged-chr5-29195906-68
NR44625--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR16105--MA0599.1.KLF5	chr13	49251367	49251376	+	0.000	0.000	Merged-chr13-49251247-4
NR1906--MA0599.1.KLF5	chr1	128713044	128713053	+	0.000	0.000	Merged-chr1-128713010-21
NR64783--MA1107.1.KLF9	chr9	112186616	112186628	+	0.000	0.000	Merged-chr9-112186441-37
NR29725--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR14305--MA0741.1.KLF16	chr12	101718629	101718639	+	0.000	0.000	Merged-chr12-101718493-65
NR19367--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR58967--MA0741.1.KLF16	chr8	34398003	34398013	+	0.000	0.000	Merged-chr8-34397971-66
NR5924--MA1107.1.KLF9	chr10	78115182	78115194	-	0.000	0.000	Merged-chr10-78115092-14
NR66964--MA0599.1.KLF5	chrX	166185377	166185386	+	0.000	0.000	Merged-chrX-166185579-37
NR60643--MA1107.1.KLF9	chr8	109957364	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR60989--MA0599.1.KLF5	chr8	119569906	119569915	-	0.000	0.000	Merged-chr8-119570093-35
NR48191--MA1107.1.KLF9	chr5	115711896	115711908	-	0.000	0.000	Merged-chr5-115712054-77
NR32190--MA1107.1.KLF9	chr19	55401898	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR21389--MA0599.1.KLF5	chr15	59805063	59805072	-	0.000	0.000	Merged-chr15-59805045-21
NR32489--MA0742.1.Klf12	chr2	3118328	3118342	-	0.000	0.000	Merged-chr2-3118423-48
NR64781--MA0741.1.KLF16	chr9	112186617	112186627	+	0.000	0.000	Merged-chr9-112186441-37
NR9743--MA0599.1.KLF5	chr11	64116917	64116926	-	0.000	0.000	Merged-chr11-64116814-48
NR14721--MA1107.1.KLF9	chr12	109445243	109445255	+	0.000	0.000	Merged-chr12-109445419-17
NR26601--MA0599.1.KLF5	chr17	29155909	29155918	-	0.000	0.000	Merged-chr17-29155963-15
NR19373--MA0039.3.KLF4	chr14	62878824	62878834	-	0.000	0.000	Merged-chr14-62878901-5
NR49918--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR8760--MA0493.1.Klf1	chr11	22001792	22001802	+	0.000	0.000	Merged-chr11-22001855-28
NR36501--MA0493.1.Klf1	chr2	158160215	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR55253--MA0740.1.KLF14	chr7	37490864	37490877	+	0.000	0.000	Merged-chr7-37490614-68
NR52444--MA0493.1.Klf1	chr6	115134905	115134915	+	0.000	0.000	Merged-chr6-115134991-29
NR17328--MA0741.1.KLF16	chr13	99781081	99781091	-	0.000	0.000	Merged-chr13-99781144-21
NR60322--MA0599.1.KLF5	chr8	93810345	93810354	-	0.000	0.000	Merged-chr8-93810346-59
NR15458--MA0493.1.Klf1	chr13	13582202	13582212	-	0.000	0.000	Merged-chr13-13582107-29
NR26126--MA0493.1.Klf1	chr17	21909749	21909759	+	0.000	0.000	Merged-chr17-21909627-78
NR64869--MA0493.1.Klf1	chr9	114613222	114613232	-	0.000	0.000	Merged-chr9-114613191-38
NR44397--MA0599.1.KLF5	chr4	137714172	137714181	-	0.000	0.000	Merged-chr4-137714339-14
NR42664--MA0657.1.KLF13	chr4	89169046	89169063	-	0.000	0.000	Merged-chr4-89169046-30
