#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed MACS2_DKO_Tfh_peaks.Icos.sig.bed MACS2_DKO_Th1_peaks.Icos.sig.bed MACS2_Naive_peaks.Icos.sig.bed MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed MACS2_WT_Tfh_peaks.Icos.sig.bed MACS2_WT_Th1_peaks.Icos.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed	MACS2_DKO_Tfh_peaks.Icos.sig.bed	MACS2_DKO_Th1_peaks.Icos.sig.bed	MACS2_Naive_peaks.Icos.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed	MACS2_WT_Tfh_peaks.Icos.sig.bed	MACS2_WT_Th1_peaks.Icos.sig.bed
Merged-chr1-60860742-5	chr1	60860650	60860845	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3890			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7957	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5649	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4246	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2972
Merged-chr1-61102671-2	chr1	61102565	61102778	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed	2		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2864		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7979			
Merged-chr1-61068198-5	chr1	61068047	61068373	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2860a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2860b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7976	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5687	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4286	
Merged-chr1-61101934-5	chr1	61101798	61102115	+	0.000000	MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_Naive_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2863		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7978	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5689	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4288	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_3015
Merged-chr1-60889043-3	chr1	60888920	60889163	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3895	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2823					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2976
Merged-chr1-60979484-7	chr1	60979228	60979721	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_DKO_Tfh_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3915	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2839a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_2839b			/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5668	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4265b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2995a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2995b
Merged-chr1-60898771-1	chr1	60898696	60898846	+	0.000000	MACS2_Naive_peaks.Icos.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7959			
Merged-chr1-61055207-1	chr1	61055132	61055282	+	0.000000	MACS2_Naive_peaks.Icos.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7975			
Merged-chr1-60986276-2	chr1	60986153	60986400	+	0.000000	MACS2_Naive_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7970		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4267	
Merged-chr1-60883046-3	chr1	60882897	60883225	+	0.000000	MACS2_Naive_peaks.Icos.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Icos.sig.bed|MACS2_WT_Tfh_peaks.Icos.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_7958	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_5653	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_4249	
Merged-chr1-60960604-1	chr1	60960529	60960679	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3911						
Merged-chr1-60863360-3	chr1	60863279	60863449	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3891						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2973b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2973a
Merged-chr1-60929164-2	chr1	60929037	60929292	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3904						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2984
Merged-chr1-60953203-2	chr1	60953109	60953298	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Icos.sig.bed|MACS2_WT_Th1_peaks.Icos.sig.bed	2	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_3909						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_2988
