#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed MACS2_DKO_Tfh_peaks.Tcf7.sig.bed MACS2_DKO_Th1_peaks.Tcf7.sig.bed MACS2_Naive_peaks.Tcf7.sig.bed MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Tfh_peaks.Tcf7.sig.bed MACS2_WT_Th1_peaks.Tcf7.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	MACS2_DKO_Tfh_peaks.Tcf7.sig.bed	MACS2_DKO_Th1_peaks.Tcf7.sig.bed	MACS2_Naive_peaks.Tcf7.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Tfh_peaks.Tcf7.sig.bed	MACS2_WT_Th1_peaks.Tcf7.sig.bed
Merged-chr11-52299633-1	chr11	52299558	52299708	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61152			
Merged-chr11-52327747-1	chr11	52327672	52327822	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61159			
Merged-chr11-52345318-1	chr11	52345243	52345393	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61165			
Merged-chr11-52352463-1	chr11	52352388	52352538	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	1				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61168			
Merged-chr11-52098796-2	chr11	52098721	52098871	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61126a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61126b			
Merged-chr11-52346321-2	chr11	52346246	52346396	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed	2				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61166a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61166b			
Merged-chr11-52250376-9	chr11	52250238	52250470	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	9				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61135a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61135b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826e,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826f,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43826g	
Merged-chr11-52241161-4	chr11	52241057	52241317	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	4				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61133	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57769	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43824a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43824b	
Merged-chr11-52320664-3	chr11	52320570	52320764	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61157	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57783	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43842	
Merged-chr11-52321766-3	chr11	52321650	52321879	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61158	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57784	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43843	
Merged-chr11-52336103-3	chr11	52335983	52336222	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61161	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57789	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43848	
Merged-chr11-52342471-3	chr11	52342357	52342593	+	0.000000	MACS2_Naive_peaks.Tcf7.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Tcf7.sig.bed|MACS2_WT_Tfh_peaks.Tcf7.sig.bed	3				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_61164	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_57791	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_43850	
Merged-chr11-52074807-1	chr11	52074732	52074882	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49616						
Merged-chr11-52120304-1	chr11	52120229	52120379	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49621						
Merged-chr11-52129249-1	chr11	52129174	52129324	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49623						
Merged-chr11-52281927-1	chr11	52281852	52282002	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49638						
Merged-chr11-52374446-1	chr11	52374371	52374521	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49653						
Merged-chr11-52459025-1	chr11	52458950	52459100	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed	1	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49657						
Merged-chr11-52223017-3	chr11	52222864	52223131	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Tcf7.sig.bed|MACS2_WT_Th1_peaks.Tcf7.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_49630						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41944a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_41944b
