#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR3176--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR1496--MA0511.2.RUNX2	chr11	4339440	4339448	-	0.000	0.000	Merged-chr11-4339426-10
NR10145--MA0002.2.RUNX1	chr8	124085843	124085853	+	0.000	0.000	Merged-chr8-124085760-17
NR906--MA0002.2.RUNX1	chr10	17539348	17539358	+	0.000	0.000	Merged-chr10-17539427-37
NR7089--MA0684.1.RUNX3	chr4	48012476	48012485	-	0.000	0.000	Merged-chr4-48012358-52
NR6391--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR2475--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR9102--MA0684.1.RUNX3	chr7	25636411	25636420	+	0.000	0.000	Merged-chr7-25636533-12
NR8971--MA0002.2.RUNX1	chr6	146200982	146200992	+	0.000	0.000	Merged-chr6-146200905-10
NR5345--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR10462--MA0511.2.RUNX2	chr9	75805158	75805166	+	0.000	0.000	Merged-chr9-75805166-16
NR8500--MA0684.1.RUNX3	chr6	72841926	72841935	+	0.000	0.000	Merged-chr6-72841906-9
NR4787--MA0002.2.RUNX1	chr17	79578856	79578866	+	0.000	0.000	Merged-chr17-79578807-24
NR111--MA0684.1.RUNX3	chr1	52753936	52753945	+	0.000	0.000	Merged-chr1-52754097-20
NR8190--MA0002.2.RUNX1	chr5	139300569	139300579	-	0.000	0.000	Merged-chr5-139300628-14
NR2888--MA0684.1.RUNX3	chr13	73491290	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR7287--MA0002.2.RUNX1	chr4	109252025	109252035	-	0.000	0.000	Merged-chr4-109251883-18
NR9810--MA0002.2.RUNX1	chr8	33448818	33448828	+	0.000	0.000	Merged-chr8-33448893-8
NR8735--MA0511.2.RUNX2	chr6	122837925	122837933	+	0.000	0.000	Merged-chr6-122837963-9
NR2977--MA0002.2.RUNX1	chr13	94153713	94153723	+	0.000	0.000	Merged-chr13-94153821-20
NR4071--MA0511.2.RUNX2	chr16	23197007	23197015	+	0.000	0.000	Merged-chr16-23196963-14
NR10408--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR7034--MA0684.1.RUNX3	chr4	35138189	35138198	+	0.000	0.000	Merged-chr4-35138282-17
NR4100--MA0002.2.RUNX1	chr16	26668076	26668086	+	0.000	0.000	Merged-chr16-26667963-36
NR455--MA0511.2.RUNX2	chr1	138952394	138952402	+	0.000	0.000	Merged-chr1-138952405-35
NR2758--MA0684.1.RUNX3	chr13	38050153	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR6032--MA0002.2.RUNX1	chr2	125015203	125015213	-	0.000	0.000	Merged-chr2-125015027-17
NR4352--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR4831--MA0511.2.RUNX2	chr17	85981978	85981986	+	0.000	0.000	Merged-chr17-85982062-9
NR10454--MA0511.2.RUNX2	chr9	75246459	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR5953--MA0002.2.RUNX1	chr2	107006053	107006063	+	0.000	0.000	Merged-chr2-107005967-12
NR2976--MA0684.1.RUNX3	chr13	94153700	94153709	-	0.000	0.000	Merged-chr13-94153821-20
NR6904--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR8614--MA0684.1.RUNX3	chr6	100581257	100581266	+	0.000	0.000	Merged-chr6-100581320-61
NR9799--MA0511.2.RUNX2	chr8	25149178	25149186	+	0.000	0.000	Merged-chr8-25149287-19
NR10129--MA0002.2.RUNX1	chr8	122527147	122527157	-	0.000	0.000	Merged-chr8-122527026-7
NR4487--MA0002.2.RUNX1	chr17	12351830	12351840	+	0.000	0.000	Merged-chr17-12351777-16
NR1066--MA0511.2.RUNX2	chr10	60290310	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR4714--MA0511.2.RUNX2	chr17	63356437	63356445	+	0.000	0.000	Merged-chr17-63356437-30
NR10258--MA0684.1.RUNX3	chr9	15526043	15526052	-	0.000	0.000	Merged-chr9-15526156-7
NR4073--MA0002.2.RUNX1	chr16	23197007	23197017	-	0.000	0.000	Merged-chr16-23196963-14
NR7973--MA0002.2.RUNX1	chr5	105675577	105675587	+	0.000	0.000	Merged-chr5-105675662-27
NR605--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR2872--MA0511.2.RUNX2	chr13	63808146	63808154	+	0.000	0.000	Merged-chr13-63808172-29
NR5058--MA0511.2.RUNX2	chr18	69547155	69547163	+	0.000	0.000	Merged-chr18-69547283-22
NR4310--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR2697--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR2302--MA0684.1.RUNX3	chr12	79429965	79429974	-	0.000	0.000	Merged-chr12-79430089-33
NR5088--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR4727--MA0511.2.RUNX2	chr17	64827074	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR5640--MA0002.2.RUNX1	chr2	30897112	30897122	-	0.000	0.000	Merged-chr2-30897276-26
NR9093--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR10508--MA0684.1.RUNX3	chr9	80820290	80820299	+	0.000	0.000	Merged-chr9-80820177-30
NR10045--MA0511.2.RUNX2	chr8	111964452	111964460	-	0.000	0.000	Merged-chr8-111964548-16
NR8954--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR6221--MA0002.2.RUNX1	chr2	158154324	158154334	-	0.000	0.000	Merged-chr2-158154460-58
NR8696--MA0684.1.RUNX3	chr6	119408840	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR2308--MA0002.2.RUNX1	chr12	79522556	79522566	+	0.000	0.000	Merged-chr12-79522633-19
NR4716--MA0002.2.RUNX1	chr17	63356437	63356447	-	0.000	0.000	Merged-chr17-63356437-30
NR6062--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR10197--MA0684.1.RUNX3	chr8	128429729	128429738	+	0.000	0.000	Merged-chr8-128429719-10
NR6856--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR958--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR6905--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR4206--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR9499--MA0511.2.RUNX2	chr7	114356569	114356577	-	0.000	0.000	Merged-chr7-114356592-29
NR2211--MA0511.2.RUNX2	chr12	51449506	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR796--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR2887--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR8241--MA0002.2.RUNX1	chr5	144294997	144295007	-	0.000	0.000	Merged-chr5-144295152-24
NR6041--MA0511.2.RUNX2	chr2	127760722	127760730	+	0.000	0.000	Merged-chr2-127760760-14
NR8370--MA0684.1.RUNX3	chr6	33683815	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR4090--MA0511.2.RUNX2	chr16	25248986	25248994	+	0.000	0.000	Merged-chr16-25249109-39
NR252--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR5611--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR8668--MA0002.2.RUNX1	chr6	114644726	114644736	+	0.000	0.000	Merged-chr6-114644613-24
NR2757--MA0002.2.RUNX1	chr13	38050152	38050162	+	0.000	0.000	Merged-chr13-38050052-14
NR10980--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR1361--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR5992--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR659--MA0002.2.RUNX1	chr1	175631929	175631939	-	0.000	0.000	Merged-chr1-175631822-65
NR1122--MA0002.2.RUNX1	chr10	70318881	70318891	+	0.000	0.000	Merged-chr10-70318807-18
NR139--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR4658--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR5098--MA0511.2.RUNX2	chr18	77822831	77822839	+	0.000	0.000	Merged-chr18-77822747-6
NR2389--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR3913--MA0511.2.RUNX2	chr15	92134396	92134404	+	0.000	0.000	Merged-chr15-92134460-52
NR7774--MA0002.2.RUNX1	chr5	63768030	63768040	-	0.000	0.000	Merged-chr5-63767981-25
NR4558--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR10862--MA0684.1.RUNX3	chrX	37141940	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR4091--MA0684.1.RUNX3	chr16	25248986	25248995	+	0.000	0.000	Merged-chr16-25249109-39
NR1702--MA0511.2.RUNX2	chr11	64116047	64116055	+	0.000	0.000	Merged-chr11-64115983-5
NR6035--MA0002.2.RUNX1	chr2	125948404	125948414	-	0.000	0.000	Merged-chr2-125948432-8
NR3230--MA0002.2.RUNX1	chr14	32388531	32388541	+	0.000	0.000	Merged-chr14-32388438-6
NR931--MA0002.2.RUNX1	chr10	21504626	21504636	-	0.000	0.000	Merged-chr10-21504659-28
NR1597--MA0002.2.RUNX1	chr11	43705357	43705367	-	0.000	0.000	Merged-chr11-43705351-17
NR6544--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR5717--MA0002.2.RUNX1	chr2	53102493	53102503	+	0.000	0.000	Merged-chr2-53102302-39
NR9786--MA0002.2.RUNX1	chr8	22544815	22544825	+	0.000	0.000	Merged-chr8-22544867-25
NR2178--MA0002.2.RUNX1	chr12	33235877	33235887	-	0.000	0.000	Merged-chr12-33235849-22
NR910--MA0002.2.RUNX1	chr10	18193251	18193261	-	0.000	0.000	Merged-chr10-18193414-42
NR6222--MA0511.2.RUNX2	chr2	158154379	158154387	-	0.000	0.000	Merged-chr2-158154460-58
NR9500--MA0002.2.RUNX1	chr7	114356567	114356577	+	0.000	0.000	Merged-chr7-114356592-29
NR8425--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR4509--MA0002.2.RUNX1	chr17	18597514	18597524	-	0.000	0.000	Merged-chr17-18597509-40
NR7073--MA0002.2.RUNX1	chr4	43964396	43964406	+	0.000	0.000	Merged-chr4-43964445-9
NR3861--MA0684.1.RUNX3	chr15	82111958	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR3113--MA0002.2.RUNX1	chr13	112458796	112458806	-	0.000	0.000	Merged-chr13-112458738-9
NR7182--MA0002.2.RUNX1	chr4	88300824	88300834	-	0.000	0.000	Merged-chr4-88300823-32
NR2147--MA0511.2.RUNX2	chr12	17726603	17726611	+	0.000	0.000	Merged-chr12-17726607-38
NR1608--MA0002.2.RUNX1	chr11	46229295	46229305	+	0.000	0.000	Merged-chr11-46229299-6
NR7976--MA0002.2.RUNX1	chr5	105675681	105675691	+	0.000	0.000	Merged-chr5-105675662-27
NR8088--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR4999--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR10794--MA0002.2.RUNX1	chr9	120960684	120960694	-	0.000	0.000	Merged-chr9-120960803-26
NR1402--MA0511.2.RUNX2	chr10	119031033	119031041	-	0.000	0.000	Merged-chr10-119031155-35
NR6960--MA0002.2.RUNX1	chr3	157938775	157938785	-	0.000	0.000	Merged-chr3-157938783-43
NR1284--MA0002.2.RUNX1	chr10	95998151	95998161	-	0.000	0.000	Merged-chr10-95998321-17
NR9874--MA0002.2.RUNX1	chr8	64805451	64805461	+	0.000	0.000	Merged-chr8-64805470-51
NR10555--MA0002.2.RUNX1	chr9	90199110	90199120	+	0.000	0.000	Merged-chr9-90199244-4
NR7575--MA0002.2.RUNX1	chr5	10254861	10254871	+	0.000	0.000	Merged-chr5-10254903-14
NR1541--MA0684.1.RUNX3	chr11	19823814	19823823	-	0.000	0.000	Merged-chr11-19823630-23
NR5927--MA0002.2.RUNX1	chr2	101817125	101817135	+	0.000	0.000	Merged-chr2-101816960-10
NR4088--MA0684.1.RUNX3	chr16	24527375	24527384	+	0.000	0.000	Merged-chr16-24527284-22
NR5785--MA0684.1.RUNX3	chr2	70920144	70920153	+	0.000	0.000	Merged-chr2-70920097-22
NR1948--MA0002.2.RUNX1	chr11	104661718	104661728	-	0.000	0.000	Merged-chr11-104661475-50
NR9648--MA0002.2.RUNX1	chr7	135517315	135517325	+	0.000	0.000	Merged-chr7-135517246-31
NR5546--MA0684.1.RUNX3	chr2	9792666	9792675	+	0.000	0.000	Merged-chr2-9792573-15
NR3052--MA0002.2.RUNX1	chr13	102708733	102708743	+	0.000	0.000	Merged-chr13-102708794-10
NR8016--MA0511.2.RUNX2	chr5	110390480	110390488	+	0.000	0.000	Merged-chr5-110390618-8
NR10643--MA0002.2.RUNX1	chr9	105483254	105483264	-	0.000	0.000	Merged-chr9-105483179-11
NR3260--MA0511.2.RUNX2	chr14	47740831	47740839	+	0.000	0.000	Merged-chr14-47740703-52
NR10709--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR5778--MA0002.2.RUNX1	chr2	69415321	69415331	-	0.000	0.000	Merged-chr2-69415236-25
NR10500--MA0002.2.RUNX1	chr9	80318210	80318220	-	0.000	0.000	Merged-chr9-80318250-48
NR1898--MA0511.2.RUNX2	chr11	99136609	99136617	+	0.000	0.000	Merged-chr11-99136684-32
NR5093--MA0002.2.RUNX1	chr18	77072776	77072786	+	0.000	0.000	Merged-chr18-77072792-44
NR9600--MA0684.1.RUNX3	chr7	127922867	127922876	+	0.000	0.000	Merged-chr7-127922827-35
NR3435--MA0511.2.RUNX2	chr14	75769438	75769446	+	0.000	0.000	Merged-chr14-75769501-48
NR9247--MA0002.2.RUNX1	chr7	65373500	65373510	-	0.000	0.000	Merged-chr7-65373607-20
NR1656--MA0002.2.RUNX1	chr11	54627046	54627056	-	0.000	0.000	Merged-chr11-54627034-23
NR9918--MA0684.1.RUNX3	chr8	77292724	77292733	-	0.000	0.000	Merged-chr8-77292720-71
NR7775--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR10861--MA0002.2.RUNX1	chrX	37141939	37141949	+	0.000	0.000	Merged-chrX-37141960-22
NR5952--MA0511.2.RUNX2	chr2	107006055	107006063	-	0.000	0.000	Merged-chr2-107005967-12
NR7410--MA0684.1.RUNX3	chr4	135520640	135520649	+	0.000	0.000	Merged-chr4-135520643-13
NR10721--MA0511.2.RUNX2	chr9	115387674	115387682	-	0.000	0.000	Merged-chr9-115387656-46
NR10146--MA0002.2.RUNX1	chr8	124086495	124086505	-	0.000	0.000	Merged-chr8-124086497-7
NR10460--MA0002.2.RUNX1	chr9	75246527	75246537	-	0.000	0.000	Merged-chr9-75246433-36
NR9355--MA0684.1.RUNX3	chr7	96818602	96818611	+	0.000	0.000	Merged-chr7-96818578-56
NR791--MA0511.2.RUNX2	chr1	191097492	191097500	+	0.000	0.000	Merged-chr1-191097500-32
NR3933--MA0684.1.RUNX3	chr15	94453041	94453050	+	0.000	0.000	Merged-chr15-94453103-20
NR5574--MA0002.2.RUNX1	chr2	17712750	17712760	+	0.000	0.000	Merged-chr2-17712795-10
NR6228--MA0684.1.RUNX3	chr2	158450879	158450888	+	0.000	0.000	Merged-chr2-158450944-19
NR853--MA0684.1.RUNX3	chr10	4357605	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR10409--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR562--MA0002.2.RUNX1	chr1	162126618	162126628	-	0.000	0.000	Merged-chr1-162126640-6
NR691--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR5735--MA0684.1.RUNX3	chr2	59364679	59364688	+	0.000	0.000	Merged-chr2-59364601-33
NR1899--MA0684.1.RUNX3	chr11	99136609	99136618	+	0.000	0.000	Merged-chr11-99136684-32
