#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR2451--MA0684.1.RUNX3	chr12	78356654	78356663	+	0.000	0.000	Merged-chr12-78356695-8
NR2574--MA0002.2.RUNX1	chr12	99874820	99874830	-	0.000	0.000	Merged-chr12-99874750-2
NR3162--MA0684.1.RUNX3	chr13	94144820	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR1482--MA0684.1.RUNX3	chr10	121382803	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR6810--MA0684.1.RUNX3	chr3	37484115	37484124	+	0.000	0.000	Merged-chr3-37484009-38
NR2801--MA0511.2.RUNX2	chr13	5757410	5757418	+	0.000	0.000	Merged-chr13-5757363-53
NR10148--MA0002.2.RUNX1	chr8	10994036	10994046	+	0.000	0.000	Merged-chr8-10993981-20
NR5907--MA0684.1.RUNX3	chr19	58850826	58850835	+	0.000	0.000	Merged-chr19-58850860-26
NR5488--MA0002.2.RUNX1	chr18	75247077	75247087	-	0.000	0.000	Merged-chr18-75247078-14
NR1405--MA0684.1.RUNX3	chr10	112278273	112278282	+	0.000	0.000	Merged-chr10-112278323-19
NR638--MA0002.2.RUNX1	chr1	162126618	162126628	-	0.000	0.000	Merged-chr1-162126640-6
NR4363--MA0002.2.RUNX1	chr16	25587927	25587937	+	0.000	0.000	Merged-chr16-25587871-42
NR8994--MA0684.1.RUNX3	chr6	82956789	82956798	+	0.000	0.000	Merged-chr6-82956843-32
NR1928--MA0684.1.RUNX3	chr11	85384534	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR4763--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR4220--MA0002.2.RUNX1	chr15	102920920	102920930	+	0.000	0.000	Merged-chr15-102920999-3
NR9228--MA0002.2.RUNX1	chr6	128771051	128771061	+	0.000	0.000	Merged-chr6-128771124-9
NR5060--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR876--MA0684.1.RUNX3	chr1	191519947	191519956	-	0.000	0.000	Merged-chr1-191519897-26
NR10309--MA0684.1.RUNX3	chr8	68218506	68218515	-	0.000	0.000	Merged-chr8-68218689-19
NR10908--MA0002.2.RUNX1	chr9	67813735	67813745	-	0.000	0.000	Merged-chr9-67813867-45
NR5106--MA0002.2.RUNX1	chr17	73810289	73810299	+	0.000	0.000	Merged-chr17-73810198-2
NR6261--MA0002.2.RUNX1	chr2	90752617	90752627	+	0.000	0.000	Merged-chr2-90752646-2
NR5358--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR6390--MA0684.1.RUNX3	chr2	125948469	125948478	+	0.000	0.000	Merged-chr2-125948432-8
NR8940--MA0002.2.RUNX1	chr6	67475748	67475758	-	0.000	0.000	Merged-chr6-67475756-29
NR5043--MA0511.2.RUNX2	chr17	56443647	56443655	+	0.000	0.000	Merged-chr17-56443573-18
NR8050--MA0002.2.RUNX1	chr5	8374513	8374523	+	0.000	0.000	Merged-chr5-8374526-17
NR7024--MA0684.1.RUNX3	chr3	105133255	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR5467--MA0002.2.RUNX1	chr18	69209060	69209070	+	0.000	0.000	Merged-chr18-69209051-20
NR223--MA0684.1.RUNX3	chr1	64136472	64136481	-	0.000	0.000	Merged-chr1-64136457-23
NR346--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR8800--MA0511.2.RUNX2	chr6	34364971	34364979	+	0.000	0.000	Merged-chr6-34364838-25
NR19--MA0511.2.RUNX2	chr1	10325539	10325547	+	0.000	0.000	Merged-chr1-10325689-27
NR2791--MA0684.1.RUNX3	chr12	119148036	119148045	+	0.000	0.000	Merged-chr12-119148040-28
NR11391--MA0002.2.RUNX1	chrX	51431510	51431520	+	0.000	0.000	Merged-chrX-51431471-1
NR6753--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR4580--MA0684.1.RUNX3	chr16	77038209	77038218	-	0.000	0.000	Merged-chr16-77038211-5
NR9859--MA0684.1.RUNX3	chr7	110376354	110376363	-	0.000	0.000	Merged-chr7-110376386-11
NR4103--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR8734--MA0684.1.RUNX3	chr6	5997677	5997686	+	0.000	0.000	Merged-chr6-5997718-16
NR293--MA0002.2.RUNX1	chr1	80418894	80418904	+	0.000	0.000	Merged-chr1-80418874-24
NR2281--MA0684.1.RUNX3	chr12	16165140	16165149	+	0.000	0.000	Merged-chr12-16165159-14
NR7765--MA0684.1.RUNX3	chr4	118331934	118331943	-	0.000	0.000	Merged-chr4-118331878-7
NR4626--MA0002.2.RUNX1	chr16	89872228	89872238	-	0.000	0.000	Merged-chr16-89872318-26
NR5214--MA0684.1.RUNX3	chr17	88423503	88423512	-	0.000	0.000	Merged-chr17-88423483-5
NR772--MA0511.2.RUNX2	chr1	180398589	180398597	-	0.000	0.000	Merged-chr1-180398476-24
NR3408--MA0511.2.RUNX2	chr14	36932188	36932196	+	0.000	0.000	Merged-chr14-36932132-23
NR10378--MA0684.1.RUNX3	chr8	82383462	82383471	+	0.000	0.000	Merged-chr8-82383447-3
NR468--MA0002.2.RUNX1	chr1	130838436	130838446	+	0.000	0.000	Merged-chr1-130838519-27
NR3309--MA0002.2.RUNX1	chr13	113693580	113693590	-	0.000	0.000	Merged-chr13-113693609-26
NR1087--MA0002.2.RUNX1	chr10	44341912	44341922	+	0.000	0.000	Merged-chr10-44341926-8
NR8204--MA0002.2.RUNX1	chr5	63943498	63943508	-	0.000	0.000	Merged-chr5-63943362-36
NR1196--MA0002.2.RUNX1	chr10	75839305	75839315	-	0.000	0.000	Merged-chr10-75839326-47
NR10073--MA0684.1.RUNX3	chr7	139911297	139911306	+	0.000	0.000	Merged-chr7-139911302-6
NR10467--MA0002.2.RUNX1	chr8	106292699	106292709	+	0.000	0.000	Merged-chr8-106292794-10
NR6110--MA0002.2.RUNX1	chr2	52952607	52952617	+	0.000	0.000	Merged-chr2-52952534-7
NR1119--MA0002.2.RUNX1	chr10	59392124	59392134	-	0.000	0.000	Merged-chr10-59392092-23
NR6091--MA0002.2.RUNX1	chr2	45139034	45139044	+	0.000	0.000	Merged-chr2-45139148-28
NR6362--MA0002.2.RUNX1	chr2	119676010	119676020	+	0.000	0.000	Merged-chr2-119676039-4
NR4625--MA0684.1.RUNX3	chr16	89817051	89817060	+	0.000	0.000	Merged-chr16-89817047-30
NR4682--MA0002.2.RUNX1	chr16	92821940	92821950	+	0.000	0.000	Merged-chr16-92822005-45
NR4477--MA0002.2.RUNX1	chr16	50298928	50298938	+	0.000	0.000	Merged-chr16-50299012-15
NR9375--MA0511.2.RUNX2	chr6	145284506	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR10248--MA0684.1.RUNX3	chr8	40422522	40422531	-	0.000	0.000	Merged-chr8-40422446-17
NR9276--MA0002.2.RUNX1	chr6	134639356	134639366	-	0.000	0.000	Merged-chr6-134639271-1
NR10976--MA0684.1.RUNX3	chr9	75805158	75805167	+	0.000	0.000	Merged-chr9-75805166-16
NR4463--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR2558--MA0002.2.RUNX1	chr12	98601152	98601162	+	0.000	0.000	Merged-chr12-98601119-23
NR5776--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR10688--MA0511.2.RUNX2	chr9	14200216	14200224	+	0.000	0.000	Merged-chr9-14200294-59
NR10466--MA0684.1.RUNX3	chr8	106292650	106292659	-	0.000	0.000	Merged-chr8-106292794-10
NR9166--MA0684.1.RUNX3	chr6	120956488	120956497	+	0.000	0.000	Merged-chr6-120956639-2
NR3526--MA0684.1.RUNX3	chr14	65330857	65330866	-	0.000	0.000	Merged-chr14-65330788-23
NR7294--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR764--MA0511.2.RUNX2	chr1	179493151	179493159	+	0.000	0.000	Merged-chr1-179493163-27
NR7151--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR2633--MA0002.2.RUNX1	chr12	107051466	107051476	-	0.000	0.000	Merged-chr12-107051429-24
NR8481--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR10492--MA0511.2.RUNX2	chr8	111785409	111785417	+	0.000	0.000	Merged-chr8-111785274-13
NR8782--MA0684.1.RUNX3	chr6	30592266	30592275	-	0.000	0.000	Merged-chr6-30592201-27
NR678--MA0002.2.RUNX1	chr1	165985849	165985859	-	0.000	0.000	Merged-chr1-165985990-54
NR3204--MA0511.2.RUNX2	chr13	99503596	99503604	-	0.000	0.000	Merged-chr13-99503494-98
NR7021--MA0511.2.RUNX2	chr3	105133256	105133264	-	0.000	0.000	Merged-chr3-105133189-20
NR6211--MA0002.2.RUNX1	chr2	76567405	76567415	-	0.000	0.000	Merged-chr2-76567320-34
NR2917--MA0002.2.RUNX1	chr13	31504512	31504522	+	0.000	0.000	Merged-chr13-31504522-16
NR2980--MA0684.1.RUNX3	chr13	46780002	46780011	-	0.000	0.000	Merged-chr13-46780080-38
NR644--MA0002.2.RUNX1	chr1	163374768	163374778	+	0.000	0.000	Merged-chr1-163374764-34
NR1729--MA0684.1.RUNX3	chr11	54105211	54105220	-	0.000	0.000	Merged-chr11-54105258-8
NR9777--MA0684.1.RUNX3	chr7	99003412	99003421	+	0.000	0.000	Merged-chr7-99003498-20
NR7064--MA0684.1.RUNX3	chr3	109444248	109444257	-	0.000	0.000	Merged-chr3-109444108-35
NR2450--MA0002.2.RUNX1	chr12	78356654	78356664	-	0.000	0.000	Merged-chr12-78356695-8
NR4801--MA0684.1.RUNX3	chr17	12513611	12513620	-	0.000	0.000	Merged-chr17-12513699-7
NR6604--MA0002.2.RUNX1	chr2	163431133	163431143	-	0.000	0.000	Merged-chr2-163431267-6
NR2102--MA0002.2.RUNX1	chr11	107668371	107668381	+	0.000	0.000	Merged-chr11-107668374-46
NR10424--MA0684.1.RUNX3	chr8	94240484	94240493	+	0.000	0.000	Merged-chr8-94240399-13
NR6462--MA0684.1.RUNX3	chr2	135737686	135737695	-	0.000	0.000	Merged-chr2-135737673-31
NR2453--MA0511.2.RUNX2	chr12	79558912	79558920	-	0.000	0.000	Merged-chr12-79559049-5
NR9376--MA0684.1.RUNX3	chr6	145284505	145284514	-	0.000	0.000	Merged-chr6-145284477-26
NR2611--MA0684.1.RUNX3	chr12	104235932	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR2529--MA0002.2.RUNX1	chr12	90810730	90810740	+	0.000	0.000	Merged-chr12-90810823-15
NR6075--MA0002.2.RUNX1	chr2	34969673	34969683	-	0.000	0.000	Merged-chr2-34969662-3
NR10308--MA0002.2.RUNX1	chr8	68218505	68218515	+	0.000	0.000	Merged-chr8-68218689-19
NR11192--MA0002.2.RUNX1	chr9	113924517	113924527	-	0.000	0.000	Merged-chr9-113924509-5
NR4937--MA0002.2.RUNX1	chr17	34296107	34296117	+	0.000	0.000	Merged-chr17-34296219-24
NR8340--MA0002.2.RUNX1	chr5	99499892	99499902	+	0.000	0.000	Merged-chr5-99499835-48
NR4718--MA0684.1.RUNX3	chr16	95263159	95263168	+	0.000	0.000	Merged-chr16-95263048-64
NR10768--MA0511.2.RUNX2	chr9	42158806	42158814	+	0.000	0.000	Merged-chr9-42158908-46
NR6584--MA0684.1.RUNX3	chr2	158323022	158323031	-	0.000	0.000	Merged-chr2-158323146-37
NR3650--MA0002.2.RUNX1	chr14	78474145	78474155	-	0.000	0.000	Merged-chr14-78474159-29
NR6041--MA0002.2.RUNX1	chr2	30063984	30063994	+	0.000	0.000	Merged-chr2-30064013-1
NR494--MA0684.1.RUNX3	chr1	135019166	135019175	+	0.000	0.000	Merged-chr1-135019182-17
NR10970--MA0002.2.RUNX1	chr9	75547007	75547017	-	0.000	0.000	Merged-chr9-75547182-41
NR4556--MA0684.1.RUNX3	chr16	70365448	70365457	+	0.000	0.000	Merged-chr16-70365429-20
NR6835--MA0002.2.RUNX1	chr3	52567723	52567733	+	0.000	0.000	Merged-chr3-52567771-7
NR4013--MA0002.2.RUNX1	chr15	73318741	73318751	-	0.000	0.000	Merged-chr15-73318798-19
NR8373--MA0684.1.RUNX3	chr5	105313659	105313668	+	0.000	0.000	Merged-chr5-105313637-29
NR8101--MA0002.2.RUNX1	chr5	22740148	22740158	-	0.000	0.000	Merged-chr5-22740212-9
NR8181--MA0511.2.RUNX2	chr5	52126097	52126105	+	0.000	0.000	Merged-chr5-52126006-25
NR1460--MA0002.2.RUNX1	chr10	119382418	119382428	+	0.000	0.000	Merged-chr10-119382475-33
NR1731--MA0002.2.RUNX1	chr11	54188039	54188049	+	0.000	0.000	Merged-chr11-54188081-11
NR7406--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR1983--MA0002.2.RUNX1	chr11	96925060	96925070	-	0.000	0.000	Merged-chr11-96925082-7
NR7579--MA0684.1.RUNX3	chr4	63018394	63018403	-	0.000	0.000	Merged-chr4-63018226-1,Merged-chr4-63018456-1
NR2908--MA0684.1.RUNX3	chr13	30682002	30682011	-	0.000	0.000	Merged-chr13-30682181-38
NR9338--MA0511.2.RUNX2	chr6	142950589	142950597	-	0.000	0.000	Merged-chr6-142950474-44
NR8462--MA0002.2.RUNX1	chr5	114461337	114461347	-	0.000	0.000	Merged-chr5-114461497-19
NR8733--MA0002.2.RUNX1	chr6	5997677	5997687	-	0.000	0.000	Merged-chr6-5997718-16
NR2445--MA0511.2.RUNX2	chr12	77788442	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR857--MA0511.2.RUNX2	chr1	191119059	191119067	-	0.000	0.000	Merged-chr1-191119060-9
NR2280--MA0002.2.RUNX1	chr12	16165140	16165150	-	0.000	0.000	Merged-chr12-16165159-14
NR5008--MA0002.2.RUNX1	chr17	48419792	48419802	+	0.000	0.000	Merged-chr17-48419677-1
NR9811--MA0002.2.RUNX1	chr7	104400860	104400870	-	0.000	0.000	Merged-chr7-104400949-29
NR10476--MA0511.2.RUNX2	chr8	110079765	110079773	-	0.000	0.000	Merged-chr8-110079856-46
NR5137--MA0684.1.RUNX3	chr17	79817129	79817138	+	0.000	0.000	Merged-chr17-79817109-13
NR6686--MA0002.2.RUNX1	chr2	174555970	174555980	-	0.000	0.000	Merged-chr2-174555978-36
NR6023--MA0511.2.RUNX2	chr2	26753520	26753528	+	0.000	0.000	Merged-chr2-26753671-30
NR1853--MA0002.2.RUNX1	chr11	75878726	75878736	-	0.000	0.000	Merged-chr11-75878686-10
NR7178--MA0684.1.RUNX3	chr3	133079931	133079940	+	0.000	0.000	Merged-chr3-133079778-18
NR8954--MA0511.2.RUNX2	chr6	71595949	71595957	+	0.000	0.000	Merged-chr6-71596014-5
NR4767--MA0002.2.RUNX1	chr17	6154600	6154610	+	0.000	0.000	Merged-chr17-6154576-19
NR2150--MA0002.2.RUNX1	chr11	111056292	111056302	-	0.000	0.000	Merged-chr11-111056370-11
NR7873--MA0002.2.RUNX1	chr4	135290421	135290431	-	0.000	0.000	Merged-chr4-135290466-2
NR6781--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR4353--MA0002.2.RUNX1	chr16	24826554	24826564	-	0.000	0.000	Merged-chr16-24826564-20
NR4624--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR10124--MA0684.1.RUNX3	chr8	3205372	3205381	-	0.000	0.000	Merged-chr8-3205181-19
NR4462--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR2454--MA0684.1.RUNX3	chr12	79558911	79558920	-	0.000	0.000	Merged-chr12-79559049-5
NR8282--MA0511.2.RUNX2	chr5	88499874	88499882	+	0.000	0.000	Merged-chr5-88499946-26
NR4322--MA0511.2.RUNX2	chr16	22526578	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR783--MA0511.2.RUNX2	chr1	181148636	181148644	+	0.000	0.000	Merged-chr1-181148659-6
NR4352--MA0684.1.RUNX3	chr16	24527375	24527384	+	0.000	0.000	Merged-chr16-24527284-22
NR213--MA0684.1.RUNX3	chr1	61402510	61402519	+	0.000	0.000	Merged-chr1-61402618-25
NR336--MA0002.2.RUNX1	chr1	87637245	87637255	+	0.000	0.000	Merged-chr1-87637275-111
NR4332--MA0002.2.RUNX1	chr16	23272333	23272343	+	0.000	0.000	Merged-chr16-23272438-10
NR9912--MA0002.2.RUNX1	chr7	117559220	117559230	+	0.000	0.000	Merged-chr7-117559166-31
NR8738--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR7613--MA0002.2.RUNX1	chr4	83342765	83342775	-	0.000	0.000	Merged-chr4-83342727-10
NR4587--MA0511.2.RUNX2	chr16	78573107	78573115	+	0.000	0.000	Merged-chr16-78573118-8
NR3982--MA0002.2.RUNX1	chr15	66755412	66755422	-	0.000	0.000	Merged-chr15-66755443-30
NR8675--MA0511.2.RUNX2	chr5	148267020	148267028	-	0.000	0.000	Merged-chr5-148266957-7
NR10259--MA0684.1.RUNX3	chr8	41334318	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR6568--MA0684.1.RUNX3	chr2	157117137	157117146	-	0.000	0.000	Merged-chr2-157117239-5
NR10702--MA0002.2.RUNX1	chr9	15064334	15064344	-	0.000	0.000	Merged-chr9-15064298-12
NR2542--MA0684.1.RUNX3	chr12	98212468	98212477	-	0.000	0.000	Merged-chr12-98212636-31
NR11350--MA0511.2.RUNX2	chrX	12045323	12045331	+	0.000	0.000	Merged-chrX-12045282-1
NR8685--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR5059--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR11317--MA0002.2.RUNX1	chr9	122213075	122213085	-	0.000	0.000	Merged-chr9-122213151-2
NR10792--MA0002.2.RUNX1	chr9	46230102	46230112	+	0.000	0.000	Merged-chr9-46230106-4
NR1920--MA0002.2.RUNX1	chr11	83828988	83828998	-	0.000	0.000	Merged-chr11-83828814-21
NR3951--MA0511.2.RUNX2	chr15	61651351	61651359	-	0.000	0.000	Merged-chr15-61651331-17
NR8671--MA0684.1.RUNX3	chr5	147366586	147366595	+	0.000	0.000	Merged-chr5-147366476-45
NR11092--MA0511.2.RUNX2	chr9	95154238	95154246	-	0.000	0.000	Merged-chr9-95154225-2
NR6024--MA0684.1.RUNX3	chr2	26753520	26753529	+	0.000	0.000	Merged-chr2-26753671-30
NR7573--MA0002.2.RUNX1	chr4	59895267	59895277	+	0.000	0.000	Merged-chr4-59895245-17
NR6752--MA0684.1.RUNX3	chr3	9968791	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR6004--MA0002.2.RUNX1	chr2	21222924	21222934	-	0.000	0.000	Merged-chr2-21222970-39
NR7973--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR11121--MA0002.2.RUNX1	chr9	98616575	98616585	+	0.000	0.000	Merged-chr9-98616546-17
NR2439--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR7953--MA0002.2.RUNX1	chr4	148102320	148102330	+	0.000	0.000	Merged-chr4-148102321-24
NR8188--MA0002.2.RUNX1	chr5	53605657	53605667	-	0.000	0.000	Merged-chr5-53605625-25
NR9885--MA0002.2.RUNX1	chr7	115501798	115501808	+	0.000	0.000	Merged-chr7-115501823-28
NR4784--MA0511.2.RUNX2	chr17	8225309	8225317	-	0.000	0.000	Merged-chr17-8225447-9
NR6242--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR6094--MA0002.2.RUNX1	chr2	45197066	45197076	-	0.000	0.000	Merged-chr2-45197380-25
NR1152--MA0002.2.RUNX1	chr10	67194209	67194219	+	0.000	0.000	Merged-chr10-67194243-31
NR9742--MA0002.2.RUNX1	chr7	88459937	88459947	+	0.000	0.000	Merged-chr7-88459917-15
NR5511--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR8253--MA0511.2.RUNX2	chr5	72941144	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR2386--MA0002.2.RUNX1	chr12	55367005	55367015	-	0.000	0.000	Merged-chr12-55366796-37
NR6417--MA0684.1.RUNX3	chr2	128544656	128544665	+	0.000	0.000	Merged-chr2-128544786-45
NR3119--MA0511.2.RUNX2	chr13	89540475	89540483	-	0.000	0.000	Merged-chr13-89540544-3
NR8677--MA0002.2.RUNX1	chr5	148267026	148267036	+	0.000	0.000	Merged-chr5-148266957-7
NR3321--MA0002.2.RUNX1	chr13	117390203	117390213	+	0.000	0.000	Merged-chr13-117390259-3
NR2024--MA0684.1.RUNX3	chr11	101199655	101199664	+	0.000	0.000	Merged-chr11-101199720-6
NR11438--MA0684.1.RUNX3	chrX	93617323	93617332	+	0.000	0.000	Merged-chrX-93617420-5
NR6334--MA0511.2.RUNX2	chr2	114873176	114873184	+	0.000	0.000	Merged-chr2-114873203-5
NR3844--MA0002.2.RUNX1	chr15	31440250	31440260	+	0.000	0.000	Merged-chr15-31440136-19
NR9169--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR8808--MA0511.2.RUNX2	chr6	38581836	38581844	-	0.000	0.000	Merged-chr6-38581914-20
NR10770--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR860--MA0002.2.RUNX1	chr1	191152558	191152568	+	0.000	0.000	Merged-chr1-191152485-1
NR2355--MA0511.2.RUNX2	chr12	40008397	40008405	-	0.000	0.000	Merged-chr12-40008525-27
NR3701--MA0002.2.RUNX1	chr14	103532689	103532699	-	0.000	0.000	Merged-chr14-103532610-9
NR767--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR11004--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR3682--MA0002.2.RUNX1	chr14	101480705	101480715	-	0.000	0.000	Merged-chr14-101480860-35
NR1945--MA0684.1.RUNX3	chr11	87679058	87679067	-	0.000	0.000	Merged-chr11-87679109-12
NR10750--MA0002.2.RUNX1	chr9	41004623	41004633	+	0.000	0.000	Merged-chr9-41004686-23
NR9721--MA0002.2.RUNX1	chr7	84141544	84141554	-	0.000	0.000	Merged-chr7-84141440-16
NR7770--MA0002.2.RUNX1	chr4	119809360	119809370	-	0.000	0.000	Merged-chr4-119809399-19
NR10402--MA0002.2.RUNX1	chr8	88175470	88175480	-	0.000	0.000	Merged-chr8-88175492-13
NR6552--MA0511.2.RUNX2	chr2	155403016	155403024	-	0.000	0.000	Merged-chr2-155402993-3
NR20--MA0002.2.RUNX1	chr1	10325539	10325549	-	0.000	0.000	Merged-chr1-10325689-27
NR4253--MA0511.2.RUNX2	chr16	10852376	10852384	+	0.000	0.000	Merged-chr16-10852353-5
NR8612--MA0511.2.RUNX2	chr5	139368218	139368226	+	0.000	0.000	Merged-chr5-139368071-16
NR6185--MA0511.2.RUNX2	chr2	72183929	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR8037--MA0002.2.RUNX1	chr5	3887153	3887163	-	0.000	0.000	Merged-chr5-3887091-30
NR1620--MA0002.2.RUNX1	chr11	23565998	23566008	+	0.000	0.000	Merged-chr11-23565952-16
NR4362--MA0511.2.RUNX2	chr16	25587929	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR3823--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR2526--MA0684.1.RUNX3	chr12	89479239	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR9671--MA0511.2.RUNX2	chr7	74599963	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR7706--MA0002.2.RUNX1	chr4	103174377	103174387	-	0.000	0.000	Merged-chr4-103174438-7
NR7914--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR1461--MA0511.2.RUNX2	chr10	119382451	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR4123--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR1091--MA0002.2.RUNX1	chr10	44679955	44679965	+	0.000	0.000	Merged-chr10-44679817-10
NR6260--MA0511.2.RUNX2	chr2	90752619	90752627	-	0.000	0.000	Merged-chr2-90752646-2
NR1762--MA0684.1.RUNX3	chr11	58290444	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR3565--MA0002.2.RUNX1	chr14	68951943	68951953	-	0.000	0.000	Merged-chr14-68951908-4
NR4153--MA0684.1.RUNX3	chr15	95838564	95838573	-	0.000	0.000	Merged-chr15-95838556-4
NR10904--MA0002.2.RUNX1	chr9	66492528	66492538	+	0.000	0.000	Merged-chr9-66492510-30
NR11016--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR9604--MA0002.2.RUNX1	chr7	58319564	58319574	-	0.000	0.000	Merged-chr7-58319604-3
NR3422--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR6008--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR345--MA0511.2.RUNX2	chr1	89090406	89090414	+	0.000	0.000	Merged-chr1-89090487-27
NR8416--MA0684.1.RUNX3	chr5	110390480	110390489	+	0.000	0.000	Merged-chr5-110390618-8
NR6736--MA0684.1.RUNX3	chr3	8718394	8718403	+	0.000	0.000	Merged-chr3-8718167-60
NR5192--MA0002.2.RUNX1	chr17	86184913	86184923	+	0.000	0.000	Merged-chr17-86185009-23
NR11390--MA0511.2.RUNX2	chrX	51431512	51431520	-	0.000	0.000	Merged-chrX-51431471-1
NR5734--MA0002.2.RUNX1	chr19	29185719	29185729	+	0.000	0.000	Merged-chr19-29185697-46
NR8125--MA0002.2.RUNX1	chr5	31831715	31831725	-	0.000	0.000	Merged-chr5-31831785-25
NR3849--MA0002.2.RUNX1	chr15	31649845	31649855	+	0.000	0.000	Merged-chr15-31649789-27
NR11505--MA0684.1.RUNX3	chrX	160496720	160496729	+	0.000	0.000	Merged-chrX-160496581-5
NR5986--MA0002.2.RUNX1	chr2	17597762	17597772	+	0.000	0.000	Merged-chr2-17597899-18
NR10898--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR1341--MA0002.2.RUNX1	chr10	95998151	95998161	-	0.000	0.000	Merged-chr10-95998321-17
NR11217--MA0511.2.RUNX2	chr9	115391026	115391034	+	0.000	0.000	Merged-chr9-115391205-18
NR3401--MA0002.2.RUNX1	chr14	32716930	32716940	-	0.000	0.000	Merged-chr14-32716978-71
