#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR3635--MA1421.1.TCF7L1	chr16	84995568	84995579	+	0.000	0.000	Merged-chr16-84995665-26
NR2629--MA0769.1.Tcf7	chr14	15272608	15272619	+	0.000	0.000	Merged-chr14-15272424-5
NR2432--MA1421.1.TCF7L1	chr13	91564865	91564876	-	0.000	0.000	Merged-chr13-91564824-14
NR6616--MA1421.1.TCF7L1	chr5	38632724	38632735	-	0.000	0.000	Merged-chr5-38632599-22
NR5765--MA1421.1.TCF7L1	chr3	115933847	115933858	-	0.000	0.000	Merged-chr3-115933714-29
NR7408--MA0523.1.TCF7L2	chr6	103565084	103565097	+	0.000	0.000	Merged-chr6-103565102-16
NR4958--MA1421.1.TCF7L1	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR1309--MA0523.1.TCF7L2	chr11	4642388	4642401	-	0.000	0.000	Merged-chr11-4642323-2
NR967--MA0523.1.TCF7L2	chr10	67697939	67697952	+	0.000	0.000	Merged-chr10-67697981-39
NR1105--MA1421.1.TCF7L1	chr10	95942225	95942236	+	0.000	0.000	Merged-chr10-95942106-29
NR7322--MA0769.1.Tcf7	chr6	89288317	89288328	-	0.000	0.000	Merged-chr6-89288372-31
NR4284--MA0523.1.TCF7L2	chr18	80661138	80661151	+	0.000	0.000	Merged-chr18-80661262-3
NR558--MA0769.1.Tcf7	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR4027--MA0523.1.TCF7L2	chr18	10154685	10154698	+	0.000	0.000	Merged-chr18-10154788-16
NR4075--MA0769.1.Tcf7	chr18	33060123	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR8417--MA0523.1.TCF7L2	chr8	111582536	111582549	-	0.000	0.000	Merged-chr8-111582684-27
NR6157--MA0523.1.TCF7L2	chr4	54855960	54855973	+	0.000	0.000	Merged-chr4-54855897-1
NR3550--MA0523.1.TCF7L2	chr16	50839894	50839907	+	0.000	0.000	Merged-chr16-50839866-11
NR5967--MA1421.1.TCF7L1	chr3	148493442	148493453	-	0.000	0.000	Merged-chr3-148493527-10
NR5474--MA0523.1.TCF7L2	chr3	52397970	52397983	+	0.000	0.000	Merged-chr3-52398143-17
NR3984--MA0523.1.TCF7L2	chr17	86034451	86034464	+	0.000	0.000	Merged-chr17-86034509-12
NR2240--MA0769.1.Tcf7	chr13	41447156	41447167	-	0.000	0.000	Merged-chr13-41447189-7
NR8623--MA0523.1.TCF7L2	chr9	42463999	42464012	+	0.000	0.000	Merged-chr9-42464013-7
NR7816--MA0523.1.TCF7L2	chr7	79190893	79190906	+	0.000	0.000	Merged-chr7-79190820-25
NR6106--MA0523.1.TCF7L2	chr4	34429185	34429198	+	0.000	0.000	Merged-chr4-34429163-2
NR8661--MA0523.1.TCF7L2	chr9	51185627	51185640	+	0.000	0.000	Merged-chr9-51185836-35
NR8493--MA0523.1.TCF7L2	chr8	126864514	126864527	+	0.000	0.000	Merged-chr8-126864545-1
NR8560--MA0769.1.Tcf7	chr9	25549250	25549261	-	0.000	0.000	Merged-chr9-25549394-11
NR613--MA1421.1.TCF7L1	chr1	176994951	176994962	-	0.000	0.000	Merged-chr1-176995011-9
NR5689--MA0523.1.TCF7L2	chr3	101066269	101066282	+	0.000	0.000	Merged-chr3-101066330-34
NR7019--MA1421.1.TCF7L1	chr5	149459345	149459356	+	0.000	0.000	Merged-chr5-149459249-24
NR3971--MA0523.1.TCF7L2	chr17	84636036	84636049	-	0.000	0.000	Merged-chr17-84636147-9
NR8610--MA0523.1.TCF7L2	chr9	40759635	40759648	+	0.000	0.000	Merged-chr9-40759529-7
NR6350--MA0523.1.TCF7L2	chr4	109854808	109854821	-	0.000	0.000	Merged-chr4-109854829-14
NR6182--MA0523.1.TCF7L2	chr4	57834166	57834179	+	0.000	0.000	Merged-chr4-57834236-9
NR2996--MA0523.1.TCF7L2	chr14	121354191	121354204	+	0.000	0.000	Merged-chr14-121354142-24
NR3150--MA0523.1.TCF7L2	chr15	55327405	55327418	-	0.000	0.000	Merged-chr15-55327422-12
NR760--MA0523.1.TCF7L2	chr10	13467072	13467085	+	0.000	0.000	Merged-chr10-13467057-15
NR3572--MA0769.1.Tcf7	chr16	57177489	57177500	+	0.000	0.000	Merged-chr16-57177558-14
NR7841--MA0523.1.TCF7L2	chr7	84417810	84417823	-	0.000	0.000	Merged-chr7-84417695-8
NR3584--MA0523.1.TCF7L2	chr16	58553481	58553494	-	0.000	0.000	Merged-chr16-58553585-23
NR4662--MA0769.1.Tcf7	chr2	35445582	35445593	+	0.000	0.000	Merged-chr2-35445506-29
NR4107--MA1421.1.TCF7L1	chr18	39326043	39326054	+	0.000	0.000	Merged-chr18-39326096-6
NR7014--MA0769.1.Tcf7	chr5	149203177	149203188	-	0.000	0.000	Merged-chr5-149203183-18
NR990--MA1421.1.TCF7L1	chr10	74952959	74952970	+	0.000	0.000	Merged-chr10-74953108-5
NR4473--MA0523.1.TCF7L2	chr19	47915525	47915538	+	0.000	0.000	Merged-chr19-47915460-18
NR8825--MA0523.1.TCF7L2	chr9	88332673	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR5348--MA1421.1.TCF7L1	chr2	173444591	173444602	+	0.000	0.000	Merged-chr2-173444560-32
NR3088--MA1421.1.TCF7L1	chr15	35465169	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR3630--MA1421.1.TCF7L1	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR8695--MA0523.1.TCF7L2	chr9	61745155	61745168	-	0.000	0.000	Merged-chr9-61745239-9
NR1016--MA0523.1.TCF7L2	chr10	78594767	78594780	+	0.000	0.000	Merged-chr10-78594668-32
NR3615--MA0523.1.TCF7L2	chr16	78247903	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR2026--MA0769.1.Tcf7	chr12	105538381	105538392	+	0.000	0.000	Merged-chr12-105538395-6
NR389--MA0769.1.Tcf7	chr1	133571485	133571496	+	0.000	0.000	Merged-chr1-133571423-3
NR9026--MA0523.1.TCF7L2	chr9	123376968	123376981	-	0.000	0.000	Merged-chr9-123377036-7
NR6576--MA1421.1.TCF7L1	chr5	23610872	23610883	+	0.000	0.000	Merged-chr5-23610857-14
NR5769--MA1421.1.TCF7L1	chr3	116386819	116386830	+	0.000	0.000	Merged-chr3-116386953-10
NR7536--MA0523.1.TCF7L2	chr6	134184019	134184032	+	0.000	0.000	Merged-chr6-134184108-53
NR5276--MA0523.1.TCF7L2	chr2	160383110	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR4059--MA1421.1.TCF7L1	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR3237--MA0769.1.Tcf7	chr15	81131233	81131244	-	0.000	0.000	Merged-chr15-81131354-10
NR5482--MA0523.1.TCF7L2	chr3	54400015	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR3134--MA0769.1.Tcf7	chr15	50694323	50694334	+	0.000	0.000	Merged-chr15-50694314-20
NR7574--MA0523.1.TCF7L2	chr6	142567724	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR3133--MA0523.1.TCF7L2	chr15	50694323	50694336	+	0.000	0.000	Merged-chr15-50694314-20
NR1729--MA0769.1.Tcf7	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR1475--MA0523.1.TCF7L2	chr11	75319049	75319062	+	0.000	0.000	Merged-chr11-75318979-50
NR6744--MA0769.1.Tcf7	chr5	89900166	89900177	-	0.000	0.000	Merged-chr5-89900078-10
NR5588--MA1421.1.TCF7L1	chr3	81489543	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR5263--MA0523.1.TCF7L2	chr2	158673176	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR2295--MA0769.1.Tcf7	chr13	52617347	52617358	+	0.000	0.000	Merged-chr13-52617361-10
NR2962--MA0769.1.Tcf7	chr14	115015359	115015370	+	0.000	0.000	Merged-chr14-115015527-11
NR6716--MA0523.1.TCF7L2	chr5	74471131	74471144	-	0.000	0.000	Merged-chr5-74471085-11
NR3773--MA0523.1.TCF7L2	chr17	21661789	21661802	-	0.000	0.000	Merged-chr17-21661730-8
NR3817--MA0523.1.TCF7L2	chr17	33456822	33456835	+	0.000	0.000	Merged-chr17-33456861-18
NR6176--MA1421.1.TCF7L1	chr4	57681664	57681675	-	0.000	0.000	Merged-chr4-57681748-10
NR6754--MA0523.1.TCF7L2	chr5	91960143	91960156	-	0.000	0.000	Merged-chr5-91960197-8
NR5690--MA0769.1.Tcf7	chr3	101066269	101066280	+	0.000	0.000	Merged-chr3-101066330-34
NR8248--MA0769.1.Tcf7	chr8	56398906	56398917	+	0.000	0.000	Merged-chr8-56398896-15
NR4193--MA0523.1.TCF7L2	chr18	64931388	64931401	+	0.000	0.000	Merged-chr18-64931407-12
NR9011--MA0769.1.Tcf7	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR5659--MA0769.1.Tcf7	chr3	98031083	98031094	-	0.000	0.000	Merged-chr3-98031258-17
NR7738--MA0523.1.TCF7L2	chr7	58691973	58691986	+	0.000	0.000	Merged-chr7-58692005-1
NR8025--MA0523.1.TCF7L2	chr7	127898877	127898890	+	0.000	0.000	Merged-chr7-127898776-6
NR761--MA0769.1.Tcf7	chr10	13467072	13467083	+	0.000	0.000	Merged-chr10-13467057-15
NR3036--MA0769.1.Tcf7	chr15	9436046	9436057	+	0.000	0.000	Merged-chr15-9435954-24
NR6628--MA0769.1.Tcf7	chr5	44180972	44180983	-	0.000	0.000	Merged-chr5-44180865-15
NR3226--MA1421.1.TCF7L1	chr15	78683698	78683709	-	0.000	0.000	Merged-chr15-78683730-20
NR5350--MA0769.1.Tcf7	chr2	173444591	173444602	+	0.000	0.000	Merged-chr2-173444560-32
NR7944--MA0523.1.TCF7L2	chr7	115218910	115218923	+	0.000	0.000	Merged-chr7-115218920-27
NR7194--MA0769.1.Tcf7	chr6	55256723	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR1904--MA1421.1.TCF7L1	chr12	77070157	77070168	-	0.000	0.000	Merged-chr12-77070291-10
NR4126--MA0769.1.Tcf7	chr18	46381242	46381253	-	0.000	0.000	Merged-chr18-46381195-31
NR1340--MA1421.1.TCF7L1	chr11	20035502	20035513	+	0.000	0.000	Merged-chr11-20035595-25
NR1680--MA0769.1.Tcf7	chr12	3990030	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR4576--MA0523.1.TCF7L2	chr2	13080602	13080615	-	0.000	0.000	Merged-chr2-13080560-18
NR46--MA0769.1.Tcf7	chr1	30839814	30839825	+	0.000	0.000	Merged-chr1-30839662-25
NR741--MA1421.1.TCF7L1	chr10	7819774	7819785	-	0.000	0.000	Merged-chr10-7819674-9
NR8689--MA1421.1.TCF7L1	chr9	61069843	61069854	-	0.000	0.000	Merged-chr9-61069791-4
NR3769--MA0523.1.TCF7L2	chr17	21438158	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR8461--MA1421.1.TCF7L1	chr8	123404748	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR7389--MA0523.1.TCF7L2	chr6	100255577	100255590	+	0.000	0.000	Merged-chr6-100255672-12
NR5489--MA1421.1.TCF7L1	chr3	55660081	55660092	+	0.000	0.000	Merged-chr3-55660012-44
NR1024--MA0523.1.TCF7L2	chr10	81249642	81249655	-	0.000	0.000	Merged-chr10-81249714-12
NR5899--MA0523.1.TCF7L2	chr3	138842536	138842549	+	0.000	0.000	Merged-chr3-138842482-12
NR8711--MA1421.1.TCF7L1	chr9	66899731	66899742	-	0.000	0.000	Merged-chr9-66899689-35
NR2309--MA0523.1.TCF7L2	chr13	55255253	55255266	-	0.000	0.000	Merged-chr13-55255412-37
NR8826--MA0769.1.Tcf7	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR8611--MA0769.1.Tcf7	chr9	40759635	40759646	+	0.000	0.000	Merged-chr9-40759529-7
NR3090--MA0769.1.Tcf7	chr15	35465169	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR7110--MA0523.1.TCF7L2	chr6	34902136	34902149	+	0.000	0.000	Merged-chr6-34902272-26
NR4028--MA0769.1.Tcf7	chr18	10154685	10154696	+	0.000	0.000	Merged-chr18-10154788-16
NR1011--MA0523.1.TCF7L2	chr10	77677794	77677807	-	0.000	0.000	Merged-chr10-77677865-23
NR6790--MA1421.1.TCF7L1	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR3632--MA0769.1.Tcf7	chr16	84982746	84982757	-	0.000	0.000	Merged-chr16-84982791-18
NR6548--MA0769.1.Tcf7	chr5	16947643	16947654	-	0.000	0.000	Merged-chr5-16947688-4
NR60--MA0523.1.TCF7L2	chr1	36646630	36646643	+	0.000	0.000	Merged-chr1-36646512-17
NR5490--MA0523.1.TCF7L2	chr3	55660069	55660082	+	0.000	0.000	Merged-chr3-55660012-44
NR7582--MA0523.1.TCF7L2	chr6	142909558	142909571	+	0.000	0.000	Merged-chr6-142909361-51
NR6197--MA1421.1.TCF7L1	chr4	59167647	59167658	+	0.000	0.000	Merged-chr4-59167570-29
NR1710--MA1421.1.TCF7L1	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR6669--MA0769.1.Tcf7	chr5	64029907	64029918	+	0.000	0.000	Merged-chr5-64029830-27
NR1336--MA0769.1.Tcf7	chr11	16858780	16858791	+	0.000	0.000	Merged-chr11-16858803-1
NR4426--MA0523.1.TCF7L2	chr19	34510905	34510918	+	0.000	0.000	Merged-chr19-34511025-19
NR3575--MA0523.1.TCF7L2	chr16	57319958	57319971	+	0.000	0.000	Merged-chr16-57319907-20
NR6122--MA0523.1.TCF7L2	chr4	41295754	41295767	+	0.000	0.000	Merged-chr4-41295781-15
NR3095--MA0769.1.Tcf7	chr15	35917965	35917976	+	0.000	0.000	Merged-chr15-35918069-6
NR7195--MA0523.1.TCF7L2	chr6	57449456	57449469	-	0.000	0.000	Merged-chr6-57449516-18
NR4800--MA0523.1.TCF7L2	chr2	65214400	65214413	+	0.000	0.000	Merged-chr2-65214427-21
NR1058--MA0523.1.TCF7L2	chr10	85050896	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR4946--MA0769.1.Tcf7	chr2	102040250	102040261	-	0.000	0.000	Merged-chr2-102040255-6
NR2299--MA0523.1.TCF7L2	chr13	52702317	52702330	-	0.000	0.000	Merged-chr13-52702318-14
NR7035--MA1421.1.TCF7L1	chr5	151417186	151417197	+	0.000	0.000	Merged-chr5-151417137-15
NR2115--MA0523.1.TCF7L2	chr12	117679064	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR1264--MA0523.1.TCF7L2	chr10	121300836	121300849	-	0.000	0.000	Merged-chr10-121300859-24
NR96--MA0769.1.Tcf7	chr1	43475216	43475227	-	0.000	0.000	Merged-chr1-43475284-1
NR5942--MA0769.1.Tcf7	chr3	144232070	144232081	-	0.000	0.000	Merged-chr3-144232172-58
NR1699--MA0769.1.Tcf7	chr12	15940839	15940850	+	0.000	0.000	Merged-chr12-15940918-8
NR3586--MA1421.1.TCF7L1	chr16	58553514	58553525	+	0.000	0.000	Merged-chr16-58553585-23
NR4503--MA0769.1.Tcf7	chr19	57088821	57088832	-	0.000	0.000	Merged-chr19-57088913-21
NR346--MA0769.1.Tcf7	chr1	119795337	119795348	-	0.000	0.000	Merged-chr1-119795246-28
NR131--MA0769.1.Tcf7	chr1	60883022	60883033	-	0.000	0.000	Merged-chr1-60883000-15
NR5499--MA0769.1.Tcf7	chr3	58658551	58658562	-	0.000	0.000	Merged-chr3-58658570-11
NR5435--MA0523.1.TCF7L2	chr3	28318053	28318066	-	0.000	0.000	Merged-chr3-28318064-9
NR2492--MA0523.1.TCF7L2	chr13	103357025	103357038	-	0.000	0.000	Merged-chr13-103356902-29
NR4681--MA1421.1.TCF7L1	chr2	43992734	43992745	-	0.000	0.000	Merged-chr2-43992698-17
NR5705--MA0769.1.Tcf7	chr3	103640397	103640408	-	0.000	0.000	Merged-chr3-103640406-6
NR7343--MA0769.1.Tcf7	chr6	94637386	94637397	+	0.000	0.000	Merged-chr6-94637218-13
NR3776--MA0769.1.Tcf7	chr17	21661845	21661856	+	0.000	0.000	Merged-chr17-21661730-8
NR3573--MA1421.1.TCF7L1	chr16	57318254	57318265	-	0.000	0.000	Merged-chr16-57318126-31
NR6120--MA1421.1.TCF7L1	chr4	40285655	40285666	+	0.000	0.000	Merged-chr4-40285687-24
NR5497--MA1421.1.TCF7L1	chr3	58658551	58658562	-	0.000	0.000	Merged-chr3-58658570-11
NR5216--MA0523.1.TCF7L2	chr2	150130342	150130355	+	0.000	0.000	Merged-chr2-150130462-1
NR4660--MA0769.1.Tcf7	chr2	35445515	35445526	-	0.000	0.000	Merged-chr2-35445506-29
NR3726--MA0523.1.TCF7L2	chr17	3246828	3246841	+	0.000	0.000	Merged-chr17-3246798-10
NR5818--MA0523.1.TCF7L2	chr3	126825154	126825167	-	0.000	0.000	Merged-chr3-126825034-19
NR1180--MA0769.1.Tcf7	chr10	111223391	111223402	-	0.000	0.000	Merged-chr10-111223319-26
NR7611--MA1421.1.TCF7L1	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR3089--MA0523.1.TCF7L2	chr15	35465167	35465180	-	0.000	0.000	Merged-chr15-35465086-12
NR8191--MA0523.1.TCF7L2	chr8	33508804	33508817	+	0.000	0.000	Merged-chr8-33508683-13
NR1292--MA0769.1.Tcf7	chr10	128043801	128043812	+	0.000	0.000	Merged-chr10-128043792-2
NR3548--MA0769.1.Tcf7	chr16	50555183	50555194	-	0.000	0.000	Merged-chr16-50555141-20
NR1599--MA0523.1.TCF7L2	chr11	108901318	108901331	-	0.000	0.000	Merged-chr11-108901238-21
NR7018--MA1421.1.TCF7L1	chr5	149427542	149427553	+	0.000	0.000	Merged-chr5-149427432-30
NR7021--MA0769.1.Tcf7	chr5	149459345	149459356	+	0.000	0.000	Merged-chr5-149459249-24
NR3392--MA1421.1.TCF7L1	chr16	15910370	15910381	+	0.000	0.000	Merged-chr16-15910429-9
NR3454--MA0769.1.Tcf7	chr16	32229274	32229285	+	0.000	0.000	Merged-chr16-32229198-4
NR6164--MA0769.1.Tcf7	chr4	55755860	55755871	-	0.000	0.000	Merged-chr4-55755950-2
NR933--MA0769.1.Tcf7	chr10	60000165	60000176	-	0.000	0.000	Merged-chr10-60000232-10
NR4602--MA0523.1.TCF7L2	chr2	19316120	19316133	-	0.000	0.000	Merged-chr2-19316159-10
NR6057--MA0523.1.TCF7L2	chr4	11610155	11610168	+	0.000	0.000	Merged-chr4-11610147-18
NR1727--MA1421.1.TCF7L1	chr12	25601141	25601152	-	0.000	0.000	Merged-chr12-25601123-16
NR3282--MA0523.1.TCF7L2	chr15	91619664	91619677	-	0.000	0.000	Merged-chr15-91619613-11
NR396--MA0769.1.Tcf7	chr1	135807886	135807897	-	0.000	0.000	Merged-chr1-135807785-37
NR1426--MA1421.1.TCF7L1	chr11	61142375	61142386	-	0.000	0.000	Merged-chr11-61142505-33
NR4664--MA1421.1.TCF7L1	chr2	38068469	38068480	+	0.000	0.000	Merged-chr2-38068550-14
NR4889--MA0769.1.Tcf7	chr2	84016489	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR900--MA1421.1.TCF7L1	chr10	54255357	54255368	+	0.000	0.000	Merged-chr10-54255218-57
NR2218--MA0523.1.TCF7L2	chr13	31107794	31107807	-	0.000	0.000	Merged-chr13-31107608-9
NR3364--MA0523.1.TCF7L2	chr16	7419922	7419935	-	0.000	0.000	Merged-chr16-7419949-42
NR4195--MA1421.1.TCF7L1	chr18	65016107	65016118	-	0.000	0.000	Merged-chr18-65016159-16
NR2147--MA1421.1.TCF7L1	chr13	5769669	5769680	+	0.000	0.000	Merged-chr13-5769839-23
NR3911--MA0769.1.Tcf7	chr17	65740462	65740473	-	0.000	0.000	Merged-chr17-65740416-17
NR4773--MA0523.1.TCF7L2	chr2	59332460	59332473	-	0.000	0.000	Merged-chr2-59332590-12
NR998--MA1421.1.TCF7L1	chr10	75417807	75417818	+	0.000	0.000	Merged-chr10-75417748-37
NR5764--MA0769.1.Tcf7	chr3	115897972	115897983	-	0.000	0.000	Merged-chr3-115897908-5
NR64--MA0523.1.TCF7L2	chr1	36910447	36910460	+	0.000	0.000	Merged-chr1-36910479-15
NR5589--MA0523.1.TCF7L2	chr3	81489541	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR3262--MA0769.1.Tcf7	chr15	85792256	85792267	-	0.000	0.000	Merged-chr15-85792290-2
NR8995--MA0523.1.TCF7L2	chr9	118890388	118890401	-	0.000	0.000	Merged-chr9-118890241-21
NR620--MA0769.1.Tcf7	chr1	179025496	179025507	-	0.000	0.000	Merged-chr1-179025362-29
NR2630--MA0523.1.TCF7L2	chr14	15273331	15273344	-	0.000	0.000	Merged-chr14-15273135-43
NR2294--MA0523.1.TCF7L2	chr13	52617347	52617360	+	0.000	0.000	Merged-chr13-52617361-10
NR6743--MA1421.1.TCF7L1	chr5	89900166	89900177	-	0.000	0.000	Merged-chr5-89900078-10
NR6575--MA1421.1.TCF7L1	chr5	23610829	23610840	+	0.000	0.000	Merged-chr5-23610857-14
NR1920--MA1421.1.TCF7L1	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR3351--MA0523.1.TCF7L2	chr16	4913139	4913152	-	0.000	0.000	Merged-chr16-4913166-6
NR4804--MA0523.1.TCF7L2	chr2	65421992	65422005	+	0.000	0.000	Merged-chr2-65422005-11
NR1002--MA0523.1.TCF7L2	chr10	75417902	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR51--MA0523.1.TCF7L2	chr1	35580595	35580608	-	0.000	0.000	Merged-chr1-35580626-34
NR8220--MA1421.1.TCF7L1	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR3132--MA0523.1.TCF7L2	chr15	50694282	50694295	-	0.000	0.000	Merged-chr15-50694314-20
NR766--MA1421.1.TCF7L1	chr10	16742193	16742204	+	0.000	0.000	Merged-chr10-16742341-18
NR2956--MA0769.1.Tcf7	chr14	108374020	108374031	+	0.000	0.000	Merged-chr14-108373968-8
NR5826--MA0523.1.TCF7L2	chr3	127868602	127868615	+	0.000	0.000	Merged-chr3-127868548-8
NR2024--MA0523.1.TCF7L2	chr12	105538381	105538394	+	0.000	0.000	Merged-chr12-105538395-6
NR6899--MA0523.1.TCF7L2	chr5	117924807	117924820	+	0.000	0.000	Merged-chr5-117924808-8
NR3265--MA0523.1.TCF7L2	chr15	86064959	86064972	-	0.000	0.000	Merged-chr15-86064998-16
NR7613--MA0769.1.Tcf7	chr6	145469522	145469533	+	0.000	0.000	Merged-chr6-145469437-17
NR8595--MA0523.1.TCF7L2	chr9	36905421	36905434	-	0.000	0.000	Merged-chr9-36905642-9
NR3940--MA0523.1.TCF7L2	chr17	78304332	78304345	-	0.000	0.000	Merged-chr17-78304287-20
NR3964--MA1421.1.TCF7L1	chr17	84239782	84239793	+	0.000	0.000	Merged-chr17-84239923-12
NR3061--MA0769.1.Tcf7	chr15	25828686	25828697	-	0.000	0.000	Merged-chr15-25828667-44
NR8027--MA0769.1.Tcf7	chr7	127922800	127922811	-	0.000	0.000	Merged-chr7-127922827-35
NR3311--MA1421.1.TCF7L1	chr15	97842349	97842360	-	0.000	0.000	Merged-chr15-97842393-22
NR8712--MA0523.1.TCF7L2	chr9	66899729	66899742	-	0.000	0.000	Merged-chr9-66899689-35
NR3143--MA1421.1.TCF7L1	chr15	52887039	52887050	-	0.000	0.000	Merged-chr15-52887057-9
NR8376--MA0523.1.TCF7L2	chr8	95679302	95679315	-	0.000	0.000	Merged-chr8-95679341-1
NR2239--MA0523.1.TCF7L2	chr13	41447154	41447167	-	0.000	0.000	Merged-chr13-41447189-7
NR3818--MA0769.1.Tcf7	chr17	33456822	33456833	+	0.000	0.000	Merged-chr17-33456861-18
NR5241--MA0769.1.Tcf7	chr2	153003057	153003068	+	0.000	0.000	Merged-chr2-153002914-29
NR6792--MA0769.1.Tcf7	chr5	97090319	97090330	+	0.000	0.000	Merged-chr5-97090318-20
NR269--MA0523.1.TCF7L2	chr1	94025609	94025622	+	0.000	0.000	Merged-chr1-94025615-17
NR7799--MA1421.1.TCF7L1	chr7	75397536	75397547	+	0.000	0.000	Merged-chr7-75397713-20
NR5568--MA0769.1.Tcf7	chr3	79129256	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR109--MA1421.1.TCF7L1	chr1	54179463	54179474	+	0.000	0.000	Merged-chr1-54179404-9
NR4805--MA0769.1.Tcf7	chr2	65421992	65422003	+	0.000	0.000	Merged-chr2-65422005-11
NR3066--MA0769.1.Tcf7	chr15	25910531	25910542	+	0.000	0.000	Merged-chr15-25910388-17
NR9010--MA1421.1.TCF7L1	chr9	120692066	120692077	-	0.000	0.000	Merged-chr9-120691973-52
NR4781--MA0523.1.TCF7L2	chr2	60717566	60717579	-	0.000	0.000	Merged-chr2-60717548-24
NR7627--MA0769.1.Tcf7	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR5488--MA1421.1.TCF7L1	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR3854--MA0769.1.Tcf7	chr17	45342331	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR5492--MA0769.1.Tcf7	chr3	55660069	55660080	+	0.000	0.000	Merged-chr3-55660012-44
NR917--MA1421.1.TCF7L1	chr10	59435691	59435702	-	0.000	0.000	Merged-chr10-59435699-1
NR3513--MA1421.1.TCF7L1	chr16	45361322	45361333	-	0.000	0.000	Merged-chr16-45361455-26
NR4562--MA0523.1.TCF7L2	chr2	9770951	9770964	+	0.000	0.000	Merged-chr2-9770898-17
NR8578--MA0523.1.TCF7L2	chr9	32677752	32677765	-	0.000	0.000	Merged-chr9-32677802-10
NR7036--MA0523.1.TCF7L2	chr5	151417186	151417199	+	0.000	0.000	Merged-chr5-151417137-15
NR2648--MA0769.1.Tcf7	chr14	21078625	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR2433--MA0769.1.Tcf7	chr13	91564911	91564922	+	0.000	0.000	Merged-chr13-91564824-14
NR205--MA0523.1.TCF7L2	chr1	84318772	84318785	+	0.000	0.000	Merged-chr1-84318831-8
NR1291--MA1421.1.TCF7L1	chr10	128043801	128043812	+	0.000	0.000	Merged-chr10-128043792-2
NR7878--MA0769.1.Tcf7	chr7	99448819	99448830	+	0.000	0.000	Merged-chr7-99448704-1
NR1003--MA0769.1.Tcf7	chr10	75417904	75417915	-	0.000	0.000	Merged-chr10-75417748-37
NR2647--MA0523.1.TCF7L2	chr14	21078623	21078636	-	0.000	0.000	Merged-chr14-21078723-20
NR7074--MA0523.1.TCF7L2	chr6	15783259	15783272	+	0.000	0.000	Merged-chr6-15783250-24
NR6928--MA1421.1.TCF7L1	chr5	124907041	124907052	-	0.000	0.000	Merged-chr5-124907107-45
NR6900--MA0769.1.Tcf7	chr5	117924807	117924818	+	0.000	0.000	Merged-chr5-117924808-8
NR120--MA0769.1.Tcf7	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
