#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR3927--MA0766.1.GATA5	chr19	16418579	16418586	-	0.000	0.000	Merged-chr19-16418552-32
NR5834--MA1104.1.GATA6	chr5	36140702	36140714	-	0.000	0.000	Merged-chr5-36140594-4,Merged-chr5-36140888-1
NR5382--MA0036.3.GATA2	chr4	58236136	58236146	-	0.000	0.000	Merged-chr4-58236026-17
NR2880--MA0037.3.GATA3	chr15	91616651	91616658	+	0.000	0.000	Merged-chr15-91616695-12
NR5034--MA0036.3.GATA2	chr3	115704681	115704691	-	0.000	0.000	Merged-chr3-115704719-34
NR5305--MA0036.3.GATA2	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR7933--MA0482.1.Gata4	chrX	17590884	17590894	+	0.000	0.000	Merged-chrX-17590800-11
NR1479--MA0766.1.GATA5	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR3702--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR577--MA1104.1.GATA6	chr1	184016502	184016514	-	0.000	0.000	Merged-chr1-184016575-13
NR580--MA0035.3.Gata1	chr1	184016503	184016513	+	0.000	0.000	Merged-chr1-184016575-13
NR6064--MA0035.3.Gata1	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR159--MA0482.1.Gata4	chr1	84817774	84817784	-	0.000	0.000	Merged-chr1-84817778-11
NR7465--MA0766.1.GATA5	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR3697--MA0140.2.GATA1::TAL1	chr18	46013357	46013374	-	0.000	0.000	Merged-chr18-46013388-48
NR630--MA0766.1.GATA5	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR3609--MA0035.3.Gata1	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR4076--MA1104.1.GATA6	chr2	18403844	18403856	-	0.000	0.000	Merged-chr2-18403900-7
NR7155--MA0035.3.Gata1	chr8	18768220	18768230	+	0.000	0.000	Merged-chr8-18768213-14
NR6232--MA0037.3.GATA3	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR7291--MA1104.1.GATA6	chr8	81695135	81695147	-	0.000	0.000	Merged-chr8-81695130-10
NR5167--MA0037.3.GATA3	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR7728--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR1366--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR4004--MA0482.1.Gata4	chr19	57477221	57477231	+	0.000	0.000	Merged-chr19-57477375-13
NR7981--MA0482.1.Gata4	chrX	135962555	135962565	-	0.000	0.000	Merged-chrX-135962489-11
NR5701--MA0482.1.Gata4	chr4	148638463	148638473	-	0.000	0.000	Merged-chr4-148638535-16
NR5886--MA0766.1.GATA5	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR3099--MA0140.2.GATA1::TAL1	chr16	48745689	48745706	+	0.000	0.000	Merged-chr16-48745701-29
NR4849--MA0037.3.GATA3	chr3	52298748	52298755	-	0.000	0.000	Merged-chr3-52298855-38
NR7100--MA0035.3.Gata1	chr7	142967347	142967357	-	0.000	0.000	Merged-chr7-142967366-1
NR7123--MA0482.1.Gata4	chr8	8685730	8685740	-	0.000	0.000	Merged-chr8-8685770-4
NR5908--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR6224--MA0037.3.GATA3	chr6	37455686	37455693	-	0.000	0.000	Merged-chr6-37455816-24
NR5823--MA0482.1.Gata4	chr5	32950842	32950852	+	0.000	0.000	Merged-chr5-32950856-18
NR1244--MA0036.3.GATA2	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR5704--MA0035.3.Gata1	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR1321--MA0482.1.Gata4	chr11	96993116	96993126	+	0.000	0.000	Merged-chr11-96993116-10
NR5998--MA0036.3.GATA2	chr5	97400176	97400186	+	0.000	0.000	Merged-chr5-97400055-3
NR6999--MA0140.2.GATA1::TAL1	chr7	113242009	113242026	+	0.000	0.000	Merged-chr7-113241990-10
NR3703--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR1363--MA0766.1.GATA5	chr11	106438888	106438895	-	0.000	0.000	Merged-chr11-106438995-31
NR3928--MA0035.3.Gata1	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR5170--MA0036.3.GATA2	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR2959--MA0140.2.GATA1::TAL1	chr16	7419927	7419944	+	0.000	0.000	Merged-chr16-7419949-42
NR7253--MA0766.1.GATA5	chr8	64935135	64935142	-	0.000	0.000	Merged-chr8-64935114-22
NR1347--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR5225--MA0766.1.GATA5	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR549--MA0140.2.GATA1::TAL1	chr1	177676552	177676569	-	0.000	0.000	Merged-chr1-177676690-44
NR5477--MA0766.1.GATA5	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR4875--MA0766.1.GATA5	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR2598--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR7466--MA0035.3.Gata1	chr9	5311521	5311531	+	0.000	0.000	Merged-chr9-5311572-34
NR1326--MA0482.1.Gata4	chr11	98660771	98660781	-	0.000	0.000	Merged-chr11-98660794-12
NR2813--MA0766.1.GATA5	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR631--MA0035.3.Gata1	chr10	4079704	4079714	-	0.000	0.000	Merged-chr10-4079812-35
NR7982--MA1104.1.GATA6	chrX	135962555	135962567	+	0.000	0.000	Merged-chrX-135962489-11
NR5284--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR5242--MA0035.3.Gata1	chr3	149474490	149474500	-	0.000	0.000	Merged-chr3-149474598-6
NR7758--MA0036.3.GATA2	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR575--MA0037.3.GATA3	chr1	184016504	184016511	-	0.000	0.000	Merged-chr1-184016575-13
NR7852--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR7258--MA0766.1.GATA5	chr8	69168494	69168501	+	0.000	0.000	Merged-chr8-69168549-18
NR1608--MA0036.3.GATA2	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR3575--MA0035.3.Gata1	chr17	80419075	80419085	+	0.000	0.000	Merged-chr17-80418993-27
NR2763--MA0036.3.GATA2	chr15	41429627	41429637	-	0.000	0.000	Merged-chr15-41429607-8
NR3280--MA0482.1.Gata4	chr16	92307631	92307641	-	0.000	0.000	Merged-chr16-92307633-7
NR2721--MA0035.3.Gata1	chr15	25673748	25673758	+	0.000	0.000	Merged-chr15-25673661-24
NR7729--MA0035.3.Gata1	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR6264--MA0037.3.GATA3	chr6	55511846	55511853	-	0.000	0.000	Merged-chr6-55511868-6
NR2473--MA0140.2.GATA1::TAL1	chr14	61758887	61758904	-	0.000	0.000	Merged-chr14-61758817-7
NR5887--MA0035.3.Gata1	chr5	63768123	63768133	+	0.000	0.000	Merged-chr5-63767981-25
NR1361--MA0482.1.Gata4	chr11	106438888	106438898	+	0.000	0.000	Merged-chr11-106438995-31
NR3216--MA0482.1.Gata4	chr16	66086702	66086712	+	0.000	0.000	Merged-chr16-66086640-17
NR3283--MA0035.3.Gata1	chr16	92307632	92307642	-	0.000	0.000	Merged-chr16-92307633-7
NR6660--MA0035.3.Gata1	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR7437--MA0035.3.Gata1	chr8	124658088	124658098	+	0.000	0.000	Merged-chr8-124658101-13
NR1839--MA0036.3.GATA2	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR4955--MA0766.1.GATA5	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR365--MA0035.3.Gata1	chr1	133571485	133571495	-	0.000	0.000	Merged-chr1-133571423-3
NR4260--MA0036.3.GATA2	chr2	65552088	65552098	-	0.000	0.000	Merged-chr2-65551988-12
NR6744--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR7251--MA0482.1.Gata4	chr8	64935135	64935145	+	0.000	0.000	Merged-chr8-64935114-22
NR7046--MA0482.1.Gata4	chr7	125281540	125281550	-	0.000	0.000	Merged-chr7-125281590-1
NR3153--MA0035.3.Gata1	chr16	57174598	57174608	+	0.000	0.000	Merged-chr16-57174772-11
NR4645--MA0140.2.GATA1::TAL1	chr2	150869656	150869673	+	0.000	0.000	Merged-chr2-150869596-45
NR6151--MA0140.2.GATA1::TAL1	chr5	148373400	148373417	-	0.000	0.000	Merged-chr5-148373511-17
NR7254--MA0035.3.Gata1	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR7896--MA0482.1.Gata4	chr9	117400611	117400621	-	0.000	0.000	Merged-chr9-117400417-34
NR5226--MA0035.3.Gata1	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR5478--MA0035.3.Gata1	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
