#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR824--MA0002.2.RUNX1	chr1	184576648	184576658	-	0.000	0.000	Merged-chr1-184576440-44
NR4377--MA0684.1.RUNX3	chr16	48801135	48801144	+	0.000	0.000	Merged-chr16-48801069-7
NR5203--MA0684.1.RUNX3	chr18	39102429	39102438	+	0.000	0.000	Merged-chr18-39102352-12
NR9513--MA0511.2.RUNX2	chr7	92087616	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR1651--MA0511.2.RUNX2	chr11	36001052	36001060	+	0.000	0.000	Merged-chr11-36000971-2
NR6659--MA0511.2.RUNX2	chr3	52866388	52866396	-	0.000	0.000	Merged-chr3-52866362-11
NR3232--MA0002.2.RUNX1	chr13	108298434	108298444	+	0.000	0.000	Merged-chr13-108298444-3
NR1347--MA0002.2.RUNX1	chr10	110742184	110742194	-	0.000	0.000	Merged-chr10-110742149-12
NR7320--MA0002.2.RUNX1	chr4	57306553	57306563	+	0.000	0.000	Merged-chr4-57306623-55
NR4089--MA0511.2.RUNX2	chr15	94453065	94453073	+	0.000	0.000	Merged-chr15-94453103-20
NR5021--MA0002.2.RUNX1	chr17	84166530	84166540	-	0.000	0.000	Merged-chr17-84166652-22
NR6990--MA0684.1.RUNX3	chr3	133328718	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR771--MA0002.2.RUNX1	chr1	180410442	180410452	-	0.000	0.000	Merged-chr1-180410391-12
NR11014--MA0511.2.RUNX2	chr9	123519405	123519413	+	0.000	0.000	Merged-chr9-123519487-45
NR10599--MA0002.2.RUNX1	chr9	66142450	66142460	+	0.000	0.000	Merged-chr9-66142492-15
NR3593--MA0002.2.RUNX1	chr14	67911799	67911809	-	0.000	0.000	Merged-chr14-67911920-26
NR10185--MA0002.2.RUNX1	chr8	110813252	110813262	-	0.000	0.000	Merged-chr8-110813191-16
NR9033--MA0684.1.RUNX3	chr6	130237896	130237905	+	0.000	0.000	Merged-chr6-130237898-58
NR9632--MA0002.2.RUNX1	chr7	114159885	114159895	-	0.000	0.000	Merged-chr7-114159939-24
NR3344--MA0511.2.RUNX2	chr14	14088430	14088438	+	0.000	0.000	Merged-chr14-14088309-59
NR1664--MA0511.2.RUNX2	chr11	43705348	43705356	-	0.000	0.000	Merged-chr11-43705351-17
NR5530--MA0684.1.RUNX3	chr19	29347395	29347404	-	0.000	0.000	Merged-chr19-29347328-12
NR5801--MA0684.1.RUNX3	chr2	23540191	23540200	+	0.000	0.000	Merged-chr2-23540156-12
NR1316--MA0511.2.RUNX2	chr10	98776540	98776548	+	0.000	0.000	Merged-chr10-98776574-38
NR7684--MA0511.2.RUNX2	chr4	139367697	139367705	-	0.000	0.000	Merged-chr4-139367606-11
NR3149--MA0002.2.RUNX1	chr13	99431520	99431530	+	0.000	0.000	Merged-chr13-99431578-17
NR2057--MA0684.1.RUNX3	chr11	106961728	106961737	+	0.000	0.000	Merged-chr11-106961822-47
NR3483--MA0684.1.RUNX3	chr14	55370515	55370524	+	0.000	0.000	Merged-chr14-55370593-10
NR641--MA0002.2.RUNX1	chr1	162586524	162586534	+	0.000	0.000	Merged-chr1-162586427-19
NR8934--MA0002.2.RUNX1	chr6	120149922	120149932	-	0.000	0.000	Merged-chr6-120149856-18
NR1948--MA0511.2.RUNX2	chr11	90675672	90675680	+	0.000	0.000	Merged-chr11-90675808-18
NR2388--MA0511.2.RUNX2	chr12	79456258	79456266	-	0.000	0.000	Merged-chr12-79456305-9
NR5666--MA0002.2.RUNX1	chr19	55773066	55773076	+	0.000	0.000	Merged-chr19-55773145-3
NR10660--MA0684.1.RUNX3	chr9	73240486	73240495	+	0.000	0.000	Merged-chr9-73240337-9
NR750--MA0002.2.RUNX1	chr1	178218440	178218450	+	0.000	0.000	Merged-chr1-178218511-16
NR5047--MA0002.2.RUNX1	chr17	86278294	86278304	-	0.000	0.000	Merged-chr17-86278304-8
NR3367--MA0002.2.RUNX1	chr14	20168672	20168682	+	0.000	0.000	Merged-chr14-20168649-33
NR1687--MA0002.2.RUNX1	chr11	48935110	48935120	-	0.000	0.000	Merged-chr11-48935044-1
NR9135--MA0002.2.RUNX1	chr6	142823173	142823183	-	0.000	0.000	Merged-chr6-142823375-40
NR5718--MA0684.1.RUNX3	chr19	60681736	60681745	+	0.000	0.000	Merged-chr19-60681647-27
NR9962--MA0511.2.RUNX2	chr8	34948106	34948114	+	0.000	0.000	Merged-chr8-34948236-16
NR802--MA0684.1.RUNX3	chr1	182543463	182543472	+	0.000	0.000	Merged-chr1-182543382-10
NR925--MA0002.2.RUNX1	chr10	12985165	12985175	+	0.000	0.000	Merged-chr10-12985296-24
NR1068--MA0002.2.RUNX1	chr10	59392124	59392134	-	0.000	0.000	Merged-chr10-59392092-23
NR2970--MA0002.2.RUNX1	chr13	63141462	63141472	+	0.000	0.000	Merged-chr13-63141358-58
NR1673--MA0684.1.RUNX3	chr11	46229296	46229305	-	0.000	0.000	Merged-chr11-46229299-6
NR10815--MA0002.2.RUNX1	chr9	96785404	96785414	-	0.000	0.000	Merged-chr9-96785400-18
NR3432--MA0511.2.RUNX2	chr14	36316927	36316935	+	0.000	0.000	Merged-chr14-36316941-55
NR7293--MA0002.2.RUNX1	chr4	47300826	47300836	+	0.000	0.000	Merged-chr4-47300829-7
NR3528--MA0684.1.RUNX3	chr14	61339544	61339553	-	0.000	0.000	Merged-chr14-61339598-17
NR3585--MA0002.2.RUNX1	chr14	67818319	67818329	-	0.000	0.000	Merged-chr14-67818328-11
NR10177--MA0002.2.RUNX1	chr8	107360743	107360753	+	0.000	0.000	Merged-chr8-107360738-8
NR10404--MA0511.2.RUNX2	chr9	15526095	15526103	+	0.000	0.000	Merged-chr9-15526156-7
NR66--MA0002.2.RUNX1	chr1	36883849	36883859	-	0.000	0.000	Merged-chr1-36883943-16
NR1163--MA0684.1.RUNX3	chr10	77478380	77478389	-	0.000	0.000	Merged-chr10-77478359-10
NR9753--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR9210--MA0002.2.RUNX1	chr6	146813235	146813245	+	0.000	0.000	Merged-chr6-146813295-20
NR8850--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR7--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR8480--MA0002.2.RUNX1	chr6	6149482	6149492	+	0.000	0.000	Merged-chr6-6149577-22
NR7010--MA0511.2.RUNX2	chr3	135662560	135662568	+	0.000	0.000	Merged-chr3-135662466-47
NR10434--MA0684.1.RUNX3	chr9	32394804	32394813	-	0.000	0.000	Merged-chr9-32394945-22
NR11145--MA0684.1.RUNX3	chrX	100476580	100476589	-	0.000	0.000	Merged-chrX-100476611-55
NR7183--MA0684.1.RUNX3	chr3	157803537	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR1814--MA0684.1.RUNX3	chr11	68498871	68498880	-	0.000	0.000	Merged-chr11-68499042-49
NR6452--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR9657--MA0684.1.RUNX3	chr7	115734329	115734338	+	0.000	0.000	Merged-chr7-115734410-28
NR5648--MA0511.2.RUNX2	chr19	53407588	53407596	+	0.000	0.000	Merged-chr19-53407600-23
NR9514--MA0684.1.RUNX3	chr7	92087615	92087624	-	0.000	0.000	Merged-chr7-92087702-17
NR3283--MA0511.2.RUNX2	chr13	113227210	113227218	-	0.000	0.000	Merged-chr13-113227278-10
NR10417--MA0511.2.RUNX2	chr9	22641249	22641257	-	0.000	0.000	Merged-chr9-22641148-30
NR6389--MA0684.1.RUNX3	chr2	158105844	158105853	-	0.000	0.000	Merged-chr2-158105775-9
NR5757--MA0511.2.RUNX2	chr2	11040240	11040248	+	0.000	0.000	Merged-chr2-11040200-20
NR10874--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR2601--MA0002.2.RUNX1	chr12	108601018	108601028	+	0.000	0.000	Merged-chr12-108601181-28
NR2952--MA0511.2.RUNX2	chr13	55641101	55641109	+	0.000	0.000	Merged-chr13-55640933-22
NR10299--MA0002.2.RUNX1	chr8	123343096	123343106	+	0.000	0.000	Merged-chr8-123343096-7
NR10090--MA0002.2.RUNX1	chr8	83767866	83767876	-	0.000	0.000	Merged-chr8-83767708-6
NR10361--MA0002.2.RUNX1	chr8	128577439	128577449	+	0.000	0.000	Merged-chr8-128577516-12
NR11015--MA0684.1.RUNX3	chr9	123519405	123519414	+	0.000	0.000	Merged-chr9-123519487-45
NR2691--MA0002.2.RUNX1	chr12	117348669	117348679	-	0.000	0.000	Merged-chr12-117348724-32
NR503--MA0002.2.RUNX1	chr1	135268270	135268280	+	0.000	0.000	Merged-chr1-135268339-27
NR6574--MA0002.2.RUNX1	chr3	19240124	19240134	-	0.000	0.000	Merged-chr3-19240113-21
NR6801--MA0511.2.RUNX2	chr3	94916042	94916050	+	0.000	0.000	Merged-chr3-94916123-28
NR2614--MA0002.2.RUNX1	chr12	110825224	110825234	+	0.000	0.000	Merged-chr12-110825377-13
NR10936--MA0684.1.RUNX3	chr9	115526286	115526295	-	0.000	0.000	Merged-chr9-115526484-32
NR4751--MA0002.2.RUNX1	chr17	28015152	28015162	+	0.000	0.000	Merged-chr17-28015264-72
NR4817--MA0002.2.RUNX1	chr17	35742187	35742197	-	0.000	0.000	Merged-chr17-35741988-36
NR3848--MA0002.2.RUNX1	chr15	34473007	34473017	+	0.000	0.000	Merged-chr15-34473002-9
NR1026--MA0002.2.RUNX1	chr10	44429430	44429440	-	0.000	0.000	Merged-chr10-44429593-53
NR9616--MA0002.2.RUNX1	chr7	112136755	112136765	+	0.000	0.000	Merged-chr7-112136797-13
NR10569--MA0684.1.RUNX3	chr9	61630506	61630515	+	0.000	0.000	Merged-chr9-61630561-11
NR3229--MA0002.2.RUNX1	chr13	108009905	108009915	+	0.000	0.000	Merged-chr13-108009959-10
NR3371--MA0511.2.RUNX2	chr14	20877571	20877579	+	0.000	0.000	Merged-chr14-20877538-4
NR5117--MA0511.2.RUNX2	chr18	14985726	14985734	-	0.000	0.000	Merged-chr18-14985821-9
NR3067--MA0002.2.RUNX1	chr13	90981480	90981490	+	0.000	0.000	Merged-chr13-90981461-11
NR4912--MA0684.1.RUNX3	chr17	57183080	57183089	-	0.000	0.000	Merged-chr17-57183114-28
NR5081--MA0684.1.RUNX3	chr17	88654035	88654044	-	0.000	0.000	Merged-chr17-88654141-3
NR9106--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR2941--MA0002.2.RUNX1	chr13	53065311	53065321	-	0.000	0.000	Merged-chr13-53065510-28
NR10614--MA0511.2.RUNX2	chr9	69092612	69092620	-	0.000	0.000	Merged-chr9-69092509-18
NR7363--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR4750--MA0684.1.RUNX3	chr17	28007313	28007322	-	0.000	0.000	Merged-chr17-28007418-17
NR8961--MA0002.2.RUNX1	chr6	122587661	122587671	+	0.000	0.000	Merged-chr6-122587687-4
NR1148--MA0002.2.RUNX1	chr10	75697171	75697181	-	0.000	0.000	Merged-chr10-75697186-22
NR9423--MA0511.2.RUNX2	chr7	74599963	74599971	-	0.000	0.000	Merged-chr7-74599992-6
NR5507--MA0002.2.RUNX1	chr19	24971529	24971539	+	0.000	0.000	Merged-chr19-24971475-35
NR6810--MA0684.1.RUNX3	chr3	95697805	95697814	+	0.000	0.000	Merged-chr3-95697809-14
NR8613--MA0002.2.RUNX1	chr6	51533583	51533593	+	0.000	0.000	Merged-chr6-51533616-16
NR7809--MA0511.2.RUNX2	chr5	8373581	8373589	+	0.000	0.000	Merged-chr5-8373673-6
NR5907--MA0684.1.RUNX3	chr2	52561263	52561272	+	0.000	0.000	Merged-chr2-52561333-21
NR9310--MA0684.1.RUNX3	chr7	30086435	30086444	+	0.000	0.000	Merged-chr7-30086479-1
NR9105--MA0684.1.RUNX3	chr6	137795425	137795434	+	0.000	0.000	Merged-chr6-137795480-24
NR9162--MA0002.2.RUNX1	chr6	144664941	144664951	-	0.000	0.000	Merged-chr6-144664964-20
NR7425--MA0684.1.RUNX3	chr4	89400559	89400568	-	0.000	0.000	Merged-chr4-89400416-12
NR1736--MA0511.2.RUNX2	chr11	54240074	54240082	+	0.000	0.000	Merged-chr11-54240142-13
NR3317--MA0002.2.RUNX1	chr13	119653361	119653371	-	0.000	0.000	Merged-chr13-119653292-20
NR7011--MA0684.1.RUNX3	chr3	135662560	135662569	+	0.000	0.000	Merged-chr3-135662466-47
NR7948--MA0684.1.RUNX3	chr5	37259132	37259141	+	0.000	0.000	Merged-chr5-37259222-30
NR9436--MA0511.2.RUNX2	chr7	75891662	75891670	-	0.000	0.000	Merged-chr7-75891656-12
NR10243--MA0684.1.RUNX3	chr8	117052669	117052678	-	0.000	0.000	Merged-chr8-117052612-3
NR6880--MA0002.2.RUNX1	chr3	108718344	108718354	-	0.000	0.000	Merged-chr3-108718262-42
NR4600--MA0002.2.RUNX1	chr16	94660405	94660415	+	0.000	0.000	Merged-chr16-94660460-20
NR2173--MA0002.2.RUNX1	chr11	121712899	121712909	-	0.000	0.000	Merged-chr11-121712816-9
NR4951--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR6261--MA0002.2.RUNX1	chr2	132843590	132843600	+	0.000	0.000	Merged-chr2-132843527-2
NR2030--MA0002.2.RUNX1	chr11	101199655	101199665	-	0.000	0.000	Merged-chr11-101199720-6
NR6661--MA0684.1.RUNX3	chr3	52866387	52866396	-	0.000	0.000	Merged-chr3-52866362-11
NR8735--MA0002.2.RUNX1	chr6	86609445	86609455	+	0.000	0.000	Merged-chr6-86609419-14
NR9032--MA0002.2.RUNX1	chr6	130237896	130237906	-	0.000	0.000	Merged-chr6-130237898-58
NR10527--MA0684.1.RUNX3	chr9	56106850	56106859	-	0.000	0.000	Merged-chr9-56106826-6
NR9161--MA0684.1.RUNX3	chr6	144602993	144603002	+	0.000	0.000	Merged-chr6-144603024-14
NR5119--MA0002.2.RUNX1	chr18	14985712	14985722	+	0.000	0.000	Merged-chr18-14985821-9
NR9684--MA0684.1.RUNX3	chr7	118113648	118113657	+	0.000	0.000	Merged-chr7-118113743-35
NR10792--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR4865--MA0002.2.RUNX1	chr17	50310589	50310599	-	0.000	0.000	Merged-chr17-50310494-22
NR5519--MA0684.1.RUNX3	chr19	27967981	27967990	+	0.000	0.000	Merged-chr19-27967760-35
NR7212--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR455--MA0002.2.RUNX1	chr1	128570146	128570156	-	0.000	0.000	Merged-chr1-128570257-50
NR10759--MA0002.2.RUNX1	chr9	87025950	87025960	+	0.000	0.000	Merged-chr9-87025935-38
NR10444--MA0511.2.RUNX2	chr9	40416231	40416239	+	0.000	0.000	Merged-chr9-40416301-7
NR9045--MA0002.2.RUNX1	chr6	131276858	131276868	-	0.000	0.000	Merged-chr6-131276753-31
NR3--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR10597--MA0002.2.RUNX1	chr9	65491674	65491684	-	0.000	0.000	Merged-chr9-65491594-16
NR10868--MA0002.2.RUNX1	chr9	106070502	106070512	+	0.000	0.000	Merged-chr9-106070497-6
NR8813--MA0511.2.RUNX2	chr6	99435255	99435263	+	0.000	0.000	Merged-chr6-99435291-39
NR3058--MA0684.1.RUNX3	chr13	89418967	89418976	+	0.000	0.000	Merged-chr13-89418895-21
NR8714--MA0002.2.RUNX1	chr6	82872262	82872272	-	0.000	0.000	Merged-chr6-82872396-48
NR4878--MA0002.2.RUNX1	chr17	51789392	51789402	-	0.000	0.000	Merged-chr17-51789354-14
NR616--MA0684.1.RUNX3	chr1	159405602	159405611	-	0.000	0.000	Merged-chr1-159405716-1
NR2390--MA0684.1.RUNX3	chr12	79456257	79456266	-	0.000	0.000	Merged-chr12-79456305-9
NR6667--MA0002.2.RUNX1	chr3	55139436	55139446	+	0.000	0.000	Merged-chr3-55139425-1
NR4321--MA0002.2.RUNX1	chr16	35747540	35747550	+	0.000	0.000	Merged-chr16-35747565-9
NR9058--MA0002.2.RUNX1	chr6	134014621	134014631	+	0.000	0.000	Merged-chr6-134014705-25
NR2912--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR2436--MA0002.2.RUNX1	chr12	86310024	86310034	+	0.000	0.000	Merged-chr12-86310059-67
NR2022--MA0002.2.RUNX1	chr11	100804662	100804672	-	0.000	0.000	Merged-chr11-100804708-41
NR4800--MA0511.2.RUNX2	chr17	34630399	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR990--MA0511.2.RUNX2	chr10	30716232	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR7238--MA0511.2.RUNX2	chr4	21842815	21842823	+	0.000	0.000	Merged-chr4-21842691-16
NR9838--MA0684.1.RUNX3	chr7	140981898	140981907	+	0.000	0.000	Merged-chr7-140982058-21
NR7887--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR5607--MA0684.1.RUNX3	chr19	42149675	42149684	+	0.000	0.000	Merged-chr19-42149753-11
NR10453--MA0684.1.RUNX3	chr9	41153627	41153636	-	0.000	0.000	Merged-chr9-41153398-36
NR8294--MA0002.2.RUNX1	chr5	124013087	124013097	+	0.000	0.000	Merged-chr5-124013138-22
NR5144--MA0511.2.RUNX2	chr18	24091327	24091335	+	0.000	0.000	Merged-chr18-24091178-3
NR9276--MA0002.2.RUNX1	chr7	24407323	24407333	-	0.000	0.000	Merged-chr7-24407263-37
NR4734--MA0684.1.RUNX3	chr17	25867733	25867742	-	0.000	0.000	Merged-chr17-25867746-11
NR6123--MA0002.2.RUNX1	chr2	102940362	102940372	+	0.000	0.000	Merged-chr2-102940333-7
NR3146--MA0684.1.RUNX3	chr13	98684463	98684472	+	0.000	0.000	Merged-chr13-98684546-11
NR6851--MA0002.2.RUNX1	chr3	103091964	103091974	+	0.000	0.000	Merged-chr3-103091976-34
NR9037--MA0002.2.RUNX1	chr6	130312073	130312083	-	0.000	0.000	Merged-chr6-130312055-26
NR2620--MA0002.2.RUNX1	chr12	111913012	111913022	-	0.000	0.000	Merged-chr12-111913088-13
NR433--MA0684.1.RUNX3	chr1	125487532	125487541	+	0.000	0.000	Merged-chr1-125487640-13
NR2396--MA0002.2.RUNX1	chr12	80069269	80069279	+	0.000	0.000	Merged-chr12-80069261-23
NR8435--MA0002.2.RUNX1	chr5	148769564	148769574	-	0.000	0.000	Merged-chr5-148769647-40
NR7409--MA0684.1.RUNX3	chr4	88088936	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR1449--MA0511.2.RUNX2	chr10	121382804	121382812	-	0.000	0.000	Merged-chr10-121382753-17
NR3778--MA0684.1.RUNX3	chr14	123163086	123163095	+	0.000	0.000	Merged-chr14-123163033-38
NR8021--MA0002.2.RUNX1	chr5	67155858	67155868	-	0.000	0.000	Merged-chr5-67155759-12
NR1079--MA0002.2.RUNX1	chr10	60290308	60290318	+	0.000	0.000	Merged-chr10-60290356-31
NR7518--MA0684.1.RUNX3	chr4	108371652	108371661	+	0.000	0.000	Merged-chr4-108371608-19
NR5296--MA0684.1.RUNX3	chr18	66441215	66441224	+	0.000	0.000	Merged-chr18-66441212-1
NR446--MA0684.1.RUNX3	chr1	127651301	127651310	+	0.000	0.000	Merged-chr1-127651305-2
NR298--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR6450--MA0002.2.RUNX1	chr2	166610520	166610530	-	0.000	0.000	Merged-chr2-166610595-30
NR97--MA0684.1.RUNX3	chr1	40470101	40470110	-	0.000	0.000	Merged-chr1-40470075-45
NR9036--MA0684.1.RUNX3	chr6	130288355	130288364	+	0.000	0.000	Merged-chr6-130288327-19
NR10144--MA0511.2.RUNX2	chr8	96852011	96852019	-	0.000	0.000	Merged-chr8-96851957-10
NR2537--MA0002.2.RUNX1	chr12	102651562	102651572	-	0.000	0.000	Merged-chr12-102651576-1
NR3125--MA0684.1.RUNX3	chr13	95913143	95913152	-	0.000	0.000	Merged-chr13-95913173-23
NR9016--MA0002.2.RUNX1	chr6	129598094	129598104	-	0.000	0.000	Merged-chr6-129598126-11
NR7065--MA0002.2.RUNX1	chr3	142207651	142207661	+	0.000	0.000	Merged-chr3-142207646-13
NR10445--MA0684.1.RUNX3	chr9	40416231	40416240	+	0.000	0.000	Merged-chr9-40416301-7
NR8762--MA0002.2.RUNX1	chr6	89065030	89065040	+	0.000	0.000	Merged-chr6-89065226-11
NR10568--MA0002.2.RUNX1	chr9	61630506	61630516	-	0.000	0.000	Merged-chr9-61630561-11
NR4882--MA0511.2.RUNX2	chr17	51891831	51891839	+	0.000	0.000	Merged-chr17-51891929-12
NR935--MA0684.1.RUNX3	chr10	13970472	13970481	-	0.000	0.000	Merged-chr10-13970545-12
NR10031--MA0684.1.RUNX3	chr8	64871800	64871809	-	0.000	0.000	Merged-chr8-64871934-64
NR2997--MA0511.2.RUNX2	chr13	73491291	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR9002--MA0684.1.RUNX3	chr6	127302987	127302996	+	0.000	0.000	Merged-chr6-127302896-25
NR5289--MA0002.2.RUNX1	chr18	65691625	65691635	-	0.000	0.000	Merged-chr18-65691617-34
NR8814--MA0684.1.RUNX3	chr6	99435255	99435264	+	0.000	0.000	Merged-chr6-99435291-39
NR10078--MA0684.1.RUNX3	chr8	81572864	81572873	+	0.000	0.000	Merged-chr8-81572647-16
NR3089--MA0511.2.RUNX2	chr13	92859009	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR6671--MA0511.2.RUNX2	chr3	58671329	58671337	+	0.000	0.000	Merged-chr3-58671349-14
NR5861--MA0002.2.RUNX1	chr2	34162613	34162623	-	0.000	0.000	Merged-chr2-34162703-13
NR230--MA0002.2.RUNX1	chr1	71577187	71577197	+	0.000	0.000	Merged-chr1-71577265-1
NR10058--MA0002.2.RUNX1	chr8	77268979	77268989	-	0.000	0.000	Merged-chr8-77268946-1
NR4021--MA0002.2.RUNX1	chr15	80319601	80319611	+	0.000	0.000	Merged-chr15-80319451-11
NR4958--MA0002.2.RUNX1	chr17	71678129	71678139	+	0.000	0.000	Merged-chr17-71678086-8
NR8923--MA0684.1.RUNX3	chr6	119451208	119451217	+	0.000	0.000	Merged-chr6-119451010-23
NR6224--MA0002.2.RUNX1	chr2	128335823	128335833	+	0.000	0.000	Merged-chr2-128335870-5
NR2788--MA0684.1.RUNX3	chr13	13729841	13729850	-	0.000	0.000	Merged-chr13-13729900-19
NR9409--MA0002.2.RUNX1	chr7	72114849	72114859	-	0.000	0.000	Merged-chr7-72114875-2
NR8761--MA0684.1.RUNX3	chr6	88939628	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR7209--MA0511.2.RUNX2	chr4	11077683	11077691	+	0.000	0.000	Merged-chr4-11077783-17
NR1027--MA0511.2.RUNX2	chr10	44565402	44565410	-	0.000	0.000	Merged-chr10-44565261-15
NR10991--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR5115--MA0511.2.RUNX2	chr18	14985714	14985722	-	0.000	0.000	Merged-chr18-14985821-9
NR4861--MA0511.2.RUNX2	chr17	50167698	50167706	+	0.000	0.000	Merged-chr17-50167764-6
NR2006--MA0002.2.RUNX1	chr11	99142950	99142960	+	0.000	0.000	Merged-chr11-99142912-8
NR7077--MA0684.1.RUNX3	chr3	142892308	142892317	+	0.000	0.000	Merged-chr3-142892335-19
NR8996--MA0511.2.RUNX2	chr6	126995693	126995701	-	0.000	0.000	Merged-chr6-126995755-15
NR103--MA0511.2.RUNX2	chr1	40585669	40585677	-	0.000	0.000	Merged-chr1-40585603-1
NR481--MA0684.1.RUNX3	chr1	132618072	132618081	-	0.000	0.000	Merged-chr1-132618127-11
NR10659--MA0511.2.RUNX2	chr9	73240486	73240494	+	0.000	0.000	Merged-chr9-73240337-9
NR8483--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR3812--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR6998--MA0684.1.RUNX3	chr3	133624206	133624215	+	0.000	0.000	Merged-chr3-133624254-1
NR4775--MA0002.2.RUNX1	chr17	30842449	30842459	-	0.000	0.000	Merged-chr17-30842407-10
NR4090--MA0002.2.RUNX1	chr15	94453065	94453075	-	0.000	0.000	Merged-chr15-94453103-20
NR5508--MA0511.2.RUNX2	chr19	24971561	24971569	+	0.000	0.000	Merged-chr19-24971475-35
NR4361--MA0002.2.RUNX1	chr16	45204612	45204622	+	0.000	0.000	Merged-chr16-45204582-16
NR8343--MA0511.2.RUNX2	chr5	137305616	137305624	+	0.000	0.000	Merged-chr5-137305628-4
NR5489--MA0511.2.RUNX2	chr19	20931536	20931544	+	0.000	0.000	Merged-chr19-20931393-10
NR2210--MA0684.1.RUNX3	chr12	16202689	16202698	-	0.000	0.000	Merged-chr12-16202520-13
NR11161--MA0511.2.RUNX2	chrX	106622660	106622668	+	0.000	0.000	Merged-chrX-106622619-36
NR474--MA0002.2.RUNX1	chr1	131993387	131993397	-	0.000	0.000	Merged-chr1-131993308-10
NR2955--MA0511.2.RUNX2	chr13	56476959	56476967	+	0.000	0.000	Merged-chr13-56477022-46
NR8452--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR7913--MA0002.2.RUNX1	chr5	32089633	32089643	-	0.000	0.000	Merged-chr5-32089637-4
NR4394--MA0684.1.RUNX3	chr16	50298929	50298938	-	0.000	0.000	Merged-chr16-50299012-15
NR6202--MA0684.1.RUNX3	chr2	126252466	126252475	+	0.000	0.000	Merged-chr2-126252361-10
NR10145--MA0684.1.RUNX3	chr8	96852010	96852019	-	0.000	0.000	Merged-chr8-96851957-10
NR4774--MA0684.1.RUNX3	chr17	29693746	29693755	+	0.000	0.000	Merged-chr17-29693798-13
NR6848--MA0002.2.RUNX1	chr3	102748757	102748767	+	0.000	0.000	Merged-chr3-102748787-20
NR4360--MA0684.1.RUNX3	chr16	45019096	45019105	+	0.000	0.000	Merged-chr16-45019020-28
NR2203--MA0002.2.RUNX1	chr12	15808652	15808662	+	0.000	0.000	Merged-chr12-15808656-13
NR8095--MA0002.2.RUNX1	chr5	92327538	92327548	-	0.000	0.000	Merged-chr5-92327493-24
NR3900--MA0002.2.RUNX1	chr15	55699890	55699900	-	0.000	0.000	Merged-chr15-55699814-18
NR4883--MA0684.1.RUNX3	chr17	51891831	51891840	+	0.000	0.000	Merged-chr17-51891929-12
NR2332--MA0684.1.RUNX3	chr12	69530053	69530062	+	0.000	0.000	Merged-chr12-69529974-44
NR6814--MA0002.2.RUNX1	chr3	96563282	96563292	+	0.000	0.000	Merged-chr3-96563377-23
