#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-log2fc-1_up.bed
NR38915--MA0657.1.KLF13	chr3	51391398	51391415	-	0.000	0.000	Merged-chr3-51391339-9
NR58501--MA0599.1.KLF5	chr7	118499324	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR13153--MA1107.1.KLF9	chr12	12320902	12320914	-	0.000	0.000	Merged-chr12-12320871-15
NR52297--MA0493.1.Klf1	chr6	54775930	54775940	-	0.000	0.000	Merged-chr6-54775842-27
NR37079--MA0741.1.KLF16	chr2	154615974	154615984	+	0.000	0.000	Merged-chr2-154615883-15
NR36040--MA1107.1.KLF9	chr2	124698652	124698664	-	0.000	0.000	Merged-chr2-124698684-1
NR37528--MA0039.3.KLF4	chr2	164828987	164828997	+	0.000	0.000	Merged-chr2-164829091-12
NR40431--MA1107.1.KLF9	chr3	108727621	108727633	-	0.000	0.000	Merged-chr3-108727524-22
NR51891--MA0039.3.KLF4	chr6	38669824	38669834	+	0.000	0.000	Merged-chr6-38669877-14
NR53504--MA0599.1.KLF5	chr6	112948655	112948664	+	0.000	0.000	Merged-chr6-112948653-15
NR20107--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR30732--MA1107.1.KLF9	chr18	80600774	80600786	-	0.000	0.000	Merged-chr18-80600681-25
NR26687--MA0599.1.KLF5	chr17	28590947	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR30809--MA0493.1.Klf1	chr18	81422631	81422641	+	0.000	0.000	Merged-chr18-81422604-12
NR13529--MA0741.1.KLF16	chr12	41044974	41044984	-	0.000	0.000	Merged-chr12-41044922-24
NR40110--MA0599.1.KLF5	chr3	101588947	101588956	+	0.000	0.000	Merged-chr3-101588946-10
NR36484--MA0493.1.Klf1	chr2	136965508	136965518	+	0.000	0.000	Merged-chr2-136965495-19
NR38999--MA1107.1.KLF9	chr3	52850418	52850430	+	0.000	0.000	Merged-chr3-52850315-12
NR8017--MA0039.3.KLF4	chr10	117975000	117975010	-	0.000	0.000	Merged-chr10-117975083-3
NR45635--MA0493.1.Klf1	chr4	138033652	138033662	-	0.000	0.000	Merged-chr4-138033707-13
NR8090--MA0599.1.KLF5	chr10	119001586	119001595	-	0.000	0.000	Merged-chr10-119001692-38
NR55902--MA1107.1.KLF9	chr7	27260025	27260037	-	0.000	0.000	Merged-chr7-27259929-6
NR36170--MA1107.1.KLF9	chr2	128157054	128157066	-	0.000	0.000	Merged-chr2-128156895-3
NR67106--MA0599.1.KLF5	chrX	12977809	12977818	-	0.000	0.000	Merged-chrX-12977868-18
NR49896--MA0493.1.Klf1	chr5	124213823	124213833	+	0.000	0.000	Merged-chr5-124213874-13
NR18916--MA1107.1.KLF9	chr14	30827014	30827026	-	0.000	0.000	Merged-chr14-30826905-18
NR57098--MA0599.1.KLF5	chr7	75644834	75644843	-	0.000	0.000	Merged-chr7-75644760-27
NR60286--MA1107.1.KLF9	chr8	25059855	25059867	+	0.000	0.000	Merged-chr8-25059963-13
NR6779--MA0599.1.KLF5	chr10	81401934	81401943	-	0.000	0.000	Merged-chr10-81401925-26
NR14128--MA0599.1.KLF5	chr12	80069221	80069230	+	0.000	0.000	Merged-chr12-80069261-23
NR28653--MA0742.1.Klf12	chr17	84368864	84368878	-	0.000	0.000	Merged-chr17-84368765-10
NR21023--MA0741.1.KLF16	chr15	3264550	3264560	-	0.000	0.000	Merged-chr15-3264546-21
NR55490--MA1107.1.KLF9	chr7	16906245	16906257	-	0.000	0.000	Merged-chr7-16906031-31
NR27889--MA0599.1.KLF5	chr17	56906551	56906560	-	0.000	0.000	Merged-chr17-56906416-18
NR8107--MA0741.1.KLF16	chr10	119031178	119031188	-	0.000	0.000	Merged-chr10-119031155-35
NR67012--MA0599.1.KLF5	chrX	7898372	7898381	-	0.000	0.000	Merged-chrX-7898495-1
NR34864--MA0493.1.Klf1	chr2	75119361	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR38766--MA0657.1.KLF13	chr3	37302844	37302861	-	0.000	0.000	Merged-chr3-37302900-9
NR28305--MA0742.1.Klf12	chr17	74363699	74363713	+	0.000	0.000	Merged-chr17-74363818-10
NR32464--MA0741.1.KLF16	chr19	47829048	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR63928--MA0741.1.KLF16	chr9	43785127	43785137	-	0.000	0.000	Merged-chr9-43784994-20
NR3351--MA0741.1.KLF16	chr1	167245576	167245586	+	0.000	0.000	Merged-chr1-167245435-23
NR30724--MA0493.1.Klf1	chr18	80600738	80600748	-	0.000	0.000	Merged-chr18-80600681-25
NR48505--MA0741.1.KLF16	chr5	92967511	92967521	+	0.000	0.000	Merged-chr5-92967427-8
NR56014--MA0740.1.KLF14	chr7	28548826	28548839	+	0.000	0.000	Merged-chr7-28548591-17
NR19344--MA0493.1.Klf1	chr14	53362233	53362243	-	0.000	0.000	Merged-chr14-53362328-16
NR22677--MA0599.1.KLF5	chr15	85956481	85956490	+	0.000	0.000	Merged-chr15-85956414-21
NR2330--MA0599.1.KLF5	chr1	135117060	135117069	+	0.000	0.000	Merged-chr1-135117180-5
NR57538--MA0741.1.KLF16	chr7	90473774	90473784	+	0.000	0.000	Merged-chr7-90473655-8
NR33335--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR66141--MA0493.1.Klf1	chr9	110640927	110640937	+	0.000	0.000	Merged-chr9-110640822-1
NR25368--MA1107.1.KLF9	chr16	92565897	92565909	-	0.000	0.000	Merged-chr16-92565942-11
NR2517--MA1107.1.KLF9	chr1	143505350	143505362	-	0.000	0.000	Merged-chr1-143505261-1
NR6778--MA1107.1.KLF9	chr10	81401863	81401875	+	0.000	0.000	Merged-chr10-81401925-26
NR17523--MA0599.1.KLF5	chr13	97406646	97406655	+	0.000	0.000	Merged-chr13-97406780-35
NR6899--MA0740.1.KLF14	chr10	83722732	83722745	+	0.000	0.000	Merged-chr10-83722684-72
NR49252--MA0599.1.KLF5	chr5	112483182	112483191	+	0.000	0.000	Merged-chr5-112483145-18
NR27888--MA1107.1.KLF9	chr17	56905171	56905183	+	0.000	0.000	Merged-chr17-56905051-10
NR56549--MA1107.1.KLF9	chr7	45211900	45211912	+	0.000	0.000	Merged-chr7-45211894-24
NR36185--MA0741.1.KLF16	chr2	128392472	128392482	+	0.000	0.000	Merged-chr2-128392502-21
NR45451--MA1107.1.KLF9	chr4	135493513	135493525	-	0.000	0.000	Merged-chr4-135493487-11
NR59044--MA1107.1.KLF9	chr7	128070069	128070081	+	0.000	0.000	Merged-chr7-128070068-7
NR18913--MA0741.1.KLF16	chr14	30827011	30827021	-	0.000	0.000	Merged-chr14-30826905-18
NR20156--MA1107.1.KLF9	chr14	76700945	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR8725--MA1107.1.KLF9	chr10	128750430	128750442	-	0.000	0.000	Merged-chr10-128750381-16
NR56544--MA0039.3.KLF4	chr7	45211902	45211912	+	0.000	0.000	Merged-chr7-45211894-24
NR1351--MA1107.1.KLF9	chr1	85720764	85720776	+	0.000	0.000	Merged-chr1-85720773-26
NR54842--MA0741.1.KLF16	chr6	144333112	144333122	+	0.000	0.000	Merged-chr6-144333219-22
NR8720--MA0039.3.KLF4	chr10	128750448	128750458	-	0.000	0.000	Merged-chr10-128750381-16
NR54146--MA0493.1.Klf1	chr6	128634536	128634546	+	0.000	0.000	Merged-chr6-128634643-10
NR25386--MA1107.1.KLF9	chr16	93447163	93447175	+	0.000	0.000	Merged-chr16-93447186-16
NR1561--MA0039.3.KLF4	chr1	91507358	91507368	+	0.000	0.000	Merged-chr1-91507469-20
NR3513--MA1107.1.KLF9	chr1	170471955	170471967	+	0.000	0.000	Merged-chr1-170472023-1
NR36836--MA0741.1.KLF16	chr2	148537244	148537254	-	0.000	0.000	Merged-chr2-148537326-5
NR29402--MA0599.1.KLF5	chr18	35383569	35383578	+	0.000	0.000	Merged-chr18-35383519-5
NR2363--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR47415--MA0742.1.Klf12	chr5	35771276	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR40101--MA0493.1.Klf1	chr3	101570876	101570886	-	0.000	0.000	Merged-chr3-101570775-35
NR683--MA1107.1.KLF9	chr1	52578406	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR15921--MA0599.1.KLF5	chr13	32868381	32868390	+	0.000	0.000	Merged-chr13-32868285-30
NR11687--MA0599.1.KLF5	chr11	98019400	98019409	-	0.000	0.000	Merged-chr11-98019407-17
NR53763--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR8925--MA0740.1.KLF14	chr11	5005465	5005478	+	0.000	0.000	Merged-chr11-5005546-13
NR17966--MA0742.1.Klf12	chr13	106999702	106999716	-	0.000	0.000	Merged-chr13-106999635-1
NR49225--MA0493.1.Klf1	chr5	112301909	112301919	+	0.000	0.000	Merged-chr5-112301937-36
NR66284--MA1107.1.KLF9	chr9	114446424	114446436	-	0.000	0.000	Merged-chr9-114446417-16
NR35820--MA0741.1.KLF16	chr2	118658633	118658643	-	0.000	0.000	Merged-chr2-118658566-8
NR32975--MA0742.1.Klf12	chr2	5003272	5003286	+	0.000	0.000	Merged-chr2-5003396-19
NR5473--MA0039.3.KLF4	chr10	43004696	43004706	+	0.000	0.000	Merged-chr10-43004823-13
NR53429--MA0741.1.KLF16	chr6	108251611	108251621	-	0.000	0.000	Merged-chr6-108251708-11
NR33935--MA0741.1.KLF16	chr2	34938784	34938794	+	0.000	0.000	Merged-chr2-34938971-69
NR14589--MA0493.1.Klf1	chr12	99642764	99642774	+	0.000	0.000	Merged-chr12-99642640-25
NR13634--MA0599.1.KLF5	chr12	54568772	54568781	-	0.000	0.000	Merged-chr12-54568862-31
NR54196--MA0599.1.KLF5	chr6	130627427	130627436	-	0.000	0.000	Merged-chr6-130627344-1
NR48465--MA0741.1.KLF16	chr5	92511445	92511455	-	0.000	0.000	Merged-chr5-92511528-18
NR15272--MA0599.1.KLF5	chr12	112699309	112699318	+	0.000	0.000	Merged-chr12-112699364-12
NR58551--MA0599.1.KLF5	chr7	119855057	119855066	+	0.000	0.000	Merged-chr7-119855035-12
NR52665--MA0493.1.Klf1	chr6	72841714	72841724	+	0.000	0.000	Merged-chr6-72841906-9
NR8415--MA0740.1.KLF14	chr10	122976231	122976244	+	0.000	0.000	Merged-chr10-122976254-31
NR24081--MA0039.3.KLF4	chr16	24517830	24517840	-	0.000	0.000	Merged-chr16-24517976-11
NR1356--MA1107.1.KLF9	chr1	85720774	85720786	+	0.000	0.000	Merged-chr1-85720773-26
NR33630--MA0741.1.KLF16	chr2	29820461	29820471	+	0.000	0.000	Merged-chr2-29820454-25
NR26075--MA0742.1.Klf12	chr17	12886788	12886802	-	0.000	0.000	Merged-chr17-12886834-23
NR51270--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
NR11789--MA1107.1.KLF9	chr11	98925103	98925115	-	0.000	0.000	Merged-chr11-98925291-3
NR19975--MA0657.1.KLF13	chr14	73112606	73112623	-	0.000	0.000	Merged-chr14-73112682-7
NR2449--MA0742.1.Klf12	chr1	138180252	138180266	-	0.000	0.000	Merged-chr1-138180262-18
NR6371--MA1107.1.KLF9	chr10	78243960	78243972	-	0.000	0.000	Merged-chr10-78243898-1
NR21801--MA0039.3.KLF4	chr15	62375944	62375954	+	0.000	0.000	Merged-chr15-62375735-6
NR54719--MA1107.1.KLF9	chr6	142955193	142955205	+	0.000	0.000	Merged-chr6-142955079-5
NR41447--MA0599.1.KLF5	chr3	142207650	142207659	-	0.000	0.000	Merged-chr3-142207646-13
NR63566--MA0493.1.Klf1	chr9	22468430	22468440	+	0.000	0.000	Merged-chr9-22468507-1
NR32979--MA0741.1.KLF16	chr2	5003273	5003283	+	0.000	0.000	Merged-chr2-5003396-19
NR7340--MA1107.1.KLF9	chr10	94551756	94551768	-	0.000	0.000	Merged-chr10-94551623-4
NR28899--MA0599.1.KLF5	chr17	88654083	88654092	-	0.000	0.000	Merged-chr17-88654141-3
NR52664--MA0039.3.KLF4	chr6	72841716	72841726	+	0.000	0.000	Merged-chr6-72841906-9
NR6429--MA0039.3.KLF4	chr10	79692124	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR64893--MA0493.1.Klf1	chr9	73176866	73176876	-	0.000	0.000	Merged-chr9-73176903-12
NR17997--MA1107.1.KLF9	chr13	108170104	108170116	+	0.000	0.000	Merged-chr13-108170237-20
NR31854--MA0741.1.KLF16	chr19	31337345	31337355	-	0.000	0.000	Merged-chr19-31337298-1
NR2451--MA0493.1.Klf1	chr1	138180256	138180266	-	0.000	0.000	Merged-chr1-138180262-18
NR38270--MA1107.1.KLF9	chr2	178479332	178479344	-	0.000	0.000	Merged-chr2-178479240-1
NR31654--MA0599.1.KLF5	chr19	21785270	21785279	+	0.000	0.000	Merged-chr19-21785424-37
NR28312--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR24078--MA0493.1.Klf1	chr16	24468002	24468012	-	0.000	0.000	Merged-chr16-24467843-15
NR10270--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR24090--MA0742.1.Klf12	chr16	24624699	24624713	-	0.000	0.000	Merged-chr16-24624633-23
NR52448--MA0742.1.Klf12	chr6	61270505	61270519	+	0.000	0.000	Merged-chr6-61270558-8
NR8014--MA0740.1.KLF14	chr10	117974999	117975012	-	0.000	0.000	Merged-chr10-117975083-3
NR24450--MA0599.1.KLF5	chr16	44337718	44337727	-	0.000	0.000	Merged-chr16-44337753-20
NR50616--MA0599.1.KLF5	chr5	138473866	138473875	-	0.000	0.000	Merged-chr5-138473735-19
NR16540--MA0741.1.KLF16	chr13	54073632	54073642	+	0.000	0.000	Merged-chr13-54073650-18
NR16811--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR65400--MA0039.3.KLF4	chr9	94659763	94659773	+	0.000	0.000	Merged-chr9-94659852-5
NR63565--MA0039.3.KLF4	chr9	22468432	22468442	+	0.000	0.000	Merged-chr9-22468507-1
NR65884--MA1107.1.KLF9	chr9	106430935	106430947	+	0.000	0.000	Merged-chr9-106430870-17
NR16801--MA0599.1.KLF5	chr13	63189530	63189539	-	0.000	0.000	Merged-chr13-63189715-33
NR45338--MA0741.1.KLF16	chr4	134547500	134547510	-	0.000	0.000	Merged-chr4-134547498-8
NR51257--MA1107.1.KLF9	chr5	149594160	149594172	+	0.000	0.000	Merged-chr5-149594297-11
NR1123--MA0039.3.KLF4	chr1	75213261	75213271	-	0.000	0.000	Merged-chr1-75213327-22
NR12638--MA0493.1.Klf1	chr11	115869481	115869491	+	0.000	0.000	Merged-chr11-115869577-16
NR59091--MA0741.1.KLF16	chr7	128555757	128555767	-	0.000	0.000	Merged-chr7-128555863-14
NR15348--MA0493.1.Klf1	chr12	114313411	114313421	-	0.000	0.000	Merged-chr12-114313437-14
NR15908--MA0741.1.KLF16	chr13	30756243	30756253	+	0.000	0.000	Merged-chr13-30756228-14
NR52799--MA1107.1.KLF9	chr6	83448939	83448951	+	0.000	0.000	Merged-chr6-83449130-40
NR49377--MA1107.1.KLF9	chr5	114116665	114116677	+	0.000	0.000	Merged-chr5-114116772-8
NR7715--MA0741.1.KLF16	chr10	111031829	111031839	+	0.000	0.000	Merged-chr10-111031729-43
NR22163--MA0599.1.KLF5	chr15	76799672	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR39491--MA0599.1.KLF5	chr3	87742762	87742771	+	0.000	0.000	Merged-chr3-87742894-18
NR15701--MA1107.1.KLF9	chr13	15982597	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR20034--MA0742.1.Klf12	chr14	75064698	75064712	+	0.000	0.000	Merged-chr14-75064758-13
NR21594--MA0741.1.KLF16	chr15	51510580	51510590	-	0.000	0.000	Merged-chr15-51510503-1
NR49229--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR67365--MA0039.3.KLF4	chrX	48435809	48435819	-	0.000	0.000	Merged-chrX-48435827-14
NR43524--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR57117--MA0599.1.KLF5	chr7	75863433	75863442	-	0.000	0.000	Merged-chr7-75863636-9
NR32980--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR66606--MA0740.1.KLF14	chr9	118845270	118845283	+	0.000	0.000	Merged-chr9-118845184-15
NR17989--MA0493.1.Klf1	chr13	107966995	107967005	+	0.000	0.000	Merged-chr13-107967058-4
NR376--MA0599.1.KLF5	chr1	37471657	37471666	+	0.000	0.000	Merged-chr1-37471561-5
NR47418--MA0599.1.KLF5	chr5	35771280	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR27885--MA0741.1.KLF16	chr17	56905172	56905182	+	0.000	0.000	Merged-chr17-56905051-10
NR34647--MA0742.1.Klf12	chr2	71275531	71275545	+	0.000	0.000	Merged-chr2-71275399-1
NR61781--MA0599.1.KLF5	chr8	88771436	88771445	-	0.000	0.000	Merged-chr8-88771445-24
NR5707--MA1107.1.KLF9	chr10	60225387	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR33590--MA0741.1.KLF16	chr2	29102775	29102785	-	0.000	0.000	Merged-chr2-29102866-17
NR59618--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR12790--MA0657.1.KLF13	chr11	118200326	118200343	-	0.000	0.000	Merged-chr11-118200400-19
NR6367--MA1107.1.KLF9	chr10	78243952	78243964	-	0.000	0.000	Merged-chr10-78243898-1
NR51400--MA0657.1.KLF13	chr6	5295225	5295242	+	0.000	0.000	Merged-chr6-5295174-26
NR47897--MA0599.1.KLF5	chr5	67155620	67155629	+	0.000	0.000	Merged-chr5-67155759-12
NR52920--MA1107.1.KLF9	chr6	86607662	86607674	-	0.000	0.000	Merged-chr6-86607706-49
NR53580--MA1107.1.KLF9	chr6	114679344	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR39221--MA0039.3.KLF4	chr3	68784313	68784323	-	0.000	0.000	Merged-chr3-68784168-43
NR30120--MA1107.1.KLF9	chr18	65099345	65099357	-	0.000	0.000	Merged-chr18-65099318-13
NR14126--MA0740.1.KLF14	chr12	79832847	79832860	-	0.000	0.000	Merged-chr12-79832817-8
NR22029--MA0599.1.KLF5	chr15	75731682	75731691	+	0.000	0.000	Merged-chr15-75731564-3
NR19980--MA1107.1.KLF9	chr14	73112610	73112622	-	0.000	0.000	Merged-chr14-73112682-7
NR19847--MA0599.1.KLF5	chr14	67911783	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR63267--MA0599.1.KLF5	chr8	128650606	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR12204--MA0493.1.Klf1	chr11	106961922	106961932	-	0.000	0.000	Merged-chr11-106961822-47
NR29532--MA0493.1.Klf1	chr18	39141876	39141886	-	0.000	0.000	Merged-chr18-39141814-16
NR42098--MA0493.1.Klf1	chr3	154628447	154628457	+	0.000	0.000	Merged-chr3-154628476-23
NR58686--MA0599.1.KLF5	chr7	122317172	122317181	+	0.000	0.000	Merged-chr7-122317075-24
NR26742--MA0599.1.KLF5	chr17	29297795	29297804	+	0.000	0.000	Merged-chr17-29297953-13
NR19613--MA1107.1.KLF9	chr14	59553220	59553232	+	0.000	0.000	Merged-chr14-59553394-22
NR29674--MA0741.1.KLF16	chr18	46917802	46917812	-	0.000	0.000	Merged-chr18-46917814-10
NR2152--MA0599.1.KLF5	chr1	131049359	131049368	+	0.000	0.000	Merged-chr1-131049436-17
NR38266--MA1107.1.KLF9	chr2	178479324	178479336	-	0.000	0.000	Merged-chr2-178479240-1
NR61301--MA1107.1.KLF9	chr8	77482256	77482268	+	0.000	0.000	Merged-chr8-77482121-16
NR17988--MA0039.3.KLF4	chr13	107966997	107967007	+	0.000	0.000	Merged-chr13-107967058-4
NR23477--MA0599.1.KLF5	chr16	3859469	3859478	-	0.000	0.000	Merged-chr16-3859586-8
NR26686--MA0742.1.Klf12	chr17	28590943	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR55604--MA0493.1.Klf1	chr7	19322587	19322597	-	0.000	0.000	Merged-chr7-19322692-6
NR21600--MA0039.3.KLF4	chr15	52753914	52753924	+	0.000	0.000	Merged-chr15-52753697-52
NR7382--MA0599.1.KLF5	chr10	95180275	95180284	+	0.000	0.000	Merged-chr10-95180406-32
NR20038--MA0741.1.KLF16	chr14	75064699	75064709	+	0.000	0.000	Merged-chr14-75064758-13
NR34724--MA0657.1.KLF13	chr2	72328314	72328331	+	0.000	0.000	Merged-chr2-72328482-10
NR40104--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR6904--MA0039.3.KLF4	chr10	83733852	83733862	-	0.000	0.000	Merged-chr10-83733897-13
NR59407--MA0741.1.KLF16	chr7	136254335	136254345	-	0.000	0.000	Merged-chr7-136254252-8
NR7475--MA1107.1.KLF9	chr10	98776715	98776727	-	0.000	0.000	Merged-chr10-98776574-38
NR19841--MA0039.3.KLF4	chr14	67841918	67841928	-	0.000	0.000	Merged-chr14-67841831-15
NR63261--MA0039.3.KLF4	chr8	128552208	128552218	+	0.000	0.000	Merged-chr8-128552310-6
NR53821--MA0657.1.KLF13	chr6	120199390	120199407	-	0.000	0.000	Merged-chr6-120199271-1
NR6820--MA0493.1.Klf1	chr10	81537629	81537639	-	0.000	0.000	Merged-chr10-81537486-38
NR42111--MA1107.1.KLF9	chr3	154628466	154628478	+	0.000	0.000	Merged-chr3-154628476-23
NR18984--MA0039.3.KLF4	chr14	33099342	33099352	+	0.000	0.000	Merged-chr14-33099452-34
NR57941--MA0599.1.KLF5	chr7	102427243	102427252	+	0.000	0.000	Merged-chr7-102427168-1
NR26872--MA0599.1.KLF5	chr17	32075315	32075324	-	0.000	0.000	Merged-chr17-32075366-5
NR702--MA1107.1.KLF9	chr1	53852262	53852274	-	0.000	0.000	Merged-chr1-53852404-19
NR52280--MA1107.1.KLF9	chr6	54116481	54116493	+	0.000	0.000	Merged-chr6-54116572-22
NR64141--MA1107.1.KLF9	chr9	50537457	50537469	+	0.000	0.000	Merged-chr9-50537430-19
NR51084--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR10513--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR11388--MA0599.1.KLF5	chr11	90687698	90687707	-	0.000	0.000	Merged-chr11-90687520-18
NR30219--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR56511--MA0599.1.KLF5	chr7	45067997	45068006	-	0.000	0.000	Merged-chr7-45068056-13
NR21278--MA0039.3.KLF4	chr15	27578971	27578981	-	0.000	0.000	Merged-chr15-27579137-17
NR7532--MA0741.1.KLF16	chr10	99609209	99609219	-	0.000	0.000	Merged-chr10-99609027-18
NR63907--MA0493.1.Klf1	chr9	42423875	42423885	+	0.000	0.000	Merged-chr9-42423784-11
NR19608--MA0741.1.KLF16	chr14	59553208	59553218	+	0.000	0.000	Merged-chr14-59553394-22
NR29406--MA0039.3.KLF4	chr18	35383627	35383637	+	0.000	0.000	Merged-chr18-35383519-5
NR57358--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR51275--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR7369--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR30483--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR57217--MA0741.1.KLF16	chr7	80032537	80032547	+	0.000	0.000	Merged-chr7-80032517-2
NR23494--MA1107.1.KLF9	chr16	3962973	3962985	+	0.000	0.000	Merged-chr16-3962878-14
NR32664--MA0599.1.KLF5	chr19	56756824	56756833	-	0.000	0.000	Merged-chr19-56756635-43
NR25535--MA1107.1.KLF9	chr16	96089727	96089739	+	0.000	0.000	Merged-chr16-96089683-18
NR3353--MA1107.1.KLF9	chr1	167245581	167245593	+	0.000	0.000	Merged-chr1-167245435-23
NR39860--MA0741.1.KLF16	chr3	95652326	95652336	+	0.000	0.000	Merged-chr3-95652439-14
NR7370--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR46229--MA1107.1.KLF9	chr4	150217252	150217264	-	0.000	0.000	Merged-chr4-150217269-5
NR21753--MA1107.1.KLF9	chr15	60120078	60120090	-	0.000	0.000	Merged-chr15-60120172-38
NR8418--MA0741.1.KLF16	chr10	122976232	122976242	+	0.000	0.000	Merged-chr10-122976254-31
NR47902--MA0599.1.KLF5	chr5	67155755	67155764	+	0.000	0.000	Merged-chr5-67155759-12
NR63033--MA0039.3.KLF4	chr8	124794655	124794665	+	0.000	0.000	Merged-chr8-124794523-6
NR18331--MA1107.1.KLF9	chr13	114444910	114444922	+	0.000	0.000	Merged-chr13-114444756-1
NR49367--MA0740.1.KLF14	chr5	114041784	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR58462--MA0493.1.Klf1	chr7	117449797	117449807	+	0.000	0.000	Merged-chr7-117449738-12
NR63870--MA0740.1.KLF14	chr9	40997190	40997203	-	0.000	0.000	Merged-chr9-40997043-1
NR47785--MA0493.1.Klf1	chr5	64864832	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR37527--MA0599.1.KLF5	chr2	164828986	164828995	+	0.000	0.000	Merged-chr2-164829091-12
NR63563--MA0742.1.Klf12	chr9	22468430	22468444	+	0.000	0.000	Merged-chr9-22468507-1
NR59258--MA0741.1.KLF16	chr7	132792545	132792555	+	0.000	0.000	Merged-chr7-132792649-7
NR48763--MA0493.1.Klf1	chr5	100572397	100572407	-	0.000	0.000	Merged-chr5-100572278-24
NR28577--MA0493.1.Klf1	chr17	83809354	83809364	+	0.000	0.000	Merged-chr17-83809391-18
NR14613--MA0741.1.KLF16	chr12	100480844	100480854	+	0.000	0.000	Merged-chr12-100480598-53
NR35462--MA0039.3.KLF4	chr2	103658741	103658751	-	0.000	0.000	Merged-chr2-103658723-12
NR57013--MA0039.3.KLF4	chr7	67444544	67444554	-	0.000	0.000	Merged-chr7-67444614-20
NR15276--MA0039.3.KLF4	chr12	112699402	112699412	+	0.000	0.000	Merged-chr12-112699364-12
NR64481--MA0039.3.KLF4	chr9	62412493	62412503	+	0.000	0.000	Merged-chr9-62412387-14
NR35804--MA0741.1.KLF16	chr2	118499607	118499617	-	0.000	0.000	Merged-chr2-118499587-16
NR66607--MA0657.1.KLF13	chr9	118845269	118845286	+	0.000	0.000	Merged-chr9-118845184-15
NR53456--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR14518--MA1107.1.KLF9	chr12	94083629	94083641	+	0.000	0.000	Merged-chr12-94083592-14
