#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR10887--MA0591.1.Bach1::Mafk	chr7	110824142	110824156	-	0.000	0.000	Merged-chr7-110824322-44
NR9837--MA0089.1.MAFG::NFE2L1	chr6	73210625	73210630	+	0.000	0.000	Merged-chr6-73210689-51
NR7117--MA0495.2.MAFF	chr2	148537465	148537485	+	0.000	0.000	Merged-chr2-148537326-5
NR5666--MA0501.1.MAF::NFE2	chr18	39657179	39657193	+	0.000	0.000	Merged-chr18-39657147-8
NR5039--MA0501.1.MAF::NFE2	chr16	96912103	96912117	-	0.000	0.000	Merged-chr16-96912143-1
NR11042--MA0495.2.MAFF	chr7	126725174	126725194	-	0.000	0.000	Merged-chr7-126725257-13
NR9067--MA0501.1.MAF::NFE2	chr5	64580282	64580296	-	0.000	0.000	Merged-chr5-64580190-8
NR9780--MA0495.2.MAFF	chr6	65765317	65765337	+	0.000	0.000	Merged-chr6-65765316-29
NR4671--MA0495.2.MAFF	chr16	23175324	23175344	+	0.000	0.000	Merged-chr16-23175130-44
NR3725--MA0501.1.MAF::NFE2	chr14	26919493	26919507	+	0.000	0.000	Merged-chr14-26919575-5
NR11568--MA0089.1.MAFG::NFE2L1	chr8	114715876	114715881	-	0.000	0.000	Merged-chr8-114715934-2
NR10162--MA0496.2.MAFK	chr6	128345841	128345859	+	0.000	0.000	Merged-chr6-128345779-18
NR3586--MA0591.1.Bach1::Mafk	chr13	110842274	110842288	-	0.000	0.000	Merged-chr13-110842123-42
NR1045--MA0117.2.Mafb	chr10	14432733	14432744	+	0.000	0.000	Merged-chr10-14432723-10
NR3531--MA0089.1.MAFG::NFE2L1	chr13	107967029	107967034	+	0.000	0.000	Merged-chr13-107967058-4
NR4783--MA0495.2.MAFF	chr16	45310575	45310595	-	0.000	0.000	Merged-chr16-45310615-7
NR7119--MA0659.1.MAFG	chr2	148537465	148537485	+	0.000	0.000	Merged-chr2-148537326-5
NR1096--MA0089.1.MAFG::NFE2L1	chr10	25185518	25185523	+	0.000	0.000	Merged-chr10-25185355-12
NR4673--MA0659.1.MAFG	chr16	23175324	23175344	+	0.000	0.000	Merged-chr16-23175130-44
NR11599--MA0117.2.Mafb	chr8	117299269	117299280	+	0.000	0.000	Merged-chr8-117299202-13
NR8390--MA0089.1.MAFG::NFE2L1	chr4	95530989	95530994	+	0.000	0.000	Merged-chr4-95530923-13
NR11808--MA0495.2.MAFF	chr9	14248437	14248457	-	0.000	0.000	Merged-chr9-14248366-20
NR6929--MA0117.2.Mafb	chr2	125948442	125948453	+	0.000	0.000	Merged-chr2-125948432-8
NR12003--MA0089.1.MAFG::NFE2L1	chr9	63133597	63133602	+	0.000	0.000	Merged-chr9-63133405-2
NR9947--MA0591.1.Bach1::Mafk	chr6	99498105	99498119	+	0.000	0.000	Merged-chr6-99498294-17
NR3187--MA0501.1.MAF::NFE2	chr13	42113899	42113913	-	0.000	0.000	Merged-chr13-42113906-29
NR8151--MA0501.1.MAF::NFE2	chr4	19311162	19311176	+	0.000	0.000	Merged-chr4-19311302-15
NR12380--MA0089.1.MAFG::NFE2L1	chr9	121215805	121215810	-	0.000	0.000	Merged-chr9-121215745-30
NR12034--MA0495.2.MAFF	chr9	68717083	68717103	-	0.000	0.000	Merged-chr9-68717105-6
NR8370--MA0117.2.Mafb	chr4	89350396	89350407	+	0.000	0.000	Merged-chr4-89350457-2
NR6947--MA0089.1.MAFG::NFE2L1	chr2	128372394	128372399	-	0.000	0.000	Merged-chr2-128372488-21
NR9798--MA0591.1.Bach1::Mafk	chr6	67668303	67668317	-	0.000	0.000	Merged-chr6-67668321-12
NR349--MA0089.1.MAFG::NFE2L1	chr1	90739103	90739108	+	0.000	0.000	Merged-chr1-90739110-18
NR6114--MA0501.1.MAF::NFE2	chr19	34505418	34505432	-	0.000	0.000	Merged-chr19-34505331-35
NR3076--MA0501.1.MAF::NFE2	chr13	13582231	13582245	+	0.000	0.000	Merged-chr13-13582107-29
NR1439--MA0591.1.Bach1::Mafk	chr10	89589889	89589903	-	0.000	0.000	Merged-chr10-89590018-36
NR10890--MA0117.2.Mafb	chr7	111182262	111182273	+	0.000	0.000	Merged-chr7-111182467-25
NR12036--MA0659.1.MAFG	chr9	68717083	68717103	-	0.000	0.000	Merged-chr9-68717105-6
NR2990--MA0089.1.MAFG::NFE2L1	chr12	116140770	116140775	+	0.000	0.000	Merged-chr12-116140817-28
NR10533--MA0501.1.MAF::NFE2	chr7	34322216	34322230	+	0.000	0.000	Merged-chr7-34322146-9
NR3267--MA0591.1.Bach1::Mafk	chr13	52915692	52915706	-	0.000	0.000	Merged-chr13-52915528-4
NR6793--MA0501.1.MAF::NFE2	chr2	114059834	114059848	+	0.000	0.000	Merged-chr2-114059851-34
NR4975--MA0089.1.MAFG::NFE2L1	chr16	92744079	92744084	+	0.000	0.000	Merged-chr16-92743989-33
NR5951--MA0501.1.MAF::NFE2	chr19	5050388	5050402	+	0.000	0.000	Merged-chr19-5050338-24
NR297--MA0117.2.Mafb	chr1	82870416	82870427	+	0.000	0.000	Merged-chr1-82870408-8
NR1987--MA0089.1.MAFG::NFE2L1	chr11	63873441	63873446	-	0.000	0.000	Merged-chr11-63873500-16
NR11967--MA0659.1.MAFG	chr9	61187130	61187150	-	0.000	0.000	Merged-chr9-61187199-16
NR12397--MA0495.2.MAFF	chr9	123740893	123740913	-	0.000	0.000	Merged-chr9-123740966-33
NR6481--MA0591.1.Bach1::Mafk	chr2	38548159	38548173	+	0.000	0.000	Merged-chr2-38548313-22
NR11705--MA0496.2.MAFK	chr8	125344033	125344051	-	0.000	0.000	Merged-chr8-125344095-45
NR2805--MA0591.1.Bach1::Mafk	chr12	99874754	99874768	+	0.000	0.000	Merged-chr12-99874750-2
NR10649--MA0117.2.Mafb	chr7	73517596	73517607	-	0.000	0.000	Merged-chr7-73517689-25
NR10344--MA0089.1.MAFG::NFE2L1	chr6	145256833	145256838	-	0.000	0.000	Merged-chr6-145256997-16
NR266--MA0591.1.Bach1::Mafk	chr1	78644144	78644158	-	0.000	0.000	Merged-chr1-78644356-22
NR5510--MA0089.1.MAFG::NFE2L1	chr17	88213608	88213613	+	0.000	0.000	Merged-chr17-88213709-19
NR5795--MA0117.2.Mafb	chr18	68234736	68234747	+	0.000	0.000	Merged-chr18-68234781-25
NR7004--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR5221--MA0089.1.MAFG::NFE2L1	chr17	34555705	34555710	-	0.000	0.000	Merged-chr17-34555638-13
NR9922--MA0659.1.MAFG	chr6	97447130	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR8259--MA0501.1.MAF::NFE2	chr4	56944548	56944562	+	0.000	0.000	Merged-chr4-56944579-16
NR846--MA0496.2.MAFK	chr1	182100629	182100647	+	0.000	0.000	Merged-chr1-182100503-13
NR6318--MA0501.1.MAF::NFE2	chr2	8870268	8870282	+	0.000	0.000	Merged-chr2-8870300-9
NR10733--MA0089.1.MAFG::NFE2L1	chr7	83671784	83671789	+	0.000	0.000	Merged-chr7-83671717-3
NR11564--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR7546--MA0591.1.Bach1::Mafk	chr3	37174728	37174742	+	0.000	0.000	Merged-chr3-37174845-28
NR7868--MA0591.1.Bach1::Mafk	chr3	123192156	123192170	+	0.000	0.000	Merged-chr3-123192207-28
NR4480--MA0089.1.MAFG::NFE2L1	chr15	91619520	91619525	-	0.000	0.000	Merged-chr15-91619613-11
NR11725--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR9924--MA0501.1.MAF::NFE2	chr6	97447136	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR6723--MA0501.1.MAF::NFE2	chr2	101616049	101616063	+	0.000	0.000	Merged-chr2-101616143-32
NR1013--MA0089.1.MAFG::NFE2L1	chr10	4671392	4671397	-	0.000	0.000	Merged-chr10-4671393-20
NR7870--MA0496.2.MAFK	chr3	123192154	123192172	+	0.000	0.000	Merged-chr3-123192207-28
NR11308--MA0495.2.MAFF	chr8	54660905	54660925	+	0.000	0.000	Merged-chr8-54660891-16
NR1531--MA0591.1.Bach1::Mafk	chr10	105229295	105229309	-	0.000	0.000	Merged-chr10-105229362-2
NR3269--MA0496.2.MAFK	chr13	52915690	52915708	+	0.000	0.000	Merged-chr13-52915528-4
NR6612--MA0501.1.MAF::NFE2	chr2	70920183	70920197	+	0.000	0.000	Merged-chr2-70920097-22
NR892--MA0591.1.Bach1::Mafk	chr1	184751389	184751403	-	0.000	0.000	Merged-chr1-184751461-18
NR2359--MA0089.1.MAFG::NFE2L1	chr11	112889855	112889860	+	0.000	0.000	Merged-chr11-112889934-3
NR5417--MA0501.1.MAF::NFE2	chr17	74808035	74808049	+	0.000	0.000	Merged-chr17-74808088-1
NR184--MA0591.1.Bach1::Mafk	chr1	58029745	58029759	+	0.000	0.000	Merged-chr1-58029750-23
NR6107--MA0659.1.MAFG	chr19	33429569	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR2268--MA0501.1.MAF::NFE2	chr11	101697341	101697355	-	0.000	0.000	Merged-chr11-101697250-12
NR9955--MA0089.1.MAFG::NFE2L1	chr6	100255720	100255725	+	0.000	0.000	Merged-chr6-100255672-12
NR7571--MA0591.1.Bach1::Mafk	chr3	52975327	52975341	-	0.000	0.000	Merged-chr3-52975382-13
NR7087--MA0496.2.MAFK	chr2	145804908	145804926	-	0.000	0.000	Merged-chr2-145804796-32
NR10484--MA0117.2.Mafb	chr7	19819198	19819209	-	0.000	0.000	Merged-chr7-19819165-4
NR12123--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR3090--MA0496.2.MAFK	chr13	18757807	18757825	+	0.000	0.000	Merged-chr13-18757680-4
NR8837--MA0089.1.MAFG::NFE2L1	chr4	154635114	154635119	-	0.000	0.000	Merged-chr4-154635177-1
NR2559--MA0089.1.MAFG::NFE2L1	chr12	25957700	25957705	+	0.000	0.000	Merged-chr12-25957783-13
NR6973--MA0501.1.MAF::NFE2	chr2	131386618	131386632	+	0.000	0.000	Merged-chr2-131386542-16
NR4395--MA0496.2.MAFK	chr15	73627475	73627493	-	0.000	0.000	Merged-chr15-73627530-51
NR9954--MA0117.2.Mafb	chr6	100255567	100255578	+	0.000	0.000	Merged-chr6-100255672-12
NR6650--MA0089.1.MAFG::NFE2L1	chr2	79698315	79698320	+	0.000	0.000	Merged-chr2-79698404-21
NR8176--MA0501.1.MAF::NFE2	chr4	32405326	32405340	-	0.000	0.000	Merged-chr4-32405236-4
NR11929--MA0501.1.MAF::NFE2	chr9	55410493	55410507	+	0.000	0.000	Merged-chr9-55410514-19
NR635--MA0591.1.Bach1::Mafk	chr1	156217609	156217623	-	0.000	0.000	Merged-chr1-156217514-18
NR3837--MA0501.1.MAF::NFE2	chr14	59555039	59555053	+	0.000	0.000	Merged-chr14-59555150-10
NR9632--MA0659.1.MAFG	chr6	29735986	29736006	-	0.000	0.000	Merged-chr6-29735888-24
NR7100--MA0089.1.MAFG::NFE2L1	chr2	146517123	146517128	+	0.000	0.000	Merged-chr2-146517219-24
NR1639--MA0501.1.MAF::NFE2	chr10	121494133	121494147	-	0.000	0.000	Merged-chr10-121494014-41
NR7996--MA0496.2.MAFK	chr3	144134644	144134662	+	0.000	0.000	Merged-chr3-144134560-2
NR11105--MA0089.1.MAFG::NFE2L1	chr7	137843708	137843713	+	0.000	0.000	Merged-chr7-137843758-2
NR10156--MA0495.2.MAFF	chr6	128345840	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR1500--MA0089.1.MAFG::NFE2L1	chr10	96633521	96633526	-	0.000	0.000	Merged-chr10-96633546-4
NR6766--MA0591.1.Bach1::Mafk	chr2	107006144	107006158	+	0.000	0.000	Merged-chr2-107005967-12
NR8728--MA0496.2.MAFK	chr4	144916722	144916740	+	0.000	0.000	Merged-chr4-144916675-7
NR6246--MA0117.2.Mafb	chr19	58453447	58453458	-	0.000	0.000	Merged-chr19-58453335-13
NR4946--MA0496.2.MAFK	chr16	89974506	89974524	-	0.000	0.000	Merged-chr16-89974505-28
NR11812--MA0659.1.MAFG	chr9	14248437	14248457	-	0.000	0.000	Merged-chr9-14248366-20
NR113--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR12121--MA0495.2.MAFF	chr9	83564270	83564290	-	0.000	0.000	Merged-chr9-83564254-44
NR10432--MA0501.1.MAF::NFE2	chr7	12955040	12955054	+	0.000	0.000	Merged-chr7-12955055-4
NR9048--MA0496.2.MAFK	chr5	58084184	58084202	+	0.000	0.000	Merged-chr5-58084122-29
NR2556--MA0496.2.MAFK	chr12	25851736	25851754	+	0.000	0.000	Merged-chr12-25851772-17
NR8211--MA0117.2.Mafb	chr4	43172577	43172588	+	0.000	0.000	Merged-chr4-43172681-14
NR4903--MA0089.1.MAFG::NFE2L1	chr16	77038108	77038113	-	0.000	0.000	Merged-chr16-77038211-5
NR12032--MA0089.1.MAFG::NFE2L1	chr9	67902174	67902179	+	0.000	0.000	Merged-chr9-67901955-26
NR599--MA0117.2.Mafb	chr1	151465705	151465716	-	0.000	0.000	Merged-chr1-151465762-7
NR4404--MA0591.1.Bach1::Mafk	chr15	76190366	76190380	+	0.000	0.000	Merged-chr15-76190238-30
NR2136--MA0495.2.MAFF	chr11	83828747	83828767	-	0.000	0.000	Merged-chr11-83828814-21
NR11203--MA0089.1.MAFG::NFE2L1	chr8	10994024	10994029	+	0.000	0.000	Merged-chr8-10993981-20
NR4989--MA0117.2.Mafb	chr16	94414326	94414337	-	0.000	0.000	Merged-chr16-94414336-19
NR3195--MA0089.1.MAFG::NFE2L1	chr13	43788990	43788995	-	0.000	0.000	Merged-chr13-43789112-65
NR12549--MA0089.1.MAFG::NFE2L1	chrX	140664955	140664960	-	0.000	0.000	Merged-chrX-140664923-33
NR2140--MA0496.2.MAFK	chr11	83828748	83828766	-	0.000	0.000	Merged-chr11-83828814-21
NR4667--MA0659.1.MAFG	chr16	22794955	22794975	-	0.000	0.000	Merged-chr16-22794765-7
NR6794--MA0501.1.MAF::NFE2	chr2	114059828	114059842	-	0.000	0.000	Merged-chr2-114059851-34
NR11965--MA0591.1.Bach1::Mafk	chr9	61187133	61187147	-	0.000	0.000	Merged-chr9-61187199-16
NR10362--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR7576--MA0496.2.MAFK	chr3	55419475	55419493	-	0.000	0.000	Merged-chr3-55419547-37
NR2322--MA0591.1.Bach1::Mafk	chr11	108135095	108135109	+	0.000	0.000	Merged-chr11-108135170-1
NR1491--MA0501.1.MAF::NFE2	chr10	95998134	95998148	+	0.000	0.000	Merged-chr10-95998321-17
NR4772--MA0496.2.MAFK	chr16	44767055	44767073	+	0.000	0.000	Merged-chr16-44767090-2
NR11027--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR5670--MA0495.2.MAFF	chr18	39877921	39877941	-	0.000	0.000	Merged-chr18-39877975-43
NR8368--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR7162--MA0117.2.Mafb	chr2	151944386	151944397	-	0.000	0.000	Merged-chr2-151944383-43
NR11411--MA0501.1.MAF::NFE2	chr8	79679128	79679142	+	0.000	0.000	Merged-chr8-79679083-33
NR1530--MA0495.2.MAFF	chr10	105229292	105229312	-	0.000	0.000	Merged-chr10-105229362-2
NR10379--MA0501.1.MAF::NFE2	chr6	147155312	147155326	+	0.000	0.000	Merged-chr6-147155344-5
NR8040--MA0591.1.Bach1::Mafk	chr3	148465200	148465214	+	0.000	0.000	Merged-chr3-148465027-5
NR3349--MA0117.2.Mafb	chr13	72818128	72818139	-	0.000	0.000	Merged-chr13-72817976-1
NR7626--MA0089.1.MAFG::NFE2L1	chr3	79336218	79336223	-	0.000	0.000	Merged-chr3-79336264-23
NR3275--MA0501.1.MAF::NFE2	chr13	54569973	54569987	+	0.000	0.000	Merged-chr13-54570147-9
NR1532--MA0659.1.MAFG	chr10	105229292	105229312	+	0.000	0.000	Merged-chr10-105229362-2
NR10777--MA0089.1.MAFG::NFE2L1	chr7	97355066	97355071	-	0.000	0.000	Merged-chr7-97355237-14
NR7222--MA0089.1.MAFG::NFE2L1	chr2	158160169	158160174	+	0.000	0.000	Merged-chr2-158160127-37
NR9207--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR11815--MA0496.2.MAFK	chr9	14248438	14248456	-	0.000	0.000	Merged-chr9-14248366-20
NR4173--MA0591.1.Bach1::Mafk	chr15	28081379	28081393	+	0.000	0.000	Merged-chr15-28081319-36
NR5751--MA0591.1.Bach1::Mafk	chr18	61626443	61626457	+	0.000	0.000	Merged-chr18-61626581-16
NR11045--MA0496.2.MAFK	chr7	126725175	126725193	+	0.000	0.000	Merged-chr7-126725257-13
NR1622--MA0089.1.MAFG::NFE2L1	chr10	118766320	118766325	+	0.000	0.000	Merged-chr10-118766153-45
NR4786--MA0496.2.MAFK	chr16	45310576	45310594	+	0.000	0.000	Merged-chr16-45310615-7
NR2172--MA0496.2.MAFK	chr11	87724907	87724925	-	0.000	0.000	Merged-chr11-87724985-4
NR11883--MA0591.1.Bach1::Mafk	chr9	44510603	44510617	-	0.000	0.000	Merged-chr9-44510535-66
NR10609--MA0496.2.MAFK	chr7	58730409	58730427	+	0.000	0.000	Merged-chr7-58730426-6
NR5176--MA0089.1.MAFG::NFE2L1	chr17	28701353	28701358	+	0.000	0.000	Merged-chr17-28701389-22
NR2903--MA0501.1.MAF::NFE2	chr12	110389664	110389678	-	0.000	0.000	Merged-chr12-110389691-32
NR858--MA0495.2.MAFF	chr1	183052781	183052801	+	0.000	0.000	Merged-chr1-183052837-15
NR12176--MA0495.2.MAFF	chr9	92602540	92602560	+	0.000	0.000	Merged-chr9-92602445-4
NR3089--MA0591.1.Bach1::Mafk	chr13	18757809	18757823	-	0.000	0.000	Merged-chr13-18757680-4
NR10768--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR2992--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR10209--MA0089.1.MAFG::NFE2L1	chr6	134021043	134021048	+	0.000	0.000	Merged-chr6-134020995-11
NR676--MA0089.1.MAFG::NFE2L1	chr1	161436811	161436816	-	0.000	0.000	Merged-chr1-161436721-21
NR4689--MA0501.1.MAF::NFE2	chr16	24828452	24828466	-	0.000	0.000	Merged-chr16-24828599-16
NR8721--MA0495.2.MAFF	chr4	144916721	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR2079--MA0495.2.MAFF	chr11	74973439	74973459	+	0.000	0.000	Merged-chr11-74973432-13
NR277--MA0501.1.MAF::NFE2	chr1	80321300	80321314	-	0.000	0.000	Merged-chr1-80321528-19
NR6015--MA0089.1.MAFG::NFE2L1	chr19	14534417	14534422	-	0.000	0.000	Merged-chr19-14534548-20
NR3316--MA0089.1.MAFG::NFE2L1	chr13	67082079	67082084	+	0.000	0.000	Merged-chr13-67082172-4
NR11791--MA0089.1.MAFG::NFE2L1	chr9	7510032	7510037	+	0.000	0.000	Merged-chr9-7510063-49
NR10428--MA0117.2.Mafb	chr7	12955043	12955054	-	0.000	0.000	Merged-chr7-12955055-4
NR10213--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR4144--MA0117.2.Mafb	chr15	8616120	8616131	-	0.000	0.000	Merged-chr15-8616259-27
NR12037--MA0496.2.MAFK	chr9	68717084	68717102	+	0.000	0.000	Merged-chr9-68717105-6
NR5678--MA0089.1.MAFG::NFE2L1	chr18	41979645	41979650	+	0.000	0.000	Merged-chr18-41979653-39
NR1559--MA0089.1.MAFG::NFE2L1	chr10	112278315	112278320	-	0.000	0.000	Merged-chr10-112278323-19
NR4634--MA0089.1.MAFG::NFE2L1	chr16	17024650	17024655	-	0.000	0.000	Merged-chr16-17024705-22
NR12052--MA0089.1.MAFG::NFE2L1	chr9	70310163	70310168	+	0.000	0.000	Merged-chr9-70310142-32
NR4143--MA0089.1.MAFG::NFE2L1	chr15	8577694	8577699	+	0.000	0.000	Merged-chr15-8577774-16
NR11968--MA0496.2.MAFK	chr9	61187131	61187149	+	0.000	0.000	Merged-chr9-61187199-16
NR8723--MA0117.2.Mafb	chr4	144916730	144916741	-	0.000	0.000	Merged-chr4-144916675-7
NR963--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR9171--MA0495.2.MAFF	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR6103--MA0495.2.MAFF	chr19	33429569	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR11813--MA0501.1.MAF::NFE2	chr9	14248437	14248451	-	0.000	0.000	Merged-chr9-14248366-20
NR1155--MA0501.1.MAF::NFE2	chr10	39764838	39764852	-	0.000	0.000	Merged-chr10-39764888-24
NR475--MA0501.1.MAF::NFE2	chr1	127320080	127320094	+	0.000	0.000	Merged-chr1-127320105-13
NR636--MA0501.1.MAF::NFE2	chr1	156217606	156217620	-	0.000	0.000	Merged-chr1-156217514-18
NR111--MA0495.2.MAFF	chr1	39196872	39196892	+	0.000	0.000	Merged-chr1-39196974-45
NR8177--MA0501.1.MAF::NFE2	chr4	32424392	32424406	-	0.000	0.000	Merged-chr4-32424256-17
NR11702--MA0501.1.MAF::NFE2	chr8	125344038	125344052	+	0.000	0.000	Merged-chr8-125344095-45
NR7157--MA0089.1.MAFG::NFE2L1	chr2	150918921	150918926	+	0.000	0.000	Merged-chr2-150918832-31
NR5264--MA0495.2.MAFF	chr17	42887610	42887630	-	0.000	0.000	Merged-chr17-42887503-23
NR603--MA0591.1.Bach1::Mafk	chr1	152038378	152038392	+	0.000	0.000	Merged-chr1-152038311-34
NR8066--MA0501.1.MAF::NFE2	chr3	152800796	152800810	-	0.000	0.000	Merged-chr3-152800764-1
NR3714--MA0591.1.Bach1::Mafk	chr14	25033085	25033099	-	0.000	0.000	Merged-chr14-25033079-23
NR10158--MA0591.1.Bach1::Mafk	chr6	128345843	128345857	+	0.000	0.000	Merged-chr6-128345779-18
NR2486--MA0089.1.MAFG::NFE2L1	chr12	3846299	3846304	-	0.000	0.000	Merged-chr12-3846265-11
NR4731--MA0117.2.Mafb	chr16	34664802	34664813	+	0.000	0.000	Merged-chr16-34664723-11
NR3791--MA0089.1.MAFG::NFE2L1	chr14	51386090	51386095	-	0.000	0.000	Merged-chr14-51385941-36
NR5776--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR6971--MA0591.1.Bach1::Mafk	chr2	131386544	131386558	-	0.000	0.000	Merged-chr2-131386542-16
NR7644--MA0501.1.MAF::NFE2	chr3	85023090	85023104	+	0.000	0.000	Merged-chr3-85023059-16
NR9301--MA0089.1.MAFG::NFE2L1	chr5	107754956	107754961	-	0.000	0.000	Merged-chr5-107754930-37
NR11696--MA0495.2.MAFF	chr8	125344032	125344052	+	0.000	0.000	Merged-chr8-125344095-45
NR8091--MA0591.1.Bach1::Mafk	chr3	155235653	155235667	+	0.000	0.000	Merged-chr3-155235663-12
NR8286--MA0089.1.MAFG::NFE2L1	chr4	63018272	63018277	-	0.000	0.000	Merged-chr4-63018226-1,Merged-chr4-63018456-1
NR820--MA0591.1.Bach1::Mafk	chr1	181157219	181157233	-	0.000	0.000	Merged-chr1-181157308-13
NR3751--MA0496.2.MAFK	chr14	33400262	33400280	+	0.000	0.000	Merged-chr14-33400156-27
NR364--MA0659.1.MAFG	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR6305--MA0591.1.Bach1::Mafk	chr2	3925275	3925289	+	0.000	0.000	Merged-chr2-3925386-29
NR5286--MA0591.1.Bach1::Mafk	chr17	47171428	47171442	+	0.000	0.000	Merged-chr17-47171280-54
NR10029--MA0089.1.MAFG::NFE2L1	chr6	114790344	114790349	-	0.000	0.000	Merged-chr6-114790345-26
NR987--MA0089.1.MAFG::NFE2L1	chr1	193102918	193102923	+	0.000	0.000	Merged-chr1-193102904-19
NR10161--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR1266--MA0089.1.MAFG::NFE2L1	chr10	61715406	61715411	+	0.000	0.000	Merged-chr10-61715305-29
NR10971--MA0089.1.MAFG::NFE2L1	chr7	117988649	117988654	-	0.000	0.000	Merged-chr7-117988670-8
NR1097--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR10183--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR4152--MA0089.1.MAFG::NFE2L1	chr15	10583678	10583683	+	0.000	0.000	Merged-chr15-10583571-15
NR11698--MA0117.2.Mafb	chr8	125344041	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1020--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR12041--MA0501.1.MAF::NFE2	chr9	68972418	68972432	+	0.000	0.000	Merged-chr9-68972513-17
NR9427--MA0089.1.MAFG::NFE2L1	chr5	134482411	134482416	-	0.000	0.000	Merged-chr5-134482403-23
NR821--MA0659.1.MAFG	chr1	181157216	181157236	+	0.000	0.000	Merged-chr1-181157308-13
NR5019--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR9514--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR3911--MA0591.1.Bach1::Mafk	chr14	70096508	70096522	+	0.000	0.000	Merged-chr14-70096534-4
NR8333--MA0495.2.MAFF	chr4	88079188	88079208	+	0.000	0.000	Merged-chr4-88079193-33
NR8499--MA0089.1.MAFG::NFE2L1	chr4	116300990	116300995	+	0.000	0.000	Merged-chr4-116301152-13
NR9885--MA0501.1.MAF::NFE2	chr6	90422837	90422851	-	0.000	0.000	Merged-chr6-90422836-47
NR2597--MA0089.1.MAFG::NFE2L1	chr12	36241354	36241359	+	0.000	0.000	Merged-chr12-36241330-19
NR9393--MA0591.1.Bach1::Mafk	chr5	123512314	123512328	-	0.000	0.000	Merged-chr5-123512374-9
NR11621--MA0089.1.MAFG::NFE2L1	chr8	119678634	119678639	-	0.000	0.000	Merged-chr8-119678653-6
NR185--MA0501.1.MAF::NFE2	chr1	58029748	58029762	+	0.000	0.000	Merged-chr1-58029750-23
NR9781--MA0495.2.MAFF	chr6	65765317	65765337	-	0.000	0.000	Merged-chr6-65765316-29
NR4672--MA0495.2.MAFF	chr16	23175324	23175344	-	0.000	0.000	Merged-chr16-23175130-44
NR10163--MA0496.2.MAFK	chr6	128345841	128345859	-	0.000	0.000	Merged-chr6-128345779-18
