#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_up.bed
NR61465--MA0742.1.Klf12	chr7	130812682	130812696	-	0.000	0.000	Merged-chr7-130812664-20
NR45538--MA1107.1.KLF9	chr4	89359529	89359541	-	0.000	0.000	Merged-chr4-89359690-21
NR10357--MA0599.1.KLF5	chr11	67633844	67633853	-	0.000	0.000	Merged-chr11-67633953-18
NR22112--MA0742.1.Klf12	chr15	25692698	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR65169--MA1107.1.KLF9	chr8	123163071	123163083	+	0.000	0.000	Merged-chr8-123163099-40
NR11120--MA0599.1.KLF5	chr11	82205855	82205864	+	0.000	0.000	Merged-chr11-82205985-28
NR49436--MA0039.3.KLF4	chr5	53437813	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR34222--MA0599.1.KLF5	chr19	57894447	57894456	-	0.000	0.000	Merged-chr19-57894362-1
NR14036--MA0599.1.KLF5	chr12	52383137	52383146	-	0.000	0.000	Merged-chr12-52383146-23
NR8205--MA0741.1.KLF16	chr10	117660143	117660153	-	0.000	0.000	Merged-chr10-117659981-30
NR22768--MA0493.1.Klf1	chr15	59805063	59805073	-	0.000	0.000	Merged-chr15-59805045-21
NR29828--MA1107.1.KLF9	chr17	84056506	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR45794--MA0740.1.KLF14	chr4	101496656	101496669	-	0.000	0.000	Merged-chr4-101496663-37
NR18730--MA1107.1.KLF9	chr13	108170100	108170112	+	0.000	0.000	Merged-chr13-108170237-20
NR27163--MA0742.1.Klf12	chr17	12715315	12715329	+	0.000	0.000	Merged-chr17-12715294-20
NR55890--MA0741.1.KLF16	chr6	121017543	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR64670--MA1107.1.KLF9	chr8	114888552	114888564	-	0.000	0.000	Merged-chr8-114888790-56
NR67247--MA0599.1.KLF5	chr9	75222103	75222112	-	0.000	0.000	Merged-chr9-75222047-24
NR68798--MA0599.1.KLF5	chr9	114978155	114978164	+	0.000	0.000	Merged-chr9-114978138-2
NR42413--MA0599.1.KLF5	chr3	121570967	121570976	-	0.000	0.000	Merged-chr3-121570822-16
NR53178--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR5633--MA0740.1.KLF14	chr10	42699280	42699293	+	0.000	0.000	Merged-chr10-42699170-35
NR69561--MA0599.1.KLF5	chrX	11807628	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR16074--MA0741.1.KLF16	chr12	118213901	118213911	-	0.000	0.000	Merged-chr12-118213971-4
NR14040--MA0493.1.Klf1	chr12	52383132	52383142	-	0.000	0.000	Merged-chr12-52383146-23
NR53747--MA1107.1.KLF9	chr6	34364840	34364852	-	0.000	0.000	Merged-chr6-34364838-25
NR22116--MA0741.1.KLF16	chr15	25692701	25692711	-	0.000	0.000	Merged-chr15-25692698-43
NR43503--MA0599.1.KLF5	chr3	146220942	146220951	+	0.000	0.000	Merged-chr3-146220972-27
NR22097--MA0741.1.KLF16	chr15	25413775	25413785	+	0.000	0.000	Merged-chr15-25413790-40
NR28680--MA1107.1.KLF9	chr17	47171161	47171173	-	0.000	0.000	Merged-chr17-47171280-54
NR60182--MA0741.1.KLF16	chr7	99834114	99834124	-	0.000	0.000	Merged-chr7-99833987-52
NR28873--MA0742.1.Klf12	chr17	52569688	52569702	-	0.000	0.000	Merged-chr17-52569832-16
NR22446--MA0493.1.Klf1	chr15	38709602	38709612	+	0.000	0.000	Merged-chr15-38709565-1
NR10338--MA0741.1.KLF16	chr11	66961666	66961676	+	0.000	0.000	Merged-chr11-66961666-9
NR16901--MA0599.1.KLF5	chr13	49147868	49147877	-	0.000	0.000	Merged-chr13-49147793-21
NR69413--MA0493.1.Klf1	chr9	124028677	124028687	+	0.000	0.000	Merged-chr9-124028680-14
NR10800--MA0493.1.Klf1	chr11	76184660	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR34221--MA0741.1.KLF16	chr19	57894404	57894414	-	0.000	0.000	Merged-chr19-57894362-1
NR18520--MA1107.1.KLF9	chr13	102284462	102284474	+	0.000	0.000	Merged-chr13-102284441-1
NR19037--MA1107.1.KLF9	chr13	113023843	113023855	-	0.000	0.000	Merged-chr13-113023939-34
NR4946--MA0493.1.Klf1	chr10	7212276	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR60214--MA0741.1.KLF16	chr7	100700069	100700079	-	0.000	0.000	Merged-chr7-100699955-31
NR2786--MA0742.1.Klf12	chr1	153380033	153380047	+	0.000	0.000	Merged-chr1-153380015-29
NR61457--MA0742.1.Klf12	chr7	130369645	130369659	+	0.000	0.000	Merged-chr7-130369779-7
NR2905--MA0741.1.KLF16	chr1	156217597	156217607	+	0.000	0.000	Merged-chr1-156217514-18
NR34329--MA1107.1.KLF9	chr19	59926258	59926270	+	0.000	0.000	Merged-chr19-59926305-20
NR2886--MA0741.1.KLF16	chr1	155647088	155647098	+	0.000	0.000	Merged-chr1-155646912-20
NR37193--MA0740.1.KLF14	chr2	117089691	117089704	-	0.000	0.000	Merged-chr2-117089625-28
NR55901--MA0741.1.KLF16	chr6	121110158	121110168	-	0.000	0.000	Merged-chr6-121110104-77
NR29076--MA0039.3.KLF4	chr17	57335020	57335030	-	0.000	0.000	Merged-chr17-57334984-16
NR28676--MA1107.1.KLF9	chr17	47171153	47171165	-	0.000	0.000	Merged-chr17-47171280-54
NR45795--MA0657.1.KLF13	chr4	101496653	101496670	-	0.000	0.000	Merged-chr4-101496663-37
NR56960--MA0599.1.KLF5	chr6	142856632	142856641	+	0.000	0.000	Merged-chr6-142856601-13
NR39484--MA0599.1.KLF5	chr2	170206037	170206046	-	0.000	0.000	Merged-chr2-170206161-1
NR20501--MA0657.1.KLF13	chr14	61778878	61778895	-	0.000	0.000	Merged-chr14-61778850-45
NR493--MA1107.1.KLF9	chr1	39196989	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR18516--MA1107.1.KLF9	chr13	102284454	102284466	+	0.000	0.000	Merged-chr13-102284441-1
NR66525--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR66864--MA1107.1.KLF9	chr9	65003981	65003993	+	0.000	0.000	Merged-chr9-65004115-12
NR18726--MA0039.3.KLF4	chr13	108170106	108170116	+	0.000	0.000	Merged-chr13-108170237-20
NR70034--MA0599.1.KLF5	chrX	99042541	99042550	-	0.000	0.000	Merged-chrX-99042663-22
NR55829--MA1107.1.KLF9	chr6	120206737	120206749	+	0.000	0.000	Merged-chr6-120206801-39
NR62743--MA0599.1.KLF5	chr8	34798286	34798295	-	0.000	0.000	Merged-chr8-34798144-28
NR59875--MA1107.1.KLF9	chr7	90410094	90410106	+	0.000	0.000	Merged-chr7-90410085-21
NR23223--MA0493.1.Klf1	chr15	77071686	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR46315--MA0039.3.KLF4	chr4	118260694	118260704	+	0.000	0.000	Merged-chr4-118260858-21
NR2788--MA0039.3.KLF4	chr1	153380035	153380045	+	0.000	0.000	Merged-chr1-153380015-29
NR50039--MA0039.3.KLF4	chr5	86783217	86783227	+	0.000	0.000	Merged-chr5-86783243-43
NR69686--MA1107.1.KLF9	chrX	37142022	37142034	+	0.000	0.000	Merged-chrX-37141960-22
NR12447--MA1107.1.KLF9	chr11	109124575	109124587	+	0.000	0.000	Merged-chr11-109124612-1
NR16821--MA0599.1.KLF5	chr13	44507199	44507208	+	0.000	0.000	Merged-chr13-44507226-54
NR24886--MA0742.1.Klf12	chr16	10814915	10814929	+	0.000	0.000	Merged-chr16-10815093-30
NR15573--MA0741.1.KLF16	chr12	109446515	109446525	-	0.000	0.000	Merged-chr12-109446341-43
NR8213--MA1107.1.KLF9	chr10	117784740	117784752	+	0.000	0.000	Merged-chr10-117784888-21
NR57226--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR66098--MA0741.1.KLF16	chr9	40997192	40997202	-	0.000	0.000	Merged-chr9-40997043-1
NR35979--MA0742.1.Klf12	chr2	61755185	61755199	+	0.000	0.000	Merged-chr2-61755182-23
NR59744--MA0741.1.KLF16	chr7	81933868	81933878	-	0.000	0.000	Merged-chr7-81934005-74
NR70285--MA0599.1.KLF5	chrX	140664827	140664836	+	0.000	0.000	Merged-chrX-140664923-33
NR16006--MA0493.1.Klf1	chr12	117553356	117553366	-	0.000	0.000	Merged-chr12-117553468-60
NR66785--MA0599.1.KLF5	chr9	63698587	63698596	-	0.000	0.000	Merged-chr9-63698652-22
NR14430--MA1107.1.KLF9	chr12	73875313	73875325	+	0.000	0.000	Merged-chr12-73875329-23
NR60031--MA0599.1.KLF5	chr7	97042038	97042047	+	0.000	0.000	Merged-chr7-97042218-26
NR65121--MA1107.1.KLF9	chr8	122712175	122712187	-	0.000	0.000	Merged-chr8-122712057-14
NR10049--MA0493.1.Klf1	chr11	58283331	58283341	-	0.000	0.000	Merged-chr11-58283237-2
NR8209--MA1107.1.KLF9	chr10	117784732	117784744	+	0.000	0.000	Merged-chr10-117784888-21
NR58151--MA0599.1.KLF5	chr7	24481951	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR65136--MA0742.1.Klf12	chr8	122830610	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR5639--MA0599.1.KLF5	chr10	42699281	42699290	+	0.000	0.000	Merged-chr10-42699170-35
NR58035--MA0742.1.Klf12	chr7	19474335	19474349	-	0.000	0.000	Merged-chr7-19474220-17
NR19772--MA1107.1.KLF9	chr14	32388449	32388461	-	0.000	0.000	Merged-chr14-32388438-6
NR55204--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR54785--MA0493.1.Klf1	chr6	86645290	86645300	-	0.000	0.000	Merged-chr6-86645182-42
NR16844--MA0599.1.KLF5	chr13	45885060	45885069	+	0.000	0.000	Merged-chr13-45885080-29
NR58920--MA1107.1.KLF9	chr7	45025108	45025120	+	0.000	0.000	Merged-chr7-45025072-11
NR11225--MA0741.1.KLF16	chr11	85407803	85407813	+	0.000	0.000	Merged-chr11-85407928-27
NR2343--MA0742.1.Klf12	chr1	135766473	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR22111--MA0740.1.KLF14	chr15	25692699	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR31222--MA0493.1.Klf1	chr18	61481723	61481733	+	0.000	0.000	Merged-chr18-61481826-14
NR19666--MA0599.1.KLF5	chr14	27114835	27114844	+	0.000	0.000	Merged-chr14-27114945-21
NR32899--MA0599.1.KLF5	chr19	10305046	10305055	-	0.000	0.000	Merged-chr19-10304967-15
NR34500--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR61466--MA0599.1.KLF5	chr7	130812674	130812683	-	0.000	0.000	Merged-chr7-130812664-20
NR10672--MA0599.1.KLF5	chr11	74100917	74100926	-	0.000	0.000	Merged-chr11-74100988-13
NR12909--MA1107.1.KLF9	chr11	116688051	116688063	-	0.000	0.000	Merged-chr11-116688042-60
NR65145--MA0599.1.KLF5	chr8	122917783	122917792	+	0.000	0.000	Merged-chr8-122917932-59
NR12904--MA0039.3.KLF4	chr11	116688051	116688061	-	0.000	0.000	Merged-chr11-116688042-60
NR58156--MA0599.1.KLF5	chr7	24481986	24481995	-	0.000	0.000	Merged-chr7-24481860-36
NR47958--MA0741.1.KLF16	chr4	149664350	149664360	+	0.000	0.000	Merged-chr4-149664202-47
NR29329--MA0493.1.Klf1	chr17	70886880	70886890	-	0.000	0.000	Merged-chr17-70886838-34
NR24264--MA1107.1.KLF9	chr15	98699669	98699681	-	0.000	0.000	Merged-chr15-98699636-21
NR66859--MA0742.1.Klf12	chr9	65003981	65003995	+	0.000	0.000	Merged-chr9-65004115-12
NR34675--MA0741.1.KLF16	chr2	17597925	17597935	-	0.000	0.000	Merged-chr2-17597899-18
NR67096--MA0493.1.Klf1	chr9	70484978	70484988	+	0.000	0.000	Merged-chr9-70485119-27
NR66323--MA0039.3.KLF4	chr9	48447926	48447936	+	0.000	0.000	Merged-chr9-48448010-22
NR406--MA0599.1.KLF5	chr1	37469424	37469433	-	0.000	0.000	Merged-chr1-37469260-14
NR53177--MA0599.1.KLF5	chr5	149647679	149647688	+	0.000	0.000	Merged-chr5-149647772-15
NR44335--MA0599.1.KLF5	chr4	32425044	32425053	-	0.000	0.000	Merged-chr4-32425258-22
NR43469--MA0741.1.KLF16	chr3	146039644	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR55889--MA0493.1.Klf1	chr6	121017544	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR22882--MA0493.1.Klf1	chr15	64163724	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR59562--MA0742.1.Klf12	chr7	75914145	75914159	-	0.000	0.000	Merged-chr7-75914112-33
NR55903--MA0599.1.KLF5	chr6	121210730	121210739	+	0.000	0.000	Merged-chr6-121210795-40
NR65171--MA1107.1.KLF9	chr8	123163075	123163087	+	0.000	0.000	Merged-chr8-123163099-40
NR64906--MA0742.1.Klf12	chr8	120071855	120071869	+	0.000	0.000	Merged-chr8-120071867-24
NR8203--MA0741.1.KLF16	chr10	117660141	117660151	-	0.000	0.000	Merged-chr10-117659981-30
NR37848--MA0742.1.Klf12	chr2	132669325	132669339	+	0.000	0.000	Merged-chr2-132669439-31
NR26902--MA0599.1.KLF5	chr17	6279508	6279517	+	0.000	0.000	Merged-chr17-6279454-6
NR35716--MA1107.1.KLF9	chr2	53051379	53051391	-	0.000	0.000	Merged-chr2-53051556-37
NR27058--MA0740.1.KLF14	chr17	8306074	8306087	+	0.000	0.000	Merged-chr17-8305975-23
NR34672--MA0599.1.KLF5	chr2	17597916	17597925	-	0.000	0.000	Merged-chr2-17597899-18
NR8909--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR9559--MA0039.3.KLF4	chr11	43703696	43703706	+	0.000	0.000	Merged-chr11-43703862-10
NR489--MA0742.1.Klf12	chr1	39196987	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR58146--MA0039.3.KLF4	chr7	24452281	24452291	-	0.000	0.000	Merged-chr7-24452185-33
NR2068--MA0741.1.KLF16	chr1	128540353	128540363	+	0.000	0.000	Merged-chr1-128540410-9
NR38566--MA0599.1.KLF5	chr2	153292441	153292450	+	0.000	0.000	Merged-chr2-153292567-49
NR31049--MA0599.1.KLF5	chr18	55161851	55161860	-	0.000	0.000	Merged-chr18-55161771-19
NR58724--MA1107.1.KLF9	chr7	35742593	35742605	-	0.000	0.000	Merged-chr7-35742502-39
NR14034--MA0599.1.KLF5	chr12	52383127	52383136	-	0.000	0.000	Merged-chr12-52383146-23
NR3074--MA1107.1.KLF9	chr1	162477084	162477096	+	0.000	0.000	Merged-chr1-162477062-12
NR69890--MA0599.1.KLF5	chrX	71622512	71622521	+	0.000	0.000	Merged-chrX-71622436-27
NR3729--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR35850--MA0039.3.KLF4	chr2	59513731	59513741	-	0.000	0.000	Merged-chr2-59513816-12
NR49453--MA0493.1.Klf1	chr5	53605582	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR53745--MA1107.1.KLF9	chr6	33683799	33683811	-	0.000	0.000	Merged-chr6-33683719-46
NR42821--MA0742.1.Klf12	chr3	131490321	131490335	+	0.000	0.000	Merged-chr3-131490308-37
NR13694--MA0741.1.KLF16	chr12	25247231	25247241	-	0.000	0.000	Merged-chr12-25247115-16
NR56460--MA0493.1.Klf1	chr6	134348665	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR66789--MA0741.1.KLF16	chr9	63698636	63698646	+	0.000	0.000	Merged-chr9-63698652-22
NR69500--MA0741.1.KLF16	chrX	7586648	7586658	-	0.000	0.000	Merged-chrX-7586610-10
NR46314--MA0599.1.KLF5	chr4	118260711	118260720	+	0.000	0.000	Merged-chr4-118260858-21
NR2787--MA0599.1.KLF5	chr1	153380034	153380043	+	0.000	0.000	Merged-chr1-153380015-29
NR50038--MA0599.1.KLF5	chr5	86783216	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR28418--MA0741.1.KLF16	chr17	42883984	42883994	-	0.000	0.000	Merged-chr17-42883914-20
NR55780--MA0742.1.Klf12	chr6	119451004	119451018	+	0.000	0.000	Merged-chr6-119451010-23
NR10337--MA0493.1.Klf1	chr11	66961665	66961675	+	0.000	0.000	Merged-chr11-66961666-9
NR11306--MA0493.1.Klf1	chr11	87817280	87817290	+	0.000	0.000	Merged-chr11-87817234-11
NR35889--MA0742.1.Klf12	chr2	60375316	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR29827--MA0493.1.Klf1	chr17	84056508	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR2885--MA0493.1.Klf1	chr1	155647087	155647097	+	0.000	0.000	Merged-chr1-155646912-20
NR5585--MA0039.3.KLF4	chr10	41620110	41620120	-	0.000	0.000	Merged-chr10-41620205-22
NR34503--MA0741.1.KLF16	chr2	7270157	7270167	+	0.000	0.000	Merged-chr2-7270224-62
NR53267--MA0741.1.KLF16	chr5	150840390	150840400	+	0.000	0.000	Merged-chr5-150840546-64
NR59735--MA0599.1.KLF5	chr7	81454612	81454621	+	0.000	0.000	Merged-chr7-81454544-19
NR14048--MA0599.1.KLF5	chr12	52504868	52504877	+	0.000	0.000	Merged-chr12-52504676-5
NR35846--MA0039.3.KLF4	chr2	59513711	59513721	-	0.000	0.000	Merged-chr2-59513816-12
NR5642--MA0741.1.KLF16	chr10	42699263	42699273	+	0.000	0.000	Merged-chr10-42699170-35
NR3691--MA0741.1.KLF16	chr1	177008837	177008847	+	0.000	0.000	Merged-chr1-177008942-27
NR27059--MA0657.1.KLF13	chr17	8306073	8306090	+	0.000	0.000	Merged-chr17-8305975-23
NR45381--MA0599.1.KLF5	chr4	83354992	83355001	+	0.000	0.000	Merged-chr4-83354968-34
NR4733--MA1107.1.KLF9	chr1	193421574	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR23423--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR2898--MA1107.1.KLF9	chr1	156217439	156217451	-	0.000	0.000	Merged-chr1-156217514-18
NR47422--MA0599.1.KLF5	chr4	140868695	140868704	+	0.000	0.000	Merged-chr4-140868739-15
NR46993--MA0039.3.KLF4	chr4	133614460	133614470	+	0.000	0.000	Merged-chr4-133614553-6
NR3072--MA0741.1.KLF16	chr1	162477010	162477020	+	0.000	0.000	Merged-chr1-162477062-12
NR19264--MA0493.1.Klf1	chr13	117206192	117206202	+	0.000	0.000	Merged-chr13-117206316-8
NR11122--MA0741.1.KLF16	chr11	82205855	82205865	+	0.000	0.000	Merged-chr11-82205985-28
NR2342--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR32108--MA0741.1.KLF16	chr18	82607598	82607608	+	0.000	0.000	Merged-chr18-82607647-23
NR25212--MA0741.1.KLF16	chr16	24160874	24160884	+	0.000	0.000	Merged-chr16-24160756-32
NR14733--MA0599.1.KLF5	chr12	85590176	85590185	+	0.000	0.000	Merged-chr12-85590277-12
NR29732--MA0039.3.KLF4	chr17	83158742	83158752	+	0.000	0.000	Merged-chr17-83158899-1
NR10050--MA1107.1.KLF9	chr11	58283329	58283341	-	0.000	0.000	Merged-chr11-58283237-2
NR24078--MA0493.1.Klf1	chr15	94255265	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR22117--MA1107.1.KLF9	chr15	25692700	25692712	-	0.000	0.000	Merged-chr15-25692698-43
NR8317--MA0741.1.KLF16	chr10	118633634	118633644	+	0.000	0.000	Merged-chr10-118633664-46
NR18514--MA1107.1.KLF9	chr13	102284450	102284462	+	0.000	0.000	Merged-chr13-102284441-1
NR49435--MA0742.1.Klf12	chr5	53437811	53437825	+	0.000	0.000	Merged-chr5-53437793-20
NR55069--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR28683--MA1107.1.KLF9	chr17	47171167	47171179	-	0.000	0.000	Merged-chr17-47171280-54
NR8435--MA0742.1.Klf12	chr10	120697544	120697558	-	0.000	0.000	Merged-chr10-120697518-32
NR13552--MA0742.1.Klf12	chr12	17511203	17511217	+	0.000	0.000	Merged-chr12-17511273-48
NR11831--MA0740.1.KLF14	chr11	98053463	98053476	+	0.000	0.000	Merged-chr11-98053395-1
NR3545--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR53093--MA0742.1.Klf12	chr5	148709061	148709075	-	0.000	0.000	Merged-chr5-148709171-35
NR39799--MA1107.1.KLF9	chr2	178675724	178675736	+	0.000	0.000	Merged-chr2-178675729-5
NR8436--MA0599.1.KLF5	chr10	120697548	120697557	-	0.000	0.000	Merged-chr10-120697518-32
NR46694--MA1107.1.KLF9	chr4	129008764	129008776	+	0.000	0.000	Merged-chr4-129008820-34
NR41595--MA0599.1.KLF5	chr3	96181329	96181338	+	0.000	0.000	Merged-chr3-96181202-20
NR23225--MA1107.1.KLF9	chr15	77071684	77071696	-	0.000	0.000	Merged-chr15-77071598-27
NR59623--MA0493.1.Klf1	chr7	79363686	79363696	-	0.000	0.000	Merged-chr7-79363578-43
NR48508--MA0599.1.KLF5	chr5	4912179	4912188	-	0.000	0.000	Merged-chr5-4912133-29
NR37853--MA0741.1.KLF16	chr2	132669332	132669342	+	0.000	0.000	Merged-chr2-132669439-31
NR47637--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR57228--MA1107.1.KLF9	chr6	145992967	145992979	+	0.000	0.000	Merged-chr6-145993129-56
NR67039--MA1107.1.KLF9	chr9	69073442	69073454	-	0.000	0.000	Merged-chr9-69073494-25
NR54794--MA0741.1.KLF16	chr6	86806577	86806587	+	0.000	0.000	Merged-chr6-86806631-9
NR5165--MA0039.3.KLF4	chr10	18193271	18193281	-	0.000	0.000	Merged-chr10-18193414-42
NR50518--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR13326--MA0599.1.KLF5	chr12	3823591	3823600	+	0.000	0.000	Merged-chr12-3823687-29
NR12811--MA0741.1.KLF16	chr11	115747599	115747609	-	0.000	0.000	Merged-chr11-115747608-16
NR66783--MA0599.1.KLF5	chr9	63698570	63698579	-	0.000	0.000	Merged-chr9-63698652-22
NR39393--MA0599.1.KLF5	chr2	168531591	168531600	+	0.000	0.000	Merged-chr2-168531705-18
NR5085--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR63859--MA0741.1.KLF16	chr8	84811135	84811145	-	0.000	0.000	Merged-chr8-84811046-12
NR38797--MA0740.1.KLF14	chr2	158179199	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR58148--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR2904--MA0493.1.Klf1	chr1	156217567	156217577	-	0.000	0.000	Merged-chr1-156217514-18
NR488--MA0740.1.KLF14	chr1	39196988	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR39392--MA1107.1.KLF9	chr2	168531561	168531573	-	0.000	0.000	Merged-chr2-168531705-18
NR8216--MA1107.1.KLF9	chr10	117784746	117784758	+	0.000	0.000	Merged-chr10-117784888-21
NR45161--MA0039.3.KLF4	chr4	59895141	59895151	+	0.000	0.000	Merged-chr4-59895245-17
NR24366--MA0742.1.Klf12	chr15	99652665	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR35785--MA0741.1.KLF16	chr2	57102548	57102558	-	0.000	0.000	Merged-chr2-57102684-19
NR15576--MA0741.1.KLF16	chr12	109446608	109446618	+	0.000	0.000	Merged-chr12-109446341-43
NR5645--MA1107.1.KLF9	chr10	42699280	42699292	+	0.000	0.000	Merged-chr10-42699170-35
NR55779--MA0657.1.KLF13	chr6	119451003	119451020	+	0.000	0.000	Merged-chr6-119451010-23
NR21390--MA0741.1.KLF16	chr14	104038933	104038943	+	0.000	0.000	Merged-chr14-104039105-39
NR53262--MA0740.1.KLF14	chr5	150840382	150840395	+	0.000	0.000	Merged-chr5-150840546-64
NR56619--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR60476--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR23659--MA0741.1.KLF16	chr15	84168813	84168823	-	0.000	0.000	Merged-chr15-84168860-11
NR19771--MA0493.1.Klf1	chr14	32388451	32388461	-	0.000	0.000	Merged-chr14-32388438-6
NR16900--MA0742.1.Klf12	chr13	49147864	49147878	-	0.000	0.000	Merged-chr13-49147793-21
NR42130--MA0493.1.Klf1	chr3	108284064	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR8319--MA0039.3.KLF4	chr10	118766023	118766033	-	0.000	0.000	Merged-chr10-118766153-45
NR20417--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR55886--MA0742.1.Klf12	chr6	121017540	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR31779--MA0039.3.KLF4	chr18	75716461	75716471	+	0.000	0.000	Merged-chr18-75716251-26
NR34499--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR53936--MA0599.1.KLF5	chr6	47621484	47621493	+	0.000	0.000	Merged-chr6-47621326-39
NR67098--MA1107.1.KLF9	chr9	70484978	70484990	+	0.000	0.000	Merged-chr9-70485119-27
NR43467--MA0599.1.KLF5	chr3	146039645	146039654	-	0.000	0.000	Merged-chr3-146039588-29
NR33990--MA0039.3.KLF4	chr19	53760459	53760469	-	0.000	0.000	Merged-chr19-53760542-10
NR57666--MA0741.1.KLF16	chr7	4948749	4948759	-	0.000	0.000	Merged-chr7-4948568-26,Merged-chr7-4948937-4
NR65117--MA0741.1.KLF16	chr8	122712170	122712180	-	0.000	0.000	Merged-chr8-122712057-14
NR10521--MA0039.3.KLF4	chr11	70473450	70473460	-	0.000	0.000	Merged-chr11-70473545-6
NR12816--MA0741.1.KLF16	chr11	115747604	115747614	-	0.000	0.000	Merged-chr11-115747608-16
NR62787--MA0599.1.KLF5	chr8	36223260	36223269	+	0.000	0.000	Merged-chr8-36223290-29
NR17698--MA0039.3.KLF4	chr13	81705649	81705659	-	0.000	0.000	Merged-chr13-81705633-6
NR55064--MA0740.1.KLF14	chr6	97300929	97300942	-	0.000	0.000	Merged-chr6-97300820-20
NR1609--MA0493.1.Klf1	chr1	91311689	91311699	-	0.000	0.000	Merged-chr1-91311579-8
NR58149--MA0657.1.KLF13	chr7	24481949	24481966	+	0.000	0.000	Merged-chr7-24481860-36
NR46311--MA0657.1.KLF13	chr4	118260691	118260708	+	0.000	0.000	Merged-chr4-118260858-21
NR20453--MA0039.3.KLF4	chr14	61056908	61056918	-	0.000	0.000	Merged-chr14-61056983-100
NR11228--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
