#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR54118--MA1107.1.KLF9	chr6	134148284	134148296	+	0.000	0.000	Merged-chr6-134148194-39
NR25179--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR57514--MA0599.1.KLF5	chr7	102322393	102322402	-	0.000	0.000	Merged-chr7-102322365-37
NR32219--MA0599.1.KLF5	chr2	9986365	9986374	-	0.000	0.000	Merged-chr2-9986324-23
NR60175--MA0599.1.KLF5	chr8	45934969	45934978	-	0.000	0.000	Merged-chr8-45934835-41
NR11838--MA0493.1.Klf1	chr11	108975743	108975753	-	0.000	0.000	Merged-chr11-108975749-11
NR433--MA0599.1.KLF5	chr1	36920566	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR3299--MA0599.1.KLF5	chr1	156522430	156522439	+	0.000	0.000	Merged-chr1-156522298-40
NR50788--MA0741.1.KLF16	chr5	150259561	150259571	+	0.000	0.000	Merged-chr5-150259783-65
NR23446--MA0740.1.KLF14	chr16	18452507	18452520	-	0.000	0.000	Merged-chr16-18452480-18
NR54114--MA0741.1.KLF16	chr6	134148283	134148293	+	0.000	0.000	Merged-chr6-134148194-39
NR67378--MA0741.1.KLF16	chrX	104857286	104857296	+	0.000	0.000	Merged-chrX-104857124-25
NR29084--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR13256--MA0039.3.KLF4	chr12	55007789	55007799	-	0.000	0.000	Merged-chr12-55007826-27
NR51347--MA0599.1.KLF5	chr6	37564088	37564097	+	0.000	0.000	Merged-chr6-37564158-19
NR43174--MA0599.1.KLF5	chr4	89137801	89137810	+	0.000	0.000	Merged-chr4-89137676-98
NR32712--MA0599.1.KLF5	chr2	27122115	27122124	-	0.000	0.000	Merged-chr2-27122236-19
NR28862--MA0741.1.KLF16	chr18	43393234	43393244	+	0.000	0.000	Merged-chr18-43393382-40
NR51346--MA1107.1.KLF9	chr6	37399079	37399091	+	0.000	0.000	Merged-chr6-37399175-29
NR29072--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR20699--MA0741.1.KLF16	chr15	18951889	18951899	-	0.000	0.000	Merged-chr15-18951851-25
NR5492--MA0493.1.Klf1	chr10	37605948	37605958	+	0.000	0.000	Merged-chr10-37606063-23
NR53625--MA0493.1.Klf1	chr6	121017544	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR24896--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR66341--MA0741.1.KLF16	chr9	118196827	118196837	-	0.000	0.000	Merged-chr9-118196833-13
NR54635--MA0599.1.KLF5	chr6	145469422	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR1365--MA1107.1.KLF9	chr1	83006283	83006295	+	0.000	0.000	Merged-chr1-83006483-46
NR47462--MA0741.1.KLF16	chr5	74704612	74704622	+	0.000	0.000	Merged-chr5-74704453-70
NR62580--MA0741.1.KLF16	chr8	122769457	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR45543--MA0741.1.KLF16	chr4	149721305	149721315	+	0.000	0.000	Merged-chr4-149721282-12
NR62820--MA0039.3.KLF4	chr8	126721842	126721852	-	0.000	0.000	Merged-chr8-126721826-22
NR67379--MA1107.1.KLF9	chrX	104857285	104857297	+	0.000	0.000	Merged-chrX-104857124-25
NR16922--MA0599.1.KLF5	chr13	95063712	95063721	-	0.000	0.000	Merged-chr13-95063599-48
